IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
11714,two light skinned men are in a vehicle,where do they seem to be headed,"judging by the clothes they are wearing, they seem to be dresses for hard work",this helmet is showing that it is worn by people doing construction work,they appear to be very happy. They must really love their job
11715,a young light skinned girl is in a restuarent,behind her there is a light skinned man who has also come to buy food,these shops are meant for fast food,there is the canadian flag behind her,perhaps that is where the shop is or the owners come from that country
11716,a light skinned man is walking along the road,these clothes he is wearing seem to be office wear,he has a bag that he is dragging it along the road,behind him there is  a white  man constructing a garbage pit,this place looks like offices for different people 
11717,a copper skinned donkey has jumped,where exactly is this donkey,he appears to be at the place where donkeys are kept during the day,this place has a fence built around it to stop the donkeys from going far,healthy grass and trees can be seen nearby
11718,a man is sitting on the chair outside reading a book,this elderly man is sitting on a chair placed outside,here so that as you read you can feel the fresh air,or maybe you can go out and sit in the sun if it is very cold,they have put up boundaries to stop someone falling into the holes that are on one side
11719,the dog is jumping into the air playing with a ball,is this dog playing alone or is it with its owner,this dog must be playing with its owner who is throwing a ball at it  for it to catch,you can see that the dog is well kept since it even has a tag around its neck in case it goes missing,others have put phone numbers you can call in case it goes missing
11720,a crowd of different people from different tribes are in the play ground,this is the place where people go to play indoor games,some people come with their children while others just come on their own,this is the place where people come to play games as well as to strengthen their friendship,there are so many different games so one can play many different games in a short time
11721,a white skinned man is working with a large vehicle,what job does this vehicle perform,some of these things are used for tightening and lifting ropes as they are being placed,then the workers need to be protected as they work because the vehicle is working more than the men in tightening the ropes,whoever is driving this vehicle needs to know what they are doing and how to use it
11722,a woman sitting on a carved chair outside,behind her are a number of bicycles linned up,this is where many people come to leave their bicycles as they go to run errands,does one leaving their bicycles there not risking them being stolen,many leave their bicycles locked and  perhaps there is a watchman
11723,the bickers have skipped with the bicycle that he is riding in the bushes,this is one among those who compete in bicycles riding,he is wearing protective helmet in case they fall off the bicycle,and he is deep in the woods where there are many trees and small hills,perhaps he is not competing with others and has just gone to have his photo taken
11724,two white skinned men and their  two dogs are by the riverside,the dogs appear to be very happy to be playing in this place,the dog owners have leashes to keep their dogs in linne as they walk,one of these two dogs has a small ball to play with in its mouth,the river is very wide. And it doesn’t have a strong waves
11725,three people are competing riding their bicycles are on their bicycles,people are standing on the side of the road wathcing  them compete,these people appear to be  ready to defeated by their friends but to defeat them,just see how the bicyles they are riding them very fast,maybe they are nearer to the end of the rididng competition
11726,a group of children are standing  outside by the side of the  road,it appears as though one of the children is being picked up on a motorbike,this looks like a group of school children knocking off from school,have you seen one child standing alone,it appears as if where he is standing near a shop perhaps he wants to buy something
11727,a man and a woman are in the room in the house,what are these people doing in this room,the man is pouring beer into a cup while the girl is watching what the man is doing,there is a bottle on the side that appears to be a bottle of soft drink,that is what  they mix with this type of beer most of the time because it is very strong and if one drinks it neat it can burn your throat
11728,the children are sitting down under the tree,these children are dressed are dressed in very dirty clothes,they appear to have come from poor homes in third world countries,in some places people are really poor such that they even lack soap for washing their clothes,would soap be lacking fo people who even cannot manage to have food on their tables
11729,"a musician is standing on podium near the microphone, holding his guiter",what is happening in this place,this person must have drawn a crowd of people to listen to him play,a microphone  is always used to amplify someone's voice so that could be the case,even the way he is holding the guitar strings he seems to be an expert
11730,a young girl is draging her bag on the ground,a doll is drawn on the bag it must be the doll that she loves,he appears to have diembarked from a plane or a bus,there are others in front who are also dragging their bags behind them. It appears that they had been on a long journey,the way this one apears to be young then he must have travelled with the two in front of him
11731,a white skinned young woman is sitting on the ground by the road side,this young girl appears to be very tired or to have a lot of worries,one just has to look at how she is sitting in the heat when there is shade nearby,perhaps it is cold that is why she has chosen to sit in the heat instead of in the shade,even though she wants to sunabthe aren't there better places for her to sunbath than by the roadside
11732,three children are near the table,why are these two dressed differently,perhaps it is time to celebrate so they want to wear clothes that are a bit different,but there is one child who is near them who doesn’t want to wear those clothes,maybe he doesn’t take part in their clelebrations or he doesn’t want to wear that type of attire
11733,two young boys have climbed up the trees that are grown near their home,there appears to be a pool of water on the ground as if it is a flood,this happens in certain countries when there is heavy rain such that it leads to disaster,these houses are going to flood there seems no where to stand,some of these houses are not built with strong material like bricks. They are make from iron sheet
11734,one young boy is standing and playing a game of hitting a small ball with a stick,this game is common in european countries and to other people who have enough money,some play for to have fun with their friend while others play for competitions sake and to win trophies,maybe this child is being trained to play this game betteras he grows older,it would be helpful if he chose to go into competitions and win trophies
11735,four children and one woman are at the edge of the river,this river appears to pass through the middle of the town,there are a lot of buildings that can be seen that can be seen near this river one has just to see where it passes,these children could have come because they want to watch the river with their mothers,this river has iron rails near the shore to warn people from going too near so as not to fall in
11736,two white skinned men are in a boat on the river,this river is nearby the homes of people that can be seen by the river,yes this is one of the towns that has rivers that pass through them,the boat they are on is small and fast because they do not use paddles,this boat really move fast as if it is a car using fuel 
11737,a man is standing outside a shop painted in white and sky blue,he is holding a helmet in his hands to protect him from a fall off the motorbike,he appears to be very cheerful wonder what he is happy about,perhaps he is waiting for someone who makes him happy or is happy about something he has bought from the shop,"the signs for the shops are very cheerful such that even if you were melancholic, they would cheer you up"
11738,a young girl is sliding over the hill covered in snow,is well dressed from head to toe in protective clothing including the helmet,it is easy to hurt  yourself when you are sliding so it is important to wear protective clothes before you start,she looks to be very happy to  be where she is and to be sliding through the snow,one would really be happy because most of the time such things cause adreneline rush and fast blood flow
11739,a white skinned young man is playing with water at home,is this water in a man made lake or where is it,was placed in vessels that are sold in shops and in one can use them for swimming like in a river,"so if you have this there is no need to make a lake, you just need to fil them up whenever you want to swim","yes as soon as you are done you only need to fold it up and put ti away and when you want to swim, you take it out again"
11740,two light skinned young men are sitting at the dinning table,they appear as if they have just finished eating a lot of food,this looks to be night time that they have met,maybe they want to meet as friends and share a meal,this is the best way to meet and streghten a friendship between two people
11741,a man and a woman are sitting and having a cup of tea,they sell tea here to anyone who wants to buy,this girl appears to be very happy. Perhaps there is something she is happy about,there appears to be someone sitting by their side,I believe this is one of the people who has come to buy tea from this shop
11742, one woman trader is passing by she sells at the market place,different goods are sold here and it is frequented by women,they have displayed many things especially  food,most of the time people want to buy just enough food for a few days,many people who don’t have money use markets to buy the daily necessities that they can afford
11743,two women are dressed in their traditional attire,which tribe do these women belong to,they look like those who had once lived in America a long time ago,could these be the people who started the united states of america who were found there when they first went there,that could be the reason they resemble people from nearby countries like colombia
11744,one woman is squatting and washing her plates in the water that is on the side oft the building,is this water from the river or is it collected from the rain,this water appers to be from the river. What type of rain would it be to have water settle in this manner,sometimes these countries experience very heavy rains that leave stagnant water,the buildings nearby appear old and delapidated. It doesn’t look like a nice place
11745,a group of dark skinned men are standing in the doorway of the shop,what type of shop is it,it looks like a liqour store,issues of alchohol are what people enjoy the most,one just has to see the joy in the older men 
11746,motorbikes are lined up outside the shop near the vehicle,who owns these mototrbikes,they look similar they could belong to ifficers,are they  are meant for the police officers shouldn’t they be labeled,if they  have them they could belong to the bike riders team
11747,football and hand ball players are in the grounds playing ball games,why are these people wearing white clothes holding hands with those wearing black clothes,these are distracting their friends they want to take away the ball from their friends who are in the same group,the one standing alone in the middle appears to be throwing the ball,perhaps he is throwing to someone who is in his team
11748,two white skinned women are standing near two dogs,one woman is holding a bucket and there appears to be drums nearby,what happens at this place,further ahead there appears to be sticks that have been cut up. On the side of where these two people live,this place is trully big such that this area is meant for waste disposal
11749,one white skinned man is lifting a light skinned child in the air,the place where they are appears to be a children's play park,there appears to be toys and different types of swings,the child appears to be overjoyed because he has been lifted high enough to reach the metal bars he is holding on to,"he would have fallen but he was rescued, that is why he is happy"
11750,two men are sitting at an office table,this is the room is reserved for business meeting in the company,this is the place where they meet to discuss developmental issues of the company,these are the places where you can meet with people from other companies if you want to work with them,they have placed snacks in advance in this meeting place
11751,a dog with long fluffy hair is running outside,perhaps this is where they are going to drain its energy so that it plays around a bit,the trees nearby seem dry does this mean it is the dry season,it hasn’t rained in a while and they hasn't been any watering ,can you really manage to water everything especially if the land is big
11752,two white men are sitting and writing by the roadside,where does this road lead to their house or is it one that everybody uses,"I am sure it leads to a house because if it is one that everyone uses, you could get hit",these men appear to be in no hurry and they are not wearing shoes they must be near they home,but with young people you can never be sure because they take off they shoes even when they are far from home
11753,a young girl and a woman are walking near the railroad,there is a chair in their path where some one is sitting . Do they appear to be waiting for the train,it could be that he is waiting for the train or disembarking from a train,the child appears to be rushing for and the woman is following right behind him,when children appear to have too much energy they can drag you to places you do not went to go to
11754,a white skinned man is walking down the road near a red building,this building has something that looks like a plane on the side of the building,and this plane looks like rocket ships not ordinary planes,perhaps the building owners are among those who have thrown out to study the weather,or the building could belong to the child of one of the astronants
11755,a dark skinned woman is sitting down drawing different things,this woman appears to be from india or another asian country,what are these things she is drawing on the ground for,it could be things that stand for different dinominations,perhaps it could be in this manner because it rub off easy
11756,two dark skinned men covered in rags are crossing the road,what has caused these men to dress up in this manner,perhaps they is somewhere where they are going to show something or there is something they are showing,the place where they are is a perdestrian,this place doesn’t seem to have many vehicle passing though this time.perhaps that is why they do things this way
11757,men and women are standing in the boundary that is meant to protect buildings,"there are different women and men, why are they standing here",they appear to be people who are waiting for something or a person,this gentleman at the front has a camera in his hand,others are holding tightly to the matel bar that make the boarder
11758,a group of people in a bar,many who are in this place are dressed up in office clothes,it must be a place where they go when they knockoff to have fun,these men who appear to be telling stories with women, some will in this place meet they loved ones and stert relationships
11759,two dogs chasing each other outside,these dogs appear to know each other and this chasing each other is just for fun,the dog in front has copper and white fur ,and it looks very nice full of life,the owners of these dogs are quite serious about taking care of them
11760,a light skinned woman is standing and looking at her cellphone, his shoes and other clothing items appear to be worn by someone who take long walks for health reasons, can a person walking in this manner wear a sweater.  sweating alone cannot warm the body,if it is very cold he can wear the sweater even if he is going on this type of walk,would he wear this if he was merely at home and he gets up to pick a few things and return quickly
11761,a crowd of people has gathered and a boy is walking around with only a pair of pants,all the people in this crowd are wearing clothes that are worn when relaxing,even their faces seem relaxed theyy do not appear to be in any hurry,perhaps this is the place where different groups of people come to relax,but this place of rest appears to be a  road that passes through it
11762,three people are having fun at the place meant for relaxing in the middle of the town,this place was created for fun especially for children,that is why they have created climbing areas since children like climbing,and there is an area for sitting in the fresh air,you can sit here if you have come with your children and watch them play
11763,a light skinned child is asleep in the chair of the vehicle,this child appears to be exhausted and is holding onto a snack in his hand,perhaps there was somewhere he went with his parents and got so tired,what type of chair is it that he lying in,this is a car seat meant to be used in a car specifically for children
11764,a white skinned soldier is blowing the trumpet,this is one of the  air instruments they play,there are groups of soldiers that are created meant specifically to play instruments,these people  are trained as soldiers  but can also play different instruments,"some can be found when there are big events, leading in the singing of the national anthem"
11765,different types of women are walking by the road,where does this path go,it passes outside  a different building,what about these women where are they from or where are they headed,they appear to be going for a meeting of people who work together
11766,one woman is at the market selling a variety of vegetables,this woman has displayed vegetables thatlook freshly picked and she is selling them,there are vegetables and a variety of plants,these fruits and vegetables should be eaten by people so as to be healthy,it should be that this woman has a lot of good sales within a short time
11767,a  white skinned man and a woman are sittting on the side of the building,this woman is playing a guiter and singing at the same time,is she really playing and singing for this man alone,"they could be friends or lovers and this could be the way to show the other, affection",or they could be those who play music on the side and the man just stopped by to listen to the music better
11768,a crowd of children are on the merry go round,if you aren't strong these things can cause you to loose balance,for some it is like that because it  brings about fear and makes you feel like you are losing your balance,why aren't these children afraid fo falling,they could be scared but those who make these things are very careful and they never let children ride unless there is an adult
11769,four white women are by the roadside,"these two are having similar drinks, they could be together",that could be the it. Behind them is a woman standing by the roadside,in front of them is another who has a hand bag around her neck walking alone,this path that they are on passes near the shops
11770,two groups of girls are playing football,behind them is a man watching them play football,this man could be their coach or coaches one of the teams,these girls are very committed to the game even if they are still young,some may have plans of playing football as they grow older
11771,one man who works with metal is wotking,he is wearing protective clothes while he works,and he has the tools he needs to use as he works,he is smothening the metal pieces after welding them together,this is a difficult job where as one works there are sparks of fire
11772,three white womenare standing outside with bouquets of flowers,these are bridesmaids,everyone looks happy and very joyful,this job is done by the bride's closest friends so they have a reason to rejoice,this area outside could be where the wedding is taking place or it is the place they chose to have photos taken
11773,three men are on the playground rejoicing,there are others in front of them is a group of men who don’t look so happy. Perhaps they have been defeated,that could be the case because people on the sidelines seem to have come to watch a compettion,and with each side wearing asimilar uniform  it shows that there are two teams,they are overjoyed to defeat the team they were competing with
11774,the dog has bitten one man in the clothes that he is wearing,what exactly is this person doing in this place is the reason the dog wants to bite him,the clothes he is wearing belong to dog trainers,do these people teach dogs to bite as well as other things,often they teach the dog to know when to bite and when not  to so as to help be good guard dogs
11775,a dark skinned man is standing outside a small shop,he is talking to the trader in that shop,he has a cigarette in his hands that he appears to be smoking,maybe he bought it from this shop because there are some on display,"these shops are usually found in specific areas, especially areas wheren poor people live"
11776,a man dressed in old clothes is walking with a wood saw in his hand,"behind him, people in modern clothes as passing by",this person must be one of those media people who shows filsm to different groups of people,these people should be showing films of what used to happen a long time ago to entertain and to educate,he looks eager to work such that he is moving around with his tools ready to work
11777,men are competing in throwing their small spears they are standing showing off their spears,is this really a game people compete in,yes they compete to see who is better at target practice,they do have time for training so that they can do well,others start training when they are very young soo that when their time they would be experts
11778,a heavy duty vehichle is breaking a house,"these vehicles are used for big jobs, sometimes to dig very large holes",are other times they use them to demolish houses  when these houses are old,sometimes it iis that the place where these buildings are has been sold and the new owner wants new buildings built,this is a very big job such that it cannot be done by hand
11779,one man is riding the bicycle in the bushes very fast,he must be competing with someone,he could be one who competes in crowds of people who ride their bicycles in the forest,and he is wearing protective clothes on his head and body in case he fell,because this is a forest one needs protection so that even if he falls he wouldn’t hurt himself too badly
11780,the dog is jumping over the stump,this place appears to be a reserve for dogs and other animals,it could just be a place in the home that has been left as a play area for the dog,because dogs are quite strong it is important that they play a lot so that some of this energy can be lost,this dog appears to be well kept
11781,a brown dog is jumping around in joy,the dog's ears look like buns made in the hair,"it has thin, long fur on the ears",it looks very pleased playing around the way it ,it looks to be full of life it is well taken care of
11782,a crowd of people has gathered at the small shop where different items are sold,there seems to be many booths  in this place. What are they displaying,maybe it is the meeting place for different people who then errect a small shop so that they can add their own goods,this is one way in which rare things can be sold,and the people there appear to be pleased with the items  because they have crowded nearby
11783,one white man walking alone,behind him is a  large crowd of people,"they are all inside the building, what type of building is this",it looks like a building where peole get identiy cards,these can be used when traveling by train or by bus
11784,one white man is shaving his beard,he is using a shaving stick and shaving cream,this cream is used to soften the beard so that one does not get hurt when shaving, because the shaving stick is very sharp he is paying a lot of attention,some do this job every morning so as to look presentable as they go for work
11785,one white man is sitting on the roof of a school bus while the other is inside,what are the  two men doing with this bus,they appear to be struggling to fix something that is broken with this bus,the one sitting on the roof seems to be very tired,perhaps they have been working on it for a while and cannot figure out what is wrong
11786,two boys are are in the children's play park,there are  many different toys to play with,there are places meant for climbing and swinging,some are made like huts for playing in,one boy is on the swing the other is on the climbing area
11787,one man is standing on pieces of wood that are in the middle of the river,there is a flag behind him flying,the water in the river is very still,with trees and grass on the sides that look very healthy,this river is near a house that has a boat outside
11788,a white skinned child is swinging on the swing,this swing was made in a way that it resembles a horse,the child is very happy to be sitting on this swing,the children like playing with this type of toy,the child appears to be   well taken care of
11789,a woman and a child standing in the doorway of different shops,both of them are dressed in winter clothes to keep them warm,the woman is holding  a cup of hot tea,it is dawn before the shops are open,the sun has just started coming up it still is cold where they are
11790,two men and a woman are sitting and eating food,these two men are having a beer,their beer is in bottle holders so that they do not slip,this could be a family gathering to have a meal together,or maybe they are just friends
11791,two young boys are playing in the mud on the side of the river,this river is wide and calm,the children look very happy,and behind them there is another child who is playing in the mud and sitting in it,maybe this family is the family that came to have fun
11792,a white skinned young girl  is playing in the water from a well that has been dug in the soil,is this child laughing or crying,he looks like he is crying maybe something has upset her,behind her there appears to be toys used for digging in the sand,the soil looks like that from the shore
11793,a boy who plays with toy planks is playing,this place they have come to is the place they visit to try out different things,this place he has come to is on the side of the town whose buildings can be seen,it appears to have a lot of trees behind this town,many towns keep these trees so that the town does not feel too hot
11794,one white man is riding a bicycle,this is one among those compete in bike rides,he is wearing clothes that go with the helmet,this person seems to pay close attention to riding his bicycle,the road he is using looks like a well ridden path
11795,a white skinned woman is squatting in the doorway of the shop,this shop looks like one where they sell a variety of food,what about fast food,she appears to be worried . What is she looking at,maybe she has worries about what she is looking at
11796,one man is watering a likeness of Jesus that has been made in the sand,this was made on the shores of the river wher people come,whoever made this wants to preach the word of Jesus to whoever looks at it ,there are people who have come to the river to rest and to have fun,these should be the people he intends to look at this likeness to remind them of Jesus
11797,a white skinned man with a little girl in his hands,could this be the father to the child,it could be  because where they are seems to be the outside of the house,this man and this child appear to be happy,they must have had a very nice time
11798,two men are on the shore of the river with their boats,what are these people doing on the shore this evening,it could be early in the morning and they are getting ready to go on the river,"but there are small, how many can get into them",this looks to be a boat for one person or two. It is not one that can carry many people
11799,two black dogs are jumping into the man made river,why are these dogs jumping in this manner,there appears to a toy that they are after,dogs are mostly known not to like water but these appear to be different,sometimes it depends on how you train the dog. Some dogs like water
11800,a white skinned man going up a mountain,what is the reason a person aperson would choose to climb a mountain,it is a source of joy for some people to do such things,but do they have to go and climb without any proper clothes on,the good part is he has a rope that will keep him secure in case he slid and fell
11801,a white skinned man is playing a game of hitting a small ball,this looks like one of those who catches the ball and then send it back to his team mates,he has immersed himself in the game he is trying hard to hit the ball and send it back,and if he hesitates then the opposing team will score,you must all be ready so that you can win in this game
11802,one man who is on the motor bike is afraid of the man who is on a horse,this one man is happy to be pulling the horse,these people are where people live near the houses,and this donkey used to ferry people,it appears as if he has been placed where people can climb up and ride it
11803,four men and  two women are standing and telling stories,where are they,they look to be in a bar,one is holding a beer mug,two women appear to be very happy
11804,one woman is riding the donkey,this woman is wearing a protective helmet,she looks like those who are in riding competitions,this place where they are looks to be a riding  ground,the donkey too is dressed up and is shown where to go and what to do
11805,a crowd of people is in a bar,one gentleman is holding a cup of beer,one woman is rejoicing and hugging herself,behind them there appears to be a lot of beer bottles,this man has kept a large beard
11806,two puppies are running around outside,one can see behind them more puppies,this black one has big ears,these look like they are playing outside,dogs need to havesomewhere to play in this manner
11807,one man with the cows are in the play ground where they play their games,what type of game does the man and his cows play,"this man holds up a red cloth and when the cow charges, he doges",can't the cow kill you if you fail to dodge it in time in this type of game,some get serious injuries that is why they have a long training befor they start playing in fron of audience
11808,a man who slides on wood in the snow is sliding on metal pieces,it is night time and this man is showing off his abilities,"where he is slidding, if he fell, he would hurt himself badly","if you fell, you would hurt yourself seriously that is why they train for a long time",its good he is wearing something warm and the snow is soft when he falls on it
11809,one white skinned woman is walkig through the snow,it has snowed heavily it has covered all the hills,many like coming when it snows and sliding down hill in the snow,what are the walking sticks in his hands meant for,it is meant to help him as he slides down the hill
11810,one white man is lying down on the lawn,on the one side there are clothes that he has taken out and he is looking up at the sky,maybe this person who has come to stretch a bit after working hard for a long time,he has taken a cloth and covered his face and taken off his shoes,this cloth is used by many so that they block the sun from shining into their face
11811,a crowd of people is on the shore of the man made lake where fish are kept,these children appear to want to jump into the river,children are difficult. For them this looks like a game,can you catch the fish from this lake and eat it ,these fish seem to be put there just to beautfy the place and give people some to t watch. It is not meant to be fished and eaten
11812,one white skinned man is standing with his arms behind him,what is this man doing here,he is wearing chef's clothes and there seems to be a large crowd,they could be showing something to the people visiting their stands,it appears that many have brought different food stuff for sale
11813,one white skinned woman is walking toward the building,two other people appear to be ocming out of this building,there are some motorbikes parked outside the building. Perhaps the owners are in the building,this building looks as if it was made from mirrors only,as you walk into the building you can watch yourself walk
11814,a man and a woman are walking together,"they are walking very close to each other, they must know each other well",they could be lovers or they could be family,the shoes worn by the woman are usually worn in winter,the man too is wearing some warm shoes but they do not look very warm
11815,two white skinned women are standing and looking at photos on the camera,this is different from having to go and develop the photots. One can choose a few to develop while they keep the rest,on the side of the wall are large printed photos,perhaps this is where the photographer displays his photos and allows people to choose what they want to buy from them,these two look very pleased with the photos they are looking at. They must be pleasing photos
11816,one man without skin is walking along the road without any clothes on,this person has tatoos on his skin,some people have tatoos on their skin to remind them of their loved ones or something that happened to them,this man isn't wearing a shirt and he is wear a lady's skirt,perhaps that’s why he is passing  by the shop so that he can buy something better to wear
11817,two men standing outside the shop talking,these people are standing outside the shop where there is cooking oil linned up,these hats they are wearing looklike those worn by church leaders,"these hats look like those worn muslim imam, those who follow the teachings of muhhamed",perhaps they are discussing issues of faith
11818,"two white skinned women standing, each has one hand up",what are these two people doing here,behind them there appears to be a place where drinks are kept to cool,but there doesn’t appear to be any cool drinks though the fridges are working,perhaps they have taken down all the goods or they have sold everything that is why they are celebrating
11819,one man is pushing a load of chairs along the road,can a person really carry such a big load of chairs. Where is he taking them,"perhaps he trades in these types of chairs, so he wants people to see them",what if you slipped and fell wouldn’t you lose everything,"looking at his age, he must have started early and he knows very well how to carrry these things"
11820,one man is sitting by the side of the road with a book,two people are coming to pass through the road where he is sitting,"what about this bag that is open by his side, what purpose does it serve",perhaps he carries items to trade like those by the side of the road in it,is this man the owner of the shop by the side of the road or has he just linned up his good on the side of the road
11821,a man on his one wheeled bicycle is entertaining the crowd of people gathered,he appears to know exactly what he is doing. In one hand he has throwing sticks,everyone in the crowd have their eyes fixed on himto watch his everything he is doing,many who do this train for a very long time. It is not something you can just wake up and do,"the height of this unicycle and it has only one wheel, wouldn’t you fall off and hurt yourself if you don’t know what to do"
11822,two white skinned men are on the roof looking at the chimney,have they climbed up there to clean something,where they are standing is the chimney where smoke comes out if you light a fire in the fireplace,perhaps it is blocked and the smoke doesn’t come out,that could be the case. It needs cleaningquickly because they would not be able to light a fire in the fireplace to warm the house
11823, a white skinned girl is playing outside,what game is this where she appears to jump in the air,this child has jumped from the swing which is behind her,but this doesn’t appear to be a children's playground,this looks lik a residential area or office premisses
11824,a white skinned woman is riding a horse drawn cart,it resembles an oxcart but it is better made,this is made by experts. So they pay attention to how to its made,what about these two girls standing on the side,they are dressed like flower girls in a wedding. Perhaps they are part of the wedding party and that is why the horse drwan cart has been brought
11825,two white skinned women are cleaning the outside,what job are they doing outside,they appear to be putting cobblestones to cover the soil,it looks like they have a field of flowers on one side. Perhaps that is why they want to put cobblestones on this side,thia would be helpful in case they wanted to stay near their stones. And also to reduce the mud during the rainy season
11826,the children are running around in the sand on the side of the river,what type of river is this where there are drawings of wheels from vehicles,perhaps it is one of those rivers that are found near buildings such that one can just drive to it,it must be that these children must have come with their parent in their parent's vehicles,if you can go it would be advisable to go early and have fun. Children enjoy such things
11827,two white children are whispering to each other,they both look very happy. Whatever they are whispering about must be interesting,one looks like they are trying hard not to laugh,they are wearing warm clothes. It must be cold wherever they are,though one has worn warm clothes but doesn’t have a hat on her head
11828,two teams of football players are on the playground playing against each other,one of the players kicks the ball trying to score,but why is one player alone while others are just standing around,it appears as if one of the other team members wanted to hurt the other player by trying to pass the ball without being interupted,and there is a crowd of people gathered in that part of the field
11829,two dark skinned men from the team of basketball players are in the field," this game one does not hold ont to the ball, one has to keep bouncing it",there are different types of ball games. This one requires a pitch with plank floor not grass ,and these two men look to be larger. They are the common type of people who play this game,most of the people who play this game are very tall. Very few are short
11830,a group of men and women are dancing,what is happening where they are dancing,it seems there is a celebration,on the one side there are sound system and camers to take photos of whatever is happening,many look elderly. Maybe they met to celebrate their birthdays
11831,one white skinned woman is in her room stretching,this woman is practicing yoga,this is the way people exercise to prolong their lives,this woman looks very happy,it must be that whatever she is doing is really helping her live a better life.
11832,a young boy is sitting on a tree stump looking up into the sky,this boy seems to have been brought here for a photo session,this stump looks like it has been kept for this purpose,"but there are no other trees nearby , does it mean that only one tree grew in this area",perhaps there were many trees but they were cut and they use the area for farming and other things
11833,two teams of young boys are playing football,this dark skinned boy has tripped the other boy,isn't this the goal keeper who has been tripped,the uniform looks different from the one running behind with clothes in his hands. He must be the one,if he is the goal keeper then the one who tripped is about to scor
11834,awhite skinned man is standing in front of a microphone speaking,this man looks older what could he be talking about,maybe they have a meeting where he is making a speech or he is explaining something,he has a piece of paper in his hands that has something written. Perhaps he is reading from there,some people write down what they want to say so that they do not forget and reduce speaking unecessarily
11835,one white skinned man is kissing someone on the cheek,the person being kissed on the ckeek seems very happy,they must be close friends or lovers,where exactly are these two people,maybe its at home or at a bar because one can see beer there
11836,a group of men is floating on the river in a wooden boat.,didn’t they just make this boat themselves,it looks like they made this boat themselves,maybe they just wanted a boat to use on the river without having to go far,"if you know how to make a boat and have the material to make it, it is easier to make a boat because boats are expensive"
11837,a bird with white feathers and a long beak is flying over the river,what is this bird doing so near the water,these birds catch fish from the river to eat. That is their food,this bird really has a long sharp beak,this is supposed to help it even in water
11838,two dogs are playing in the grass outside,"this dog that is jumping, if you don’t pay attention you wouldn't know that it is dog",the type of fur that it has makes it look like sheep from afar,there really are different breads of dogs in this world,the important thing is that they are well kep and happy
11839,a white skinned man is outside holding a small plate  which act as a frisbee,this place where he is appears to have  been kept to be a playground,the grass has been watered well and the trees look very nice,"one area is left as an open space so that if people come with their pets, the pets can play there",this plate that he is throwing resembles one that is used when playing with dogs
11840,a small white boy is jumping on the seats,children always find somewhere to play even in the house,goodness is that they don’t get bored and easily find entertainment,even this boy looks to be happy with what he is doing,he is very lucky to have this chair because it looks very soft. It wouldn’t be good had it been made of wood only
