IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
7216,"a white skinned lady is wearing a white short, it looks like she is dancing.","that is what I am also seeing, because the shirt she is wearing has a picture of a dancing doll.",there's another woman behind her she looks like she is also dancing.,"I think they had dance lessons, to some people dancing is a way to help themselves heal","that's true, a lot of people say dancing takes their worries away, that's why they dance."
7217,a male child is laughing while he is pressing on a white thing.,himself and his friend are holding a white pipe that drains rain water.,his friend is wearing a stripped shirt with black stripes while he is wearing a yellow shirt ,there's a wall that has different colours behind them like green,one of the children is wearing a shirt with differently coloured stripes
7218,a runner is wearing a black short while he is running in the road,"he is running very fast sweat is covering is whole body, that's what the young man on the bicycle behind him is looking at.",the young man on the bicycle is wearing a red head sock,"the man running is wearing a jersey withe the number 12 written on it, and a blue short","he is wearing a black short and a blue shirt, and he is also wearing black gloves"
7219,a fisherman is standing besides a rock while he is pulling a blue fishing net,"he is trying to detangle the fishing net to make it straight, all fishermen do this all the time.",he is wearing blue shirt and a bule hat,he looks tired from detangling the fishing net while he is looking at the camera,"the fishing net has yellowish looking balls in it, they keep the net afloat."
7220,a white skinned man is wearing a hat and a red coat,"he is in a building with other people, it looks like a cinema","that's true, you can see the sign hanging in the roof the avatar movie on it","hahaha you have good eyesight, you have also see that it's Avatar.",the man wearing a hat looks worried about something while he is standing worriedly.
7221,a white skinned woman is holding is holding a dog while the white one wants to jump on her.,there's an empty chair in front of them,"and this woman is not wearing any shoes, she is just standing in the grass","look at how nicely her hair is parted, just like cornrows","our friends hair is smooth that's why it's parted properly, and outside the fence there are trees just like a forest"
7222,"two white skinned women are are at the river bank, one is seated while the other is standing.","each person has a computer, it's like they ate accessing the internet.","white skinned people are just like this, they have no fear ",the woman's sitting position is scary what if she slides into the water,"Maybe it's protected that's why she is seated this way, because this place looks scary"
7223,a young boy is jumping high,he is making biscuits,he is wearing a green shirt inside the yellow coat,the trousers is blue and the shoes are whitish,and there are buildings behind the child
7224,an old woman is seated next to a wall she is kneating,"the man and woman in front are together, I'm not sure about the ones behind them.",and she is wearing a blackish hat and a yellow shirt,"she is seated like she won't get up, she has folded her legs",she is wearing a yellow shirt inside her white sweater
7225,motor bike riders are racing in the road,he looks clean and calm while he is seated.,"these people have no fear, just look at how they're speeding their vehicles",you have seen right? and they are close like they are about to hit each other,one of these competitors is on a yellow motor bike
7226,"a group of people are seated inside a building, they look like they are shooting a film",she is walking like a praying mantis while trying to balance.,"a woman and two men are seated while discussing, the woman looks like she is holding a cigarette in her hand",I also saw the bottle of alcohol he has even added cigarettes,I doubt if you can work properly while drinking and smoking
7227,young women of different races are standing in the road dancing.,these Indian women are collecting sand.,there's a building behind the with word's RADIO CITY written on it,"look at the top of the building, there's a lot of people",they have come to watch the women dance
7228,baseball players are in the field  playing.,"this building is pure white, it's as though no dust passes through it it's really beautiful. ","it looks like they're training, because there's only one person watching","that's how it is, only one person watching the game",the wall that's surrounding the sports field is painted red
7229,a blackish skinned man is wearing a hat that had different colours.,what can he eat from cigarettes and alcohol?,there's a white skinned man near him he is wearing a white shirt,"I like what you have said, a white skinned, wearing a a white shirt, only the shirt is white his skin is reddish.","you can clearly see them, and there's a crowd of people in front"
7230,a white skinned woman is stand on top of a mountain covered with snow.,"this is a trumpet or a vuvuzela, as the South Africans call it,he looks like he is celebrating.","you can be surprised, she even has a red bag at her side","there's a wooden bench on the other side, she is wearing a thick coat",the woman is wearing a black head sock
7231,the black dog has a red belt around its neck.,she is playing volleyball with her friends and they're all wearing different clothes.,"that's right it's orange, maybe the eyes are dying","hahaha you are still young, your eyes are ok don't worry",if you look closely it's like this dog is shaking off the water from it's body
7232,a white furry dog is jumping to catch a red and green thing,"he really has a lot of courage, who would just off a stack of rocks like this?","they are playing, and they're clever too just look at how they're jumping for the plate ","very much, she is even skitting like a person",behind the the dog you can see a tared road.
7233,a group of different people are running in the road,three women and two men are standing on the beach sand ,and he is wearing a green coat and running shoes,the sign on her shirt has the number 5029 written on it.,the young lady on his left is wearing a blue shirt and black trousers
7234,a man and a woman are on a motorcycle in the road.,she is wearing dark green clothes and she is looking at the ball,this place is lit up with lights of different colours,"that's true my friend, I thought it was Christmas time",the others look like blue stars
7235,men of different races are sitting in a farm in the mountains.,she is drawing with chalk,this place is lit up with lights if different colours,"my sister there are no lights in the farm, look closely there's just trees.","these people are in the bush, that's why lights can't be on because it's still day time"
7236,the man wearing black gum boots is going up the stairs while he is bending over,"it's most common for men to carry children like this, look closely.",this man looks like he is wearing a hat and black gum boots with an orange top,"he looks like there's something he wants to carry in the container, look at how he's climbing",there's grass in front of the person and the horse.
7237,a Chinese man has short whitish hair,this young man is squatting.,"the woman. is in her own world with food, she is looking at what to pick","they say hunger is a savage, I wouldn't behave like the old man",maybe the man is not hungry that's why he is paying attention to the food
7238,a white skinned man is seated while his hair is being washed,there's a third person that's not clearly visible she is wearing long black socks.,there are white bottles with red lids on the table,"that's true dandruff is most common in women, the man only gets a haircut.",the man is wearing a green trousers and he is holding his hands together.
7239,two men are smiling while they're photo is being taken,"there's red and yellow, one of them has ROBERTS  written at the back.","yes I've seen, and this building is painted yellow","that's right, what you have said is the truth, the man on the right is a black skinned while the friend has reddish skin",a black skinned man is holding the pocket in the trousers.
7240,an unknown person is walking in the road with a child,"he is pressing his computer, the top of his cupboard is full of different drinks.",this road is empty only the mother and her children are walking in it.,"there are buildings where they're coming from, they look like restaurants and bars","there a yellow and black poster in the side of the shop, it shows what is being sold"
7241,two women are holding hands in the air while one is going under them,"they're playing a card game, you take a sip when you lose, the woman is wearing glasses.",one of them us wearing a hat and a blue and white coloured coat,"that one you're talking about is a boy, he is playing with a girl, this place also has flowers.",one woman is wearing blue clothes
7242,two singers are singing on a stage,the player is chasing a white ball in a green field.,red lights are lit up on the man sitting behind,"there's right lights on the one in front, and he is wearing something white.",this place has green lights lit near the singer that's seated.
7243,a man is holding out what he is selling to another man ,"they're in a vehicle going somewhere, the woman even has a marriage ring.",behind one man there's a young girl wearing a a big white shirt.,"she is holding something on her left hand, she is with the man that's  buying something for her.",there's a man holding his shirt pocket he is standing near a vehicle.
7244,a man and a woman are standing on the side of the road,"the black dog has bitten him on his arm, that's why he is wearing something while whipping the dog","There's two people behind these lover's, a man and woman both white skinned.",that's why they say love is the greatest gift of all because it brings joy,"you can see the sun in this place, just look at the shadows on the ground"
7245,five men are wearing running shorts,"she looks like she is in a classroom with her friends, the sign post shows that it's a school.","that's right it can be morning, people are carrying bags while waking one has it at the back and the other has it in hand","the men are seven if you look closely, one of them is standing behind  five men","the place looks clean, it is kept very clean they keep there places properly."
7246,a young man is kneeling in front of a woman,"the baby has put an arm on the side of the dog, and has a tit in the mouth.",there's a sign post behind them saying do not enter or cross tracks,"I wonder why they went to this place, because bad accidents usually take place here ",this place looks like a train station if you look at the side that's dark.
7247,a man is on a horse in the mountains,"the woman was painting reddish colour, until the nails dry up that's how she will hold things.",you have to hold things with fear because if you touch the paint before it's dry it would be ruined. ,"this place has mountains covered with snow most times, but there's only smoke",the clouds look like they're hanging on the mountain
7248,a brown dog is standing in dry grass,"he is on a wooden slide, and he is doing all this in darkness",he has placed a camera in front of him if you look closely you will see it.,"that's right, you can't see it, it's like a chameleon","the sky is clear, it doesn't look like it will rain, there's only few clouds"
7249,a man with reddish skin is chopping mushrooms,"they're waiting for a vehicle to take them where they're going, there are shops behind them","that's because they're sitting the the bus station, they're seated like they're not together but again like they're together.",maybe that's it because mushrooms are cooked differently,this man is wearing a camouflage green hat and a blue trousers
7250,a white skinned young man is riding a bike,they are wearing PPEs at their job ,one man is holding a yellow machine with Blue railings.,this place usually gets full with people even though there's no one right now,"you have spoken the truth, and there are mountains in front of where he is riding his bicycle"
7251,"a white skinned man is sitting in a horse, and he is spinning a rope in the air.","horse riding is in two categories, you can ride the horse alone or you can be riding with a rope in hand",those who ride with ropes are the the ones that chase after cows,"you have spoken the truth, it's like this man is chasing after bulls we can't see in front",the horse has raised dust where it's running and it looks like it's about to fall
7252,a young man is laughing while laying down in a tent,"he is taking off the coat he was wearing, while visiting this place",he is sleeping on a red cloth and a bottle of water,"there's a black camera bag that same side, our friends keep photos ",on the other side of the tent she is sitting in there's a green cloth that has been spread on the ground
7253,a white and black furry dog is standing on two legs,it looks like it's dancing or eating a piece of meat,"look at its eyes, it's looks like they're enticing it with something","as you see it there it's salivating, like it can talk",the room in which the dog is  has a white carpet and two chairs
7254,"a crowd of people, both men and women are walking in a single file","in a snowy place, they are wearing thick clothes","they are wearing helmets, they look like engineers","mechanics always protect themselves just as motor bike riders, they take care of themselves","yes, and their job is very difficult you can hurt yourself of you ate not careful"
7255,two white skinned men are fighting kick boxing,that's why men are created with the hormone testeterone because women are not like this,one of the men has kicked his friend in the stomach,"the one who has kicked his friend is wearing a warriors short, while the other is in a fighters short","yes, there's a lot of people who have come to watch the fighters, they have filled up the whole place"
7256,yellow fish are swimming in the ocean,"I've never eaten this species of fish, how does it taste if you have eaten it before.","this fish look like it's not edible, there's also a scuba diver swimming","I just doubt if this fish isn't edible, they can't fail to eat it these people like trying things my friends","I can't be surprised because indeed these people like trying things, and the person in this river is wearing a tight black short"
7257,hockey players are chasing after the ball near the goal post,the goal keeper is diving to hid left it looks like the ball has been scored,that's true it has gone down and the goal post is small,"true true it's too small, can't someone hot their head on the pole?",the place they are playing from is painted yellow and it looks clean like it's not a sports ground
7258,a white skinned woman is standing while holding a wheelchair,"the chair is black, where have the owners gone because is not the old woman's","that's right right she is not the owner, behind her there's a woman wearing black glasses ","I can't be surprised if this group is from praying, because they are scattered everywhere outside","everyone is doing their own things, and there's a building behind them it can be a house of prayer"
7259,a white skinned boy is wearing a a baseball hat,"he is running ahead in brown sand, on the other side you can see his friends in the field",there are a lot of cars outside the field it's like there's a lot of people who have come to watch the game,vehicles are there just as you have spoken but the owners of the vehicles are no where to be seen,it like they're in the stadium watching the children's game
7260,a black skinned young man is wearing a blue shirt,"he is on a wooden slide, he has slightly bent over",he is wearing white headsets,"this man is a problem, can't he at least be scared of being hit?",some people have no fear and this man is one of such people
7261,a white skinned man is on a horse while spinning a rope in the air,this rope he is spinning is used to capture the animal running in front of the horse in the game,this man looks like he is laughing while he is on the horse,"he is American because the shirt he wearing has the USA flag, the horse is beautiful","you have spoken right, and he is wearing one glove I don't know if you have seen it"
7262,a white skinned man is sliding in the snow with two ski's,"it looks like this man has lifted his left leg, but he isn't he is lame ","that's right he is disabled, and he is a white shirt with the number 5 written on it",that's why they say disability is not inability,that's right this man is an example and the sky is clear there are no clouds in sight
7263,a woman and a baby are laying down while facing each other.,"both of them are laughing while playing, the woman's eyes are  bright from the lights ",the  is sleeping on a blue blanket,"she has put her left hand behind her, they say laughter is medicine",the child is wearing and orange shirt with two white stripes
7264,a White skinned man has splashed water while jumping into the river,he is swinging while he is sliding on a rope,he has splashed water on the river while sliding on,"it's good because he is passing through water, because if the rope were to break he'd just fall in",this man has probably closed his eyes because he has splashed a lot of water
7265,"two children a girl and boy are in the road, while the girl is tying the boy's shoes","they have been taught to care for each other, do to your friend what you would want to be done to you","that's right, it's important to teach children to love each other and care for each other","this is how caring for people our lives begins, because charity begins at home it doesn't surpass this","you have spoken well, just by looking at the children you can tell that they love each other"
7266,a man has opened his mouth while holding two pot covers,"this man is a singer and a music instrument player, he plays symbols have you seen?  ",yes I have seen he has opened his mouth while singing and playing his music instruments,"he is happy while playing his music instruments, there's a big bus behind him",this bus is white and it's has different drawings on it
7267,an Asian old man and woman are squatting in the road,"the people look like refugees, they are looking at a paper",they all have same baskets,"that's how people in a journey walk, most times they carry light bags",one if them is wearing a head sock while the other is wearing a blue hat
7268,two girls are laying down in the road.,they are laying under a metallic sculpture,they have opened their mouths like they're screaming while being captured,"that's the goodness of being a child, because laughing is the biggest thing, while adults have to force themselves",the black skinned childish wearing a blue short
7269,"two men are wearing hats, they look like they are building","you have spoken the truth,they are help each other because this work requires a lot of hands",that's right one man is mixing cement while the other is putting it on the wall,what you have said has reminded me of the time of the tower of babel when God gave them tongues( ability to speak different languages),these two men are wearing gray shirts
7270,an Asian female child is running on the lawn,"see has jumped off of a fence behind, then she ran on the lawn",she is wearing white shoes while her hair has been blown to the back and while she is running,"that's why she is running properly, she is wearing shoes is she wasn't wearing shoes she would have been scared of hurting herself","the lawn she is running through is clean,  the lawn has been trimmed and cleaned"
7271,a man is playing drums with sticks,"he is wearing a black belt, and a thick coat",his belt has shiny things in it,"this man likes black, wasn't it hot?",this one looks like he is with his friends because people who play this are never alone
7272,a black dog is jumping into a swimming pool,there are shadows in front of it,it looks like it's going where there's people,that's right the decorations are meant to make it look good,this dog is really clever it's just Into the water like a person
7273,two men are standing in the road while play quitars,they have put a money collecting bowl on the ground,there's vehicles in the road some are parked and some are moving,"they look like they belong to the rich, they can also help.",there are two dogs near the musician
7274,a crowd of different people are walking in the road,"these people are Asians, they are scattered everywhere.","that's true they're found everywhere, this place looks like it's their country because the writings in their language are a lot","that's right my friend, it's their country because you know they don't learn English in their schools",one woman is carrying a bag and she looks like she is talking on phone
7275,"two men are in the air, they look like they jumped off of a plane","you're have spoken well, they are playing one on top of the other, maybe the one at the bottom is learning",it can be as you have spoken or maybe this is just how the game is,they're feeling good where they are they feeling like birds,one of them is wearing black glasses while two if them are wearing the same kind of clothes
7276,a guitarist is playing a guitar while seated,he is even wearing black glasses he looks, he is wearing a gray shirt and a black trousers,I wonder what kind of song he would play there,there's a blue cloth behind him and a poster on the wall with words written in white and red
7277, different children are playing on the side of the road,"there are elderly people, a man and a woman like they ate the children's parents","you have spoken the truth, it's also because children should be protected from falling when they are on swings","even though children are difficult sometimes, the parent can be telling them they've had enough but they still want to play","there are buildings that look the same, if you stay in thia place you can be getting lost"
7278,a formula 1 car is releasing smoke on the road,"this vehicle has smoke coming, isn't it getting burned at the back?",well the tires are burned that's why there's smoke,how unfortunate for these men and it looks like the breaks are not working,"there's a man who is bending over, he is wearing a red shirt and he looks like he is going to look at the vehicle"
7279,basketball players are chasing after a ball,"rugby is a men's game, maybe you have seen women before but I haven't","well I have also never seen women, and these men are dirty","there is jumping, and diving in this sport and many other things",there's a lot of people who are watching in the stadium
7280,a  white female child is playing in the side if the road,she is dancing while while spinning in a hoola hoop,she is wearing a red shirt and a whitish trousers,"this game is really nice, children learn to dance",there's a white  house on the other side of the road.
7281,a woman and a child are seated on a swing,her child is in front of the swing,and she is wearing a red coat and a head sock,"she is laughing while helping her swing, the child is clinging to her mother ",they are in a children's play park
7282,a group of men are standing in front of a door,"it's a building of their work place, because some are even wearing their work clothes",three men are wearing green clothes,"others In different clothes, I wonder what they are receiving",one man is wearing a head sock and carry a bag on his back
7283,a group of people are sitting on a big swing,Their swing is made to look like a missile,"and it is moving really fast, just see how unclear things are","dizziness won't miss them when they get down, I doubt.",a lot of them on this swing ate wearing red clothes
7284,"a white skinned young man is leaving a building that looks like a shop, he is even holding his hand on the mouth","its like he is eating something, and on the side of the shop that he is coming from  there's a stack of newspapers","that's true, above the door is written news agent groceries","yes of course you are correct on that one, I didn't complete my statement",this shop has a lot of writings in different colours
7285, two white skinned children are playing in the bedroom,they are playing on a bunk bed.,the one at the bottom looks like she is skitting while being talked to,"hahahaha hahaha is this girl skitting, isn't she twisting her lips?","she a skitting, just look at how she has placed her hand"
7286,a woman is carrying a child while standing at the the river bank,"she is looking ahead while the child is facing behind, the man is seated down",the woman is wearing a a white shirt while the man is a blue shirt,"they are visiting the place they don't usually go to during the course of the month, because of their work",there are buildings and grass the river bank.
7287,an Asian old man is picking vegetables at the market,he a holding a heap of vegetables in his hands while looking closely,"on the other hand he is holding a blue plastic bag, he is wearing a blue shirt","the elderly take long to pick what they are buying, just know that they are calculating","the vegetables he is buying looks like it's just from being plucked, it looks good"
7288,four women are sitting in a building that has PSYCHIC READINGS written on it.,this is Lilian the hand psychic ,they are seated while holding one young woman's hand,"I'm just worried about how they are sitting, there's no confidentiality there",it can be that they are together so even if the other person listens in it wouldn't be a problem
7289,an Asian man is laying down while covering himself with a box,"this young man looks good, what is surprising is how he is sleeping",maybe his friends are the ones that covered him with the box so that they capture him,"he is even watching them, maybe they made him smoke ngoni cigarettes",he looks like he is sleeping that's why they captured him
7290,a boy is carrying a chicken in his hands,this chicken looks like a rooster,"that's right, just see how big what's on the head is",like the one that cried when Peter denied Jesus hahahahah,"wow! you have said it like you were there, you can laugh"
7291,two boys are standing in the sand,"they ate at the beach, they look like they ate thinking about swimming",there's a white chair that's upside down,"you have to carry your household utensils when going to this place, the carry a lot of things","the boys are wearing shorts, one is wearing a red one while the other is wearing a blue one"
7292,two people are in a motorcycle in the road,"these people are women, one is driving the other",they're all wearing protective hats,"this is showing how people live differently, others use bicycles",the woman that's driving is wearing a blue shirt while the other one is wearing orange clothes
7293,a young man is seated in a wall near the river,"there's a woman behind him, she is bending towards the river",there are buildings at the river banks,sometimes you just have to sit at the river banks it's necessary,there are clouds in the sky that look like a sleeping dog
7294,a white skinned man from England has raised his hand while holding a wig,"that thing he has lifted is a black wig, those hats our friends wear.",everyone here is holding their country's flag,"they're welcome their country's soldiers, like we observe when our soldiers return from peace keeping","this people ate really happy, just see how the man is screaming"
7295,two women are squatting near flowers,the one on this side is facing the flowers while the one in that other side is talking on phone,these people's sitting position is surprising,"I think it has to be their tradition, look at the others just passing by",you can see people walking at the end of the road
7296,two people are hugging each other besides a vehicle,they're both women saying goodbye to each other,these women are both came out of the red car,"saying goodbye brings sadness, especially when you are going far",it can also be that they are just meeting right now because there's another vehicle
7297,a crowd of people are standing inside a building that looks like a fish factory,two if the people in this crowd are putting seals on the boxes,one of them is wearing a blue hat and trousers,"he is also holding a lamp, what is he trying to illuminate during the day?","these people in here look busy, each one with their own things"
7298,a crowd of people are walking outside a building that looks like a church,"this building looks old, look to the left tell me what you see.","indeed it's old, you can even see a young woman wearing a white dress standing next to a man.","you have chosen spot on like a needle, you have made me happy I'll give you a reward.",there are people standing on the buildings balcony
7299,a white skinned man has jumped high on a mountain of snow,"he is on a snowboard, he has jumped high",his head is facing down while the legs are up,what they do is what differentiates their game from other games,there are clouds in the sky that also look like snow
7300,"a man is sleeping outside a building, he isn't even wearing a shirt","it's like he doesn't have where to sleep, just as we see in our country.","indeed that can be the case, he is covering himself with his red shirt and he has place a paper on his laps ","Living conditions are difficult sometimes,just look at how an adult like him is living. ","we will just say he is lazy, because he can't fail to work and find a house to stay in"
7301,a white skinned man is walking in the road with a bicycle.,near the metro building made of glass,"he has short whitish hair, he is even Carrying a black bag on his back.","bicycle riders are carrying bags, these bags contain what might be needed during the ride ","you have spoken right, because everyone we are seeing is carrying a bag"
7302,a crowd of people is seated in a building watching singers.,everyone in the crowd is wearing blue helmets,"it's like everyone is from work, then they decided to watch some singers perform",I am thinking of why it is so if this is how it was  when someone is tired then there's noise.,"the music they're playing doesn't make noise, it's the kind that helps you relax"
7303,a man and woman are holding hands while walking,"they're are getting off of a wall fence so that they walk at the bottom, they're wearing grean clothes","the place they're walking in is clean, there's not sign of papers","they keep their countries clean, that is why they laugh at is black skinned people we throw trash anyhow",there's an electric pole in front of them
7304,"four children are standing inside a building, they're looking outside.","it's as if they know where the photographer is, look at how they are both facing the camera.","that's right, one girl is wearing blue clothes and she looks like she is laughing","she knows how to make a photo look good, ",the house they're in is painted blue and red
7305,a painter is drawing something on the ground,is this person really drawing?,"it seems so, maybe he is spreading black cloths on the ground.","that's when you have spoken my friend, , he is washing car mats","this person is wearing a blue shirt, and he is bending over while putting these cloths down."
7306,a man and woman are facing each other while dancing.,"they are deep in dancing, so deep that they look short hahaha",the woman is wearing black shoes like the man's,is this dance called salsa or kizomba?,"the young woman is holding her hand in her hair while she is bending over, the man is wearing glasses to aid his vision."
7307,a woman is facing upwards while a child wants to touch her face,"she is walking with a baby girl on the side of the road, look at the leg that's walking",the child has tied a red ribbon in her hair ,Making a child happy is important it shows kindness,there's a shadow on the road that looks like a person is walking
7308,a young man is looking at a cat that's also looking at him.,"and he is playing a guitar, there's a metallic trophy on the wall",there is also certificates that are stuck near the trophy,"it's necessary to appreciate someone when they do well, trophies and other things motivate.",there's a black thing on the side of the computer that's on the table.
7309,"a black skinned manis is carrying a surfing board, he is going into the ocean","he is wearing a black swimming costume, he is  very prepared","he looks like he is wearing swimming glasses, the ones that swimmers wear",because he is alone  we can't know for sure but is can be anything,the sun is about to set in this place
7310,people are standing at the market buying different things,"its like they are having an agricultural show, look at the pumpkins","it's been long seeing a pumpkin, they look nice","I like kamaka kind of pumpkin, what about you which ones do you like",there are price tags and names of what is being sold on all the stalls
7311,a woman and a female child ate writing something on a white cloth,the child is the one writing using a permanent marker,"there's a woman wearing a green shirt behind them, she is watching them","because there's activities, maybe that woman also wants to come and write something","she looks like she is holding the cloth that that they are writing on, there's another woman behind her"
7312,a woman with long black hair is wearing a green shirt and she is walking in the road,"I. the side if the road there's a man reading on some papers, and some vehicles are passing by",and she is wearing a blue shirt with Painted lips,"this road looks full of buildings, you can ask how many people are there","they are a lot, just look at how many vehicles are there"
7313,a white skinned boy is jumping into a swimming pool,"he has jumped high, I believe he knows how to swim because happiness sometimes bring sorrow",he really knows how to swim because they wouldn't allow him to jump in this manner,some children are stubborn even if they tell them not to they'd do it the moment you look away,there are two other boys watching him this side
7314,horse riders are racing on there horses in the race tracks,all these horses have different numbers,"the one that's clearly visible is the number one, which is written in green",I wonder what these numbers mean in these games,"these are the names they go by to the viewers, they call them by their numbers"
7315,volleyball players are fighting for the ball,"they are playing beach volleyball, they are just three",one of them is wearing a red short while the other is wearing an orange one,"they're just the two of them yet they are happy, when they sweat they can just bath",the ball they are playing with is white and blue
7316,a white skinned woman is holding a black menu in her hands,this woman looks clean just as it is required of people who sell food,there's a man seated behind her in this place,"a lot of people sit in advance in these places, that's why you see serve what you picked later  ","the words on the wall are saying happy, maybe its a place of happiness"
7317,an Asian young woman is wearing a white furry scarf around her neck,"she is doing an act that is not know, she has beautified herself",you can also a lot of people in this place,they were to celebrate their culture a lot of them in this picture are wearing the same clothes,the woman is front has put a flower in her hair
7318,"two dogs are playing the sand, one of them has jumped high",what kind of dogs are these? they even have brushed hair,"dog have many breeds, you can't know all of them",is this the level that humans have reached in making their pets,some even wear clothes and shoes
7319,"two children, a girl and and boy are facing the photographer at the edge of the swimming pool","these children look like brother and sister, but their complexion is different but they resemble each other","well they can be siblings, sometimes complexions differ, scientist can explain ",we will just take it in that manner because they really resemble each other,"the girl is wearing a black band on her arm, they are both looking at the photographer"
7320,a white skinned man and woman are standing on the road while looking at the photographer,"the man is laughing because he knows the woman is not ordinary, what kind of dressing is this? ",you can't explain it properly because even the man is wearing beads around his neck,"Even if they are husband and wife this is crazy living, these are to grown for this",the man is holding a black plastic bag in his right hand while the woman is holding a whip in her left hand 
7321,a crowd of people is standing on the road,there's an empty chair in front of them,"there's a man wearing a head sock, he is facinging to his left","new buildings are watched, people would be sun burned the whole day",there is a person wearing a striped coat behind the man
7322,"two young women are seated outside a building, they're studying","each one of them has a computer, it's like they ate in the internet",it's like these are students during examination period,"it can be like that, exams in the internet are like that and time doesn't wait",I'm seeing another standing I don't know if she is also reading or she is just standing
7323,an old man is cooking in the kitchen,he is making biscuits,"he is wearing glasses to aid his vision, and he has white hair","it's doesn't go beyond this, for the eyes to see they need glasses","what he is making looks delicious, it's like this man has been doing this for a long time"
7324,"a woman and two men are in a building, they're buying tickets","the man and woman in front are courageous, but I don't know about the ones in front",they are standing while waiting to buy tickets,"sometimes it hurts when you are in a hurry, then the seller is not quick",the man in front is looking at the woman like he is asking her what to pick
7325,a baby boy is seated while holding his hand in his mouth,he looks very clean and we'll behaved while he is sitting,he even has white hair,children this age don't usually have a lot of hair because they are too young,"especially the white skinned, hair takes longer to grow"
7326,a white skinned woman is wearing bouncy shoes while she is walking in the road,she is walking like a praying mantis while trying to balance,there's a wooden building that is painted orange in front of her,"your fashion style is like these people most times, and you usually make your lives difficult","that's true, what kind of shoes is she wearing, you can laugh"
7327,three women and a child are in a field farming,"these women are putting sand, they are Indian",they are wearing clothes that have different Colours,"this is how indians are, even in their films they ate just like this",I've seen one of them seated like she is resting
