IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
8728,a man with long hair is playing a keyboard,I can see this man also has a guitar and it is on  floor,maybe he gets paid by just playing these instruments for people,"yes, I think his a musician looking at what he has. ",maybe he knows how to play a lot of instruments for him to have these different ones
8729,these men are playing cricket ,I can see one is even holding a butt ,the place where they are playing seems to be so mountainous ,"I this this is how the land in this is, it has  lot of mountains","these people are just training, preparing themselves for big match ahead  "
8730,a crowed if people is watching women playing soocer,I can even see two players fighting  for the ball,"yes they fighting for it, and a lot of people have come to watch",I think the winer is getting a very big prize ,"yes, because a lot of people have come to watch, I think they want to see who can win"
8731,two men are repairing electric poles high up,and these men are inside a machine which is taking them high up,it seems there is a big job for two people to assist each other ,"the job is really big, or maybe they are trying to put new cables somewhere ","yes, maybe it's when they are putting these new cables "
8732,two Young girls are standing and one is so happy lifting her hands up,is the one lifting her hands just shouting or she is frustrated with her friend,I think she is just happy to see her friend in this place,"I think she is frustrated, something has really annoyed her","yes, I think it can like that"
8733,this lady staying by the car is at a place which looks so bright at night,"but why is she at this place during this time, or she is waiting for something",maybe she is just out of the car coming from work,"yes, because she is really coming out of the car and wants to close the door ",maybe she is with the car behind
8734,this lady is with a certain man  ,I think this a couple  ,they are in a dark place,"yes it's so dark, I think it's during the night","yes, and I think they are inside a building where they are have fun together"
8735,the lady is standing and raising her hands up,can this be just standing or she is dancing,I think is dancing or stretching ,the way she's dancing seems like those who dance raising there hands and twisting their feet ,"yes, and I think these people are also doing what this lady is doing"
8736,"two men are high up, doing some gymnastics on the sand",I think these people love this and they are very good,and people are watching how they are turning,"that means they are rely good at what they do,because people can't just watch like this ",maybe they are competing to see who is good
8737,a man dressed in black water costume is on a surfing board  sliding on water ,it seems his holding to rope Which is giving him stance ,maybe there is a sport like this ,yes this a game but you can't know how they win,"maybe it's a game on its own, and he really knows how to slide"
8738,kids and big men are standing on the stage,it seems they are acting or just learning,maybe the elders are showing something to these children,I think they teaching them how to make plays ,that's what made them be together
8739,children are in small boats on water,and they are a girl and boy playing ,it's like they are happy to be in boats of their size ," they can be happy, because childden love to play ","yes, especially playing in water that's what they love at this age"
8740,a man has jumped high on a skateboard.,it seems this man knows how to skate ,yes its seems he knows because he can't just throw himself like this without knowing,"it's true, and he has no fear ",it's like those who jump like this start at young age
8741,three men are standing with black bags,and the way the other one is dressed like his painted,maybe this one painted does some shows on the road which people can watch ,"you are right, these people make shows for money",maybe even the friends paint sometimes
8742,a man is standing and talking to two ladies who are seated,and all are seated in chairs listening to him,"it seems there is a subject his teaching them, others are even writing in books ","it seems so, his a teacher teaching them something",maybe the lesson was on how to keep their homes
8743,this lady is seating down and she has a chained dog,"and the dog she's holding is so big, it looks like a lion","yes it's so big, and maybe she took it for a walk this side","I think it's what she usually does, taking it for a walk","yes, some people just love taking a walk with their pets"
8744,men and women are walking in a place with fresh trees and grass,it seems like they have gathered together in this place,or maybe it's just a place people go for spending time with friends,"that can also be true, because these people have gathered","others are even carrying their bags, maybe this place is near a school"
8745,two kids a boy and a girls are seating on the table and eating cake,it seems the cake is nice because the other one is even linking her hands ,"the  you boys is even looking at her, his suprised at how she's liking her hands ",his very suprised at how his friend has thrown away folks and just liking her hands ,I think this girl loves eating a cake 
8746,one lady is seated on a big stone and she's viewing the ocean,and this ocean is so big with clean water,I think this woman is amazed at how big the ocean is ,maybe she has just come for some fresh air,"yes it that can be true,because this place looks very cool"
8747,this mother has lifted a child and the child has raised its hands,and this place looks like a play park for children,"yes, and there are a lot of children and many swings for the kids",maybe they love this place because there a lot of them,"yes, even the place looks so nice"
8748,this male child want to throw something his holding in his hands ,"I think this a game his playing, because his even focused were the ball is being thrown at him ","yes, Its a game his playing at this time","It seem like this game is cricket, were you smash a ball thrown at you","maybe this child wants to be playing this game when he grows up, that's why his started so young "
8749,this man is outside the house going down the stairs ,"he even got a bag, maybe his on a journey","yes, I think his going somewhere to visit for him to have a bag",it even be that his coming back From his visit,"and the house his coming from is very big, maybe there a lot of people staying in it"
8750,three small boys in shorts have with bubbles of soap,"and one of them has a lot of bubbles, you can't even see his face",I think these small boys where bathing in these bubbles ,"this is what our friends Europe love, putting bubbles in water when bathing ",but it's like these kids are just playing
8751,two ladies with long hair and dressed in the same type of clothes are taking a walk,"they even have the same type of hair, can these two be twins?","yes they can be twins, even their bodies look the same",and it seems like they are going somewhere together,"yes there going somewhere, maybe school or to the market "
8752,"I can see two men, one is in top of a rock which is dropping water down ","I think  this one is climbing this rock to reach the top, maybe they are searching for something",I think these men are like those people who just like to climb high mountains,maybe he came with his friend to search for something like precious stones,"yes. maybe they are searching for something, or maybe  it's just another type of game"
8753,these women are seated in chairs inside a building,"it seems one of the is sad and holding her cheek, why?",it's like someone is just teaching them something that's why they are so focused listening ,"it's true,or they just met to discuss something ","yes you telling the truth, its the only reason they can seat together like this"
8754,these men are  walking in the road and playing some instruments,"it seems they have played so well, bacause a lot of people are watching  ","yes people are watching, maybe there are celebrating something on this day, that's why they even walk on the road were cars should be passing ",it can be a big day for these people,"it's to have a celebrate on the road, it's even free to watch those playing instruments"
8755,small ladies are dressed in some certain materials and are dancing,"I think they are celebrating something, because they are dressed in same materials",I think they are preparing how to dance on a day of celebrations,"maybe they are preparing, or it's this actual day if celebrating",and It looks so amazing when kids are dancing together at once 
8756,this big dog is playing with a small ball,this dog even has a belt around its neck,maybe  it's also playing with its owner,"yes, and think this belt is used for  tieying  this dog",and this dog is playing in very nice place which looks like a football ground
8757,two motor bike riders have jumped so high with their bikes,and I can see something like a table down from were they jumped ,"yes, everyone has to just from here  when contesting",they jump so high with these bike such if one fell down he can crushed in pieces,"yes, I think they are even used to jump with these bikes because you can badly fall"
8758,one man riding a bike has jumped so high up,it seems like his one of those people who play games of jumping with bicycles in moutainous  areas,"from the way his jumped, yes it's one of those people","I think his very talented, for him to jump like this with a bike",I think it's also a game of jumping with a bike like this
8759,this is at full speed and it's removing fire behind,it's on the road used for playing with speedy cars,maybe they are challenging each other how to speed cars,"it seems so, these people are challenging each other ","I think this car is just made for speeding, because there are very few car which remove fire behind like this"
8760,this black dog is with some other white animals in the grass,this place looks like a farm were they keep these lots of animals,"yes, it's a lot of animals they have kept at this place and maybe the dog was assisting the Shepard to control them",and all these animals are just white,"it seems like these are sheep, because they are mostly white like this"
8761,this black dog is jumping on lot of leaves down,this dog is playing were the owner has put flowers and it has even droped one flower when passing,maybe the dog saw something in flowers and it chased to catch it,but it is in the garden of flowers where it is searching for somethings,"and there are a lot of leaves which have droped, I don't know what kind of tree drops leaves like this"
8762,two small dogs are running on sand near a river,and the place were these dogs are chasing each other is near a very big river,"yes it's very big river, can people even play in this river .",I think people come to swim in this river,"yes, especially those who love sliding on water waves "
8763,"there are people, and a man wearing something on his feet is running on snow",these people are playing together in snow,I think they are challenging each other how to run in snow,can what they are doing be challenging each other,"that's what I think, because he can't just be running in such a place"
8764,two ladies are seated in a very small room,"what are they doing, or maybe the are caught and locked in this small room",maybe they are playing hide and seek in the house,"no, they are just locked in this small room because they look so sad ","yes, maybe you are right"
8765,one man is in snow and his jumped very high with long shoes on his feet,I think he went to slide on snow,"yes his sliding, and maybe he start to jump so high","he even knows how to do it, because you can break your bones with this game","yes, and most of them start to slide when they are Young so that they get used "
8766,a man dressed in black  is riding a motor bike and is even bending ,his a sports rider and he is speeding,"I think his in the first position, he has left his friends behind in this race","you are telling the truth, because he can't just be alone in this game","or maybe it's not a competition, his just riding in this road "
8767,this young girl is like doing a Samer sort with his feet and hands touching down ,and we're she's playing is on the shore of a big river,"yes it's on on the shore of a river, maybe she went there to play or swim",it seems she loves playing here,"yes, and this girl has a body to even do this Samer sort "
8768,some people are walking with three men dressed in jumpsuits ,I see other standing like they are waiting for a car to pick them,maybe people are boarding viehcles around this place,"I think so, just from how these people are standing",and these men work together for them to wear the same jumpsuits
8769,a man is riding an oxcart which is being pulled by two horses ,"this person is going somewhere, for him to ride this thing","yes, I think he even picks passengers who pay him for were they want to go",people from Europe love them and board them a lot,"yes, transport channel are a lot for them "
8770,this lady is walking with dog tied with a rope ,is this woman with a dog just streching their legs or searching for something  ,maybe this lady is just going somewhere with a dog,it seems she is going somewhere with this tied dog,"and it's so surprising what she is doing here, because it  looks like people don't pass here  a lot"
8771,"there is a soldier, small kids and women with a cake",I think these people are celebrating a birthday of one their children.,"yes that true, it seems they want one boy to cut the cake",and the other children are so happy in the house,maybe these children are all related and the parents are also here
8772,the big man is dressed in white and is afraid of something inside a small basket ,maybe his trying to choose fruits he can eat  From others inside the big basket ,maybe  his using it for cooking some food outside for sale,these look like guava fruits ,"yes these are fruits, if not guava it should be lemons"
8773,a dog with a lot of hair is seated on a clothe,and this dog looks just like the clothe down,maybe this dog is kept inside the owners house ,"yes you are right, this is a house dog","and the floor has a lot of clothes, maybe they are for the dog to sleep on"
8774,these men a playing a game of basketball ,"and when play, they are dressed differently and one wants to wants to throw the ball inside the basket",it seems there are no supporters were they are playing,"no one is watching, maybe they are just having some fun",it seems they are students playing after the end of lessons
8775,these women have painted their faces and are holding posters,it seems these people are trying to send a massage in the community,"or maybe they don't like something, that's why they are moving with posters so that people can see their comppaints",or they are complaining about the running of the country,"yes, because they can't just go on the road with posters like this without a problem"
8776,this person is sliding on water holding a rope which is tied to something moving up in the air,"this person is sliding on water, and  the thing in the air is pulling him",maybe what Is holding is supporting him not to fall in water,"it's true, because he can't be strong just on his own",and his not even afraid of falling into this big river and drown
8777,the man is in the ground playing rugby,"and people love this game, because a lot of them are watching  in the stadium  ","yes a lot of them are watching, both men and women, and one man is even taking pictures of the players",it seems the prize for the winer is so huge,"yes its huge, for them to even taking pictures like this"
8778,a woman is applying something on her lips,"maybe shes about to move out of the house, so she's trying look nice when going out","yes she wants to go somewere, for her to apply herself","women are just like this, applying things when going out",it's very important for a women to look so nice
8779,the old man is taking a walk along the rail,can he be going somewhere or just streching his legs,"it seems his just stretching his legs,because old people love to do this so much ","you are right, because he looks so tired",yes his very tired 
8780,these women are seated on desks and writing something on papers,"I think these are exams,because everyone is so focused","yes, everyone is so focused were there seated, they have been give something to solve","no one is even talking, everyone is just quiet","maybe they are in the library, and you don't have to make noise in this place"
8781,this is seated on a chair and making something on the table,this man makes cakes or just decorating them nicely,"I can see a big cake, and maybe his making another one were his seating ",this person is making cakes for waddings,"yes maybe he does make, because the cake looks so nice "
8782,this person has pointed a gun trying to shoot a board in front,I think this person is training how to shoot a gun,"yes, maybe his a police trying to check if the gun is ok",yes that can also be true,"guns make a lot of noise when shooting, maybe that's why his covering his ears"
8783,this old man is riding a bike with four wheels and some people are boarding it,it's seems his carrying his family there going somewere,"and maybe this bike can speed, because his riding on the road where cars should be passing",it looks like a motor bike because his not doing anything,yes it sould be a motor bike because a bicycle with 4 wheels can be difficult to ride
8784,,,,,
8785,three ladies are walking in on the road one is even playing with a ball,they look like going for soccer training,"there even carrying bags, maybe they are students","it can true, maybe they are going to play with another team","yes, they are going to play with another team"
8786,the lady is standing and reading a book,it seems like she is on the side of the road waiting for a viehcle to pick her ,"yes, or maybe she is waiting for viehcles to pass before crossing the road",No! she is on a journey and we're she's standing waiting for car to pick her,"yes, you can be telling the truth"
8787,"two men are playing a game, one wants to throw the ball the other one is blocking him",it seems one wants to score and the other one is stoping him,and the place where they are playing looks like outside their house ,"it's true, this is a house not a playing field",maybe these men are related
8788,the dog is running in water,"it's not even afraid of water,it seems like it's used to play in water ","you are right, because dogs are so afraid of stepping in water",but this one is not afraid at all,"no, it seems like it's happy to play in water"
8789,one lady with some men are seated on chairs together ,it seems like these people have gathered to discuss something together,"yes, and maybe these people are in an organisation because they are wearing same rebons round their necks",can this be an organisation working together?,"yes, I think it's an organisation discussing something together"
8790,these people are watching some men playing drums and they are very happy,"I think these men play drums very well, because a lot of people are watching ","yes, because people can't just gather like this if they don't like how they are playing",I think these singers are just well known,"yes, and the clothes these drum player are dressing look so nice"
8791,the man is seated on a chair and the old man and woman are holding each dancing,I think this man on chair is too drunk with the beer his taking,"yes, because his just sleeping and not even paying attention to what is going on in the room",and the old and woman are just dancing together,I think they are married to dance like this
8792,these men are riding bicycle and they speeding so much,they are competing with each other and each one wants to win,"yes it's a competition happening at this time, and the rider are dressed in cyclist clothers",so all these want to win one prize?,"yes, but when people are competing mostly there only one winer "
8793,the young girl is standing in water on the side of a big river and there big stones near by,can this child be alone in this place or she is with someone ,"I think she is with someone, because she can't be alone in this place","it is so surprising, because most children are full of fear.","yes, unless she's been coming here for sometime and she's used."
8794,a young boy is lifting a flag  up,"why has he lifted it like this, or maybe there is independence celebration","maybe there was a football match, and his supporting a team lifting the flag of a country were the players are coming from","that's true, maybe there was a football match or other sports",and people are watching because I can see some of passing near here
8795,the man is on top of a small house his making,I seems his making his it for the dog he keeps at home,"yes, and the place were his making this small house looks like a bush with very tall trees","no this is not a bush, it is backyard of his house","yes, it can be a backyard"
8796,one lady is running on the road,"this is a sports lady and she is fast, leaving her friends very much behind","yes, or maybe she's been left behind and people are watching","she is running very fast, because even the person behind her is nowhere to be seen",it's very important if women can involve themselves in sports like running
8797,three men are playing guiters ,"these men are singers, singing to the crowd ","I think they are preparing for a special day of singing, because I can even see them playing drums with some sticks",are they preparing or singing right now?,"no they are preparing, because no one is playing the drums"
8798,this lady is seated holding a plate on top of his head and the child is watching,and the room why they are is full of things like books,maybe it's a study room or where they keep different books,it seems it's were they keep books they have finished reading ,it should be big people who study from here because children can not read these big books
8799,men in shorts are walking on the road,these are sports for walking because all of them have number on their shirts,"yes, maybe they are in a game of walking in the road and reaching where they have put to be the finish line","you are right, because each one has a number on the shirt there wearing",it's a good that there a sport of just walking because not everyone can manage to run
8800,the young boy has droped his head leaning to what his holding,"it seems this child is at the game, but he just played so badly and not happy","yes, or maybe his tired playing for so long",he looks like he want to stop playing,"yes you can be right, because his still young and not used "
8801,three young boys are swimming in the river,"this water they are bathing, is it not very dirty? ","yes this water looks dirty, don't why they swimming in it","this how kids behave, anywhere with water others it's to swim","yes, and they have bathing in this water for some time"
8802,the old woman is standing and talking to the ladies and kids seating down,it seems like this old woman is telling them redo or how it used to during the old times,"yes, I can even see big ladies in this place also listening ",and everyone is seated together attentively listening to what this old woman is saying,maybe they have come for lessons
8803,people are seated watching a lady walking with her hand raised,this lady is one of those involved in gymnastics on certain items like metal bars ,"yes, and this lady has no fear ",she might be very used doing this,"yes she's used, because she can badly hurt herself if she falls "
8804,the man has a camera taking pictures of his friends jumping high up with a bicycle,and this one has jumped so high so that the picture can be nice,"maybe they are shooting a video, so that the one jumping can come and watch","you are right, this can be a video they are shooting",I think they are very happy to do what they doing
8805,a boy is standing in a river,it seems his swimming in this water because the whole body is wait,"yes, it seems his playing in this water right now","you are correct, even the hair is wait",children love playing in water so much
8806,people are walking on the road and a man is standing with a cup in his hands,it seems his drinking beer in the cup from where his standing,I wonder why his not in a bar than just moving around in the road with a cup,maybe his coming with it from a bar and just want to take a walk somewhere,yes what you are saying can be true because he can't just be moving around with a cup
8807,men and women are seating outside a building,it seem they have met together after seeing each other for a long time,I think this is a family together and they want to take picture together,"you can be right, this is a family",it's important to take picture together as a family
8808,two men are in a dark room watching each other,"I think they are working on something in this room, or singing songs","or they are in an office, because I can see computers turned on",it seems like they are making or writing songs to sing,and it should be a lot of songs for them to meet at this time
8809,the man is holding a surfing bold on water were a small girl is standing,can this be the father teaching this child how to surf on water,"yes, this can be her father teaching the child how to surf on the river when she is still young so the she can be used ",is this child not too young to take on water or a river,"no she's just ok, so that she can get used to water "
8810,this man is seated in place were there is snow,he looks tired of surfing in snow and his having some rest,"yes, I think his surfing for so long in this place",and the place looks so nice for surfing,"yes the place is so nice, maybe a lot of people come here"
8811,a big man is standing and the other one with a woman are seated in a tent,these people have gone to some with lot of trees to spend time together,"looking at how things are, maybe they are in the bush","you are right, there a lot of tree ,this is a bush",and that car being  parked should be theirs 
8812,three men are in a car which is passing near the river,can these men care takers of this river?,maybe it's one of those people who search for things that have been left behind by people in this place,"not at all, these men are care takers of the river, checking if there is anything wrong","yes, what you are saying can be true"
8813,women are wearing head wrapper in a crowd,and one seems like calling someone in front ,I think she's telling her what is happening at this time,"it seems so, looking at what she has done ",and I don't know what took these women on the road like this
8814,a small girl is jumping into the road,can this be jumping or she dancing and holding here waist ,no she's jumping into the road,"it's true, but it seems she's jumping the water on the road ",but the clothes she's wearing seem like she's dancing
8815,these workers are on the work place,I think they are doing a difficult job of building ,"yes, maybe they are building that tall building",and they have really worked to make it reach where it is,"yes, and maybe they are a lot of them making this building"
8816,this woman is with a young boy leaning on the table with his eyes closed,"this child looks like his playing a game with someone, and it seems his losing ","yes, or maybe his bored to be with the grandmother",and the old woman seems like she's talking to someone,"yes, she seems to be doing somthings"
8817,a man putting a black dress is standing outside a building,and he seem to to be after something very slowly ,maybe his outside a building for prayers but his late to go in ,maybe his slowly trying to catch someone,"yes you can be right, because he can't just be standing"
8818,a man is with a car in a place with too many trees and flowers ,It seems his trying to put some wood in a car,"yes, of his putting a wood his been cutting , because it looks like his in a forest",what is is the use of this wood his getting,maybe they are used for making chairs or fence
8819,these men are standing caching tree leaves,can these be leaves they are catching,yes these are leaves.,I think there's something his holding and he wants  his friend to see,"yes that can be true, because it's so surprising what these men are doing in this place"
8820,the woman is standing in a crowed of different people,"she's even wearing a red dress, it seems like she's waiting for someone","and the place were she is is full of people,I don't know what they are doing",maybe they have come to take some rest or they are waiting for something,you are right
8821,a man is jumping into water which is in between big rocky mountains,and his friend following him behind also wants to jump into this watet,and these men  have no fear because were they are jumping from looks very high,"it very high, it seems like they are used and that fear has gone","yes, maybe they have been jumping for some time on this water"
8822,a small girl has a big spoon with some black seeds on it,she's with someone letting her to play with these seeds,maybe they are selecting seeds and the child just wants to play,"that's true,  but she's only confusing them",sometimes kids just love to copy what the elders are doing
8823,kids in pants are bathing water dripping from the ground ,it's true they just in pants and the water is rising so high ,maybe this water is ment for bathing or it's just for decoration,this water is for decoration but these kids are just happy to bath in it,kida are just like this when they see water 
8824,this lady is seated on the shore of a river with two dogs,it seems they have come for some fresh air ,"yes, maybe the lady is taking some rest that's why she's seated","it's true, this lady just came for some fresh air",and these dogs look so nice don't know where she got them
8825,the small boy is being buried in soil by two big people,"and his very much buried, only the head is reamaining",the small kid they buring is so excited and laughing ,"maybe his loves this game, because kids are so surprising with what they tend to love","yes, kids love playing in the soil"
8826,these have jumped and lifted some balls ,why these people jumped like this,maybe they want to see who can jump so high holding a ball ,"it's true, because everyone has jumped together at the same time",this is what football player do sometimes
8827,people are watching two men playing a game of basketball ,and one is holding a ball and the other one wants to take it ,i think this game was very nice,yes it was very nice or maybe it was  tough because they are so focused  , watching games makes people happy sometimes
8828,a woman and a man are running in the evening,and were they are walking a lot of cars are packed on the sides,Don't know why they are running at this time of the night ,maybe it's a good time for running,"yes, but the clothes they are wearing are not for running"
8829,two kids are watching a water animal from where they keep it,and they have no fearz because they are trying to touch it,and the place were these kids are watching this animal from is well built, it's very nice because u can see all of it,I think this time there many buildings like this in different places of the country
8830,a person with a bag on his back is crossing a stream of water on rocky mountains,this person looks like his on a journey in the bush,I think his one of those people who love moving in mountains to look for history on how people used to live long ago,"it's true, looking at his dressing and the bag his carrying","you know for some people it's a type of job they do, searching for things in defferent places"
8831,two big men are standing and discussing something outside the building ,"and there is a red thing behind them, what can this be?","it's a decoration they just made, maybe a symbol of something ",and this red thing looks so nice in this place,there are beautiful buildings in European countries
8832,this big man is turning chopsticks of meat ,and this is a shop were they sell different staffs,"yes, I think it's food they sell in this shop for them to have chopaick meat.",So do they just sell food or even other things,I think it's just food they sell because many food shops don't sell other things
8833,men are seated singing and playing the guiter,maybe they are learning one song  they are supposed to sing somewere  ,"yes, maybe they can be learning a song","it's true, it  can be what these people do",people like these mostly song for people in different places
8834,two little girls are dressing the same,and it seems they are going somewhere,"maybe they are acting plays, or they are twins",i think they are going somewhere together,"yes, because they are very happy"
8835,kids are seated playing flutes and holding papers where they are reading,"these people are at the music school, learning music",yes they are learning music maybe written on papers they have,and a lot of them are learning in this place,"yes, but I think this is a school where they teach how to play flutes"
8836, big man without a shirt is seated in a building watching outside,his just seated alone taking a rest all by himself,"but this building were his seated,is it a house or an office?",it looks like this person is seated in a house,"if it's a house then it's so big, just like the tall buildings outside "
8837,small girls are very happy stepping in water,and this place seem like it's play park for people,"yes, but it's so surprising how these kids are wearing the same clothes","maybe these kids are coming from the same school, but this place is with different kinds of people","yes, maybe their school is just near by this place"
8838,these men are standing and playing guiters,and they are so smart  when singing,"yes they are so smart, maybe they are singing to a crowed ",it seems like you have to be smart at this place and maybe there are important people ,"yes, and maybe these musicians sing love songs"
8839,this lady is standing at a place with a lot of tree in the evening,maybe she's waiting for a car to take her were she's going,"no, I think someone is capturing a photo in the evening because the way she's standing it seems like it's a photo she's taking","you are telling the truth,  she's with someone by this place",it can be surprising if she's alone alone by this place at this time
8840,a small lady in water is playing with water with her hair,is she washing her hair or just playing with water using her hair?,"no, she's bathing the whole body, but she's also playing with water using her hair",ooh! the way she baths is so surprising,and her hair is longa than her age
8841,a man and woman are seating in a building drinking something in a cup,I think this man and woman are drinking beer inside the house were they are seating,"no this is not a house, if you just look at how they have parked chairs and there are people seated behind them",then can this place be a bar where their drinking,yes it can be a bar or just somewere to discuss
8842,a boy child is seating on slide.,"and his smiling, maybe his happy to seat there ",yes his happy to slide,his not even afraid of sliding were he is.,it seems his waiting for someone to push him so that he can slide
8843,a guy in a suit is standing smoking and talking on the phone.,and this man looks so nice,"yes, he looks like someone working from  offices, but it's surprising what his doing at this time smoking",can this person be going for work?,"no, I think that's were his coming from, because you can't be going for work smoking"
8844,a man is lifting a kid which is leaning on other friend,it looks like his trying to stop the kid from entering in the balls were the small girl is ,or maybe they wanted to fight and they where quickly seperated,"it seems like that, these kids","kids are just like this,they love teasing each other"
