IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
9483,a naked boy is on top of a big stone.,it looks like there is a river nearby so he is trying to swim.,on top of the stone there is a grown tree with a good shade ,there is other trees below maybe he is in the bush.,"that's how it looks, then the river he wants to swim on is in the bush."
9484,a man wearing a pant is standing on the platform.,"there is fire behind him, is he trying to fight his friend?","maybe, or he is just try to show how muscular he is.","how about the words written behind him, is it his name?",it could be his name or the name of the event taking place.
9485,a crowd of men and women are walking each holding an umbrella.,it looks like it's raining and there is tall buildings around.,maybe it's because of the sunlight because many of them are wearing sun glasses. ,"there is pictures on the buildings, maybe there is shops inside.",these people are passing at the middle of large tall buildings.
9486,two women are standing on the road and one looks surprised.,maybe the friend is telling her something surprising and they are both carrying small bags.,there is some people walking behind them and the man is on phone.,"there is other people behind the man, perhaps they are also trying to cross the road.",there is words on many buildings maybe it's the names of each building.
9487,a child wearing a jersey and head cover is outside on blowing dry leaves.,it seems he is with a friend playing on dry leaves.,what has caused the dry leaves to blow away?,maybe it's windy or the children are blowing them as they are playing.,there is a big house behind them and a vehicle maybe that's their place.
9488,a group of doctors men and women are in a room wearing masks on the mouth.,"only two are attending to the patient, the rest are just watching.",there is something like a light in the roof and a bottle.,it's helping the doctors to see properly as they are working on the patient.,the one standing on the right is holding something like a folded paper.
9489,a man is standing near hanged meat.,it looks like the animals are for sell.,what animal is it?,"it looks like beef, how about the man standing, is he the one selling?",since there is no other people around he could be the one selling and he is looking at the people coming to buy.
9490,two men are buying something and there is lights that are on behind one man.,it looks like an offering place to their gods.,why do they light fire at this place?,maybe they use fire to wake up their spiritual gods.,there is metals on top and some sticks pinned together.
9491,a young boy in a short  is trying to jump in water.,the swimming pool is made of a green plastic.,there is a big watch hanged on the wall.,"close to the watch is another object, maybe it's an alarm.",he has a tattoo on his back and a neck chain around his neck.
9492,a young man is tying himself with washing sponges of different colours.,why is he trying himself with washing sponges?,maybe they are for prevention from injury or just doing it for entertainment.,"there is a lot of people watching him behind, maybe they want to do the same.",one of the people standing behind him is holding his hand on the chest.
9493,"a group of men are sitted on the ground full of small stones, maybe they are resting.",it looks like each one is leaning on his bag.,there is a huge mountain of sand.,the mountains seems to have some snow on top.,maybe it's melting snow because the sky is clear it looks like there is sunlight.
9494,some men and women are on the boat canoes.,both women are wearing the same type of hat.,maybe they are fishing or just going somewhere.,maybe they are just fishing because if they are going somewhere they couldn't have carried their boat canoes.,all of them have their legs in the boats and they are bare footed.
9495,a man wearing a helmet and glasses is fixing a vehicle.,"the vehicle he is fixing is up side down, could he be trying to turn it?","probably, and maybe it was in an accident that is why he is trying to turn it.",it looks like it was in an accident because there is broken glasses on the ground.,and the man trying to turn it has gloves on his hands to prevent himself from broken glasses which might hurt him.
9496,a child is trying to climb a short wired fence.,in front there is what looks like a field and trees.,maybe there is some people she is following inside especially her parents or siblings.,and the fence wire has a poster with words on it.,there is a tall fence inside maybe there is a house.
9497,four women wearing the same clothes are standing near a man wearing black clothes.,the one wearing black could be a preacher while the girls are soldiers.,there is a red bag behind the girls sitted.,maybe that's were they have put some military equipments. but why are the soldiers and the priests together?,"it is very common to pray for soldiers when they are going for war, so maybe that is what's about to happen."
9498,a woman looks like she is dancing holding two sticks with frames of fire.,it looks like there is people watching them as they are playing with fire.,"on the people watching, some are sitted, others are standing.",some people watching have some drinks on the tables.,the two women doing the game seems fearless maybe they are used.
9499,"two kids, a boy and a girl is watching a man who seems to be their father doing something.",it looks like they are about to start fishing because there is a fish trap on the loan grass,"it is very true, because there is a river nearby.","there is something built on water, what could it be?",it looks like a ship which is just starting to move.
9500,a man is holding a metal stick object and he has put a torch light on what he is viewing.,he is using a microspcope to view an object..,behind him is some books in shelves which are well displayed.,"since there is books, maybe his is at a learning place especially a school.","he is wearing a ring on one of his left fingers, maybe he is married."
9501,"a man is standing wearing large helmet  with red hair, he also has a gold chain around his neck.",he looks like he is a guard for someone rich.,and it looks like he is standing still without moving.,maybe his kind of work requires him to stand still.,"there is window behind him, so he must be standing outside the house."
9502,a child is standing near a vehicle with hair on her face.,it looks like he wants to hit the ball with a baseball bat.,and he is barefooted mabe he is near home.,and there is no one in the vehicle yet the window is open.,it looks like its very windy that is why the child has hair coming on his face.
9503,a girl is flipping on the beach sand.,it looks like she is having fun and she is wearing inside pants.,why is she dressed like that on the beach?,it looks like she want to swim and play on the sand.,and it seems there is sunlight that is she has no clothes on.
9504,young men and women are sitted looking at the man talking in front.,he should be teaching them something important that is why they have all payed attention.,there is cups and other things on the table.,there is a dog sleeping on the loan grass and a ball nearby.,"at the far end there is some young and big trees, they look like planted trees."
9505,a man is pulling a woman from the ship to the bridge.,there is a distance between the ship and the bridge. could there be people in the ship?,"maybe, but looking at the way she is dressed, it looks like she was swimming.","at the far end of the river there is plenty of trees, it seems they are far from home.",and the man has his legs leaning on white objects so that he does not fall. 
9506,boys and girls are sitted in a room with their legs folded.,it looks like they are teaching each other something and others are just about to sit down.,there is a book shelf on the right where they have well displayed the books.,behind the man wearing glasses there is a white board to write from.,the man even has some board markers in his hand and one is on the floor.
9507,"young men and women are standing alongside the road, it looks like they want to cross.","they are carrying small buckets and sticks, what do they want to do?","maybe they are to be used in a game, or they are from playing.","behind them, there is vehicles, motor bike and a drink shop.",and many of them are wearing slippers on their legs.
9508,an older man and a woman is on river in the boat.,a man is sitted and a woman is standing. what are they doing on the boat?,maybe they arefishing or just touring the place.,a man is holding onto two paddles that he is using for the boat to keep moving.,there is two white chairs inside the boat which they sit on.
9509,two men wearing black clothes are running on snow.,it looks like they are playing a game and one is standing in the goal net.,it is true and they are wearing warm clothes to protect themselves from cold.,"they are playing on near the road, what is passing in the road?","it looks like vehicles are passing, and the tree around this place has no leaves because coldness."
9510,a man and a woman is standing near a vehicle kissing each other.,near them there is a man passing minding his own business,it seems like the woman just came from somewhere with this vehicle.,"there is a lot of vehicles around this place and people walking minding their business, maybe it is in town.","however, the vehicle behind them looks unique, it is used by rich or famous people."
9511,a boy is wearing a red short and he is jumping.,it looks like he wants to jump on water and there is somewhere to slide on.,what time is he playing?,it looks sunny maybe it's very hot.,he is jumping from something made of plunks so it is very strong.
9512,two puppies are being held on the chest.,they should be feeling very warm.,"they look the same, maybe they were born from one mother.","that is how it looks, and they have been layed on a warm blanket.",maybe this person just bought these puppies because there is no mother.
9513,five men are are wearing helmets an they are on the roof top.,it looks like they are building this house with grass-like blocks.,one is holding the plunk while the other one is hitting the nail on it so that it holds strong.,maybe they want to put roofings after nailing plunks.,there is houses the other side maybe they were built by these same men.
9514,a child has put his head outside the vehicle window and it seems he is screaming.,since the window is open maybe he wants to get out but they are stopping him.,and the vehicle has a number plate.,it looks like it is a taxi vehicle which you pay then they take you to your destination.,there is a man passing at the far end holding his hand pin the armpit.
9515,men and women are sitted with bottles displayed on the tables.,"there is something green in the bottles, is it drinks?",it looks like they are selling food spices.,"the first ones seem to be discussing something, the woman and a girl.",and others are selling under the umbrellas others not.
9516,a young man is playing a guitar with his eyes closed.,there is another young man in front who is also singing and playing guitar.,why has the young man closed his eyes when playing?,maybe it's because he is singing high and loud.,and it looks like as he is singing he is also crying maybe it's a sad song.
9517,an old man is standing talking to the kids sitted on the log.,the kids are a lot and it looks like there is food behind them.,where are they?,they are in the bush because the kids are sitted on the log.,"it's very true, and there is tall trees behind them and dry leaves on the ground."
9518,men of different age have lined up to recieve something from a young men.,"these men look dirty, maybe they are getting bathing soap.","the young man giving looks different from them, maybe he is helping the poor.","and they are standing on the road, there is sand behind them.",and others are on top of what looks like a big busket.
9519,a child and a woman who like like her mother is in the swimming pool.,it looks like she is teaching the child how to swim.,but why does he look like he is screaming or crying?,maybe because he is scared to be in water.,"and they seem to be on deep waters, it's normal for the child to fear."
9520,"two men are wearing different clothes, one is holding the friend's hand down.","the one standing is wearing white, while the one down us wearing black, are these two fighting or just playing?",they are fighting because the one on the floor seem to be in so much pain.,he can in pain because the one standing is squeezing his friends hand behind.,both have a black waist belt to hold their fighting gowns tight.
9521,a brown dog is putting it's head inside the bag.,what is it looking for in the bag?,maybe there is something smelling in the bag that is what it's looking for.,"however, it looks like there is only baby clothes in the bag.",there bag is red with white stripes and it has words on it.
9522,men and women are on the bridge across the sea others sitted others standing.,perhaps they use the bridge to get into the ship.,or maybe it's just somewhere to stand when viewing the place.,"there is a boat on the river, what is inside?",there is some shiny things maybe they are celebrating something.
9523,a man with a red waist belt is pouring water on blazing fire.,there is too much fire maybe there is something big burning.,maybe it's the house burning because there are some sticks tied together.,but can this blazing fire go off with little water from the bucket?,"no it can't go off, maybe it's because this man is absent minded and disturbed with what has happened."
9524,a woman is holding a cup while smiling.,"ir looks like she is paying attention to something, is there someone talking to her?",maybe there is someone talking to her in front where she is looking.,she has glasses in the hair and a bag on her shoulder.,"there are some people sitted behind her, maybe there is something happening."
9525,two women wearing red and white are running.,it seems they are carrying serviettes and giving people at this place.,"it's true, the one behind seem to be throwing some to people around.","there is a crowd of people around watching, others are sitted others standing.",it could be a game that these ladies are playing and people are watching.
9526,an old man is sitted with fish in front.,"the fish is plenty, maybe they are for selling.",there is big fish and small ones.,he has put some ice on top to preserve the fish.,"behind him, there is a table with a bottle, bucket and weighing scale."
9527,"men and women are on the road,. others are walking while others are just standing.","the place is full of people, it looks like it is a town.",far behind there are some women capturing something.,why are the people crowded at this place?,it looks like people are existing the shop while others are entering perhaps things are cheap.
9528,young men are holding onto the ropes others are trying to climb.,what are these men trying to do?,it looks like they all want to climb the ropes like the young man on the middle.,and they are wearing gloves so that the ropes don't hurt their hands.,at the far end there is a playing ground and some tall and short trees.
9529,a lady is wearing a short sleeve shirt lifting weights.,there is a lot of weights in this place.,"it's true, it could be a place where people go just to exercise.",and there is a woman sitted wearing a blue jersey.,and there is small rooms maybe they are used as dressing rooms.
9530,a man is sitted leaning on the wall and covering his legs ,"it looks like he is just sleeping along the road, are the people seeing him?",maybe they are seeing him when they reach where is but they are not paying attention.,why do many have have head covers and wearing warm clothes?,"since it looks like it's at night, the man must be feeling very cold."
9531,a man is on the road with heavy goods.,the woman is just standing looking at the front building.,what has he used to carry all these heavy goods?,he has put in two baskets and then he has carried using something like a log.,"he is on the middle of many shops, it seems he has just carried for someone who bought."
9532,"two men are in the field, one is holding a plough.",they tie this plough on the cattle or farming truck.,it looks like they have already started ploughing because the plough has soil on it.,and there is a big portion behind them where they have ploughed.,and they have built something like a small hut maybe it's a toilet.
9533,a man has put many toys on his body.,"he is wearing something of different colours on his head, it seems like he just entertains kids.",there is a bag on the floor perhaps that's where he carried the toys.,"there is a vehicle carrying flowers behind, some flowers are on the ground.",maybe they are for sale to the passerbys and this man must be the one selling.
9534,a huge black dog is playing on loan grass.,there is a ladder behind made of ropes.,what time is the dog running?,there is sunlight so it is during the day and the loan grass looks untidy.,"there is a plunk fence behind, maybe there is a house inside."
9535,a man and a woman have there heads together it looks like they are getting a picture.,a man has his mouth open and he has a tongue ring.,"he has also closed his eyes, perhaps he is enjoying the moment.","behind them, there is a table with bottles on maybe the are in the bar.","there is a man and a woman at the far end, perhaps these two are dating."
9536,ladies and gentlemen are standing in a bedroom.,there is a lot of people and the room is small.,"it's clear they are not sleeping, maybe they are just visiting someone.","there is a double bed, on top and below.",there is a big mirror on the wall.
9537,two girls are on the pitch wearing same outfits.,it looks like they are teaching themselves or practicing how to dance.,what are they holding in their hands?,they look like made leaves or feathers.,it looks like it's in the afternoon because there is sunlight on one side and a shade on the other side.
9538,a woman is standing while the dog is jumping.,she wants it to grab the stick she is holding or she is teaching it how to jump high.,the dog even has a red rope around its neck.,there is a lot of dry leaves on the loan grass.,"there is a housep at the far end, maybe that's where this woman lives."
9539,a woman is on the bicycle wearing warm clothes maybe it's cold.,"everyone is wearing warm clothes, this place should be cold.","there is some couch on the left, maybe they are for sale.",there is a lot of goods for selling and some clothes too.,the wall of the building looks old with black stains.
9540,two men are walking on loan grass wearing head caps.,it's too sunny so maybe the caps are protecting them from sunlight.,there is a huge old building behind them maybe they keep something in there.,"or there is nothing, it could be just a special building and people come for tour.",there is a parachute in the sky with people on it.
9541,a group of women are walking in a cranped road. maybe they are heading somewhere.,the cramped road is just near the mountain.,manh of them have carried bags either on the shoulder or back.,maybe they are going far and so they have carried food and grinks in their bags.,many of the trees and plants around this place have blossomed flowers.
9542,a man looks happy entering the gate.,there is a head of a woman in front maybe she is happy too.,it should be a young girl because children are the one who love playing in such places.,"it's true, the head is for a child and she has brown hair.","where the man is entering from, there is a vehicle steering wheel maybe it's just for kids playing."
9543,two women are walking on the road carrying hand bags.,one is searching for something in her bag and they are both wearing glasses ,it seems to be evening and so they are in a hurry to go home.,"perhaps they just knocked off from work, how about the building where they are passing, could it be a house?",it could be a house or place of worship because it's a big building.
9544,a man wearing green clothes is walking on the road while pressing his phone.,he is wearing sun glasses and a jersey tied around his neck maybe because it's very hot.,there is a child holding him in front maybe they are standing.,it looks like he is just holding his pocket.,there is other people behind him and the lady seem to be tying her hair.
9545,a young boy is running on the loan grass facing down ,and he is wearing hand bands on both hands. are the men behind him together with this boy running?,maybe they are together and they have sent him to get something.,yes maybe that is why he is running. and nearby theen standing are many trees.,he is wearing same colour of hand bands and has a watch on his left hand.
9546,a woman is standing along the road holding her head.,why is she holding her head?,she is tying her hair in a bunch so that it doesn't disturb her as she walks.,there is many vehicle lined up near the building.,the building could be of shops but they are closed maybe it's a non working day.
9547,an old man is walking wearing a red white cap and a red jersey.,"there is huge stones stuck together, is it a mountain or just a wall?",it is just stones but they are kept tidy and oderly.,"the ground is brown, is it soil or dry grass?",it seems it's dry grass and it's dry because of too much sunlight.
9548,"a man is watching a child playing a game, maybe he is the father.",they must be playing together and the man is just thinking of how to play next.,why are they both wearing glasses?,maybe they have eye sight issue and there is a bag and fruits on the table.,maybe it's the woman of the house who has put them on the table.
9549,a young boy is swinging without holding the swing chains.,"he has his eyes closed, is there anyone talking to him?",maybe he is expressing himself on how he is feeling being on the swing.,there is a healthy loan grass behind him.,and there is white house maybe that's where this boy lives.
9550,a man wearing white clothes is outside the building.,there is a greeny loan grass it looks like they take care of it.,"maybe that is his job, to maintain the place and to guard it.",the place seem to be in the outskirts.,and the loan grass is inside the green fence.
9551,two men are standing wearing hats and  glasses.,there is other people standing behind them and they are also wearing glasses. why are they all puting on warm clothes?,it could be very cold and others are even puting on head socks.,maybe it was very cold and the sun is just rising.,and they are all standing outside the building it could be a house.
9552,a young man is on the motorbike passing in a cramped road.,it looks like he is passing through the bush.,he is even wearing a helmet to protect his head.,the bush even has long trees. why is he using this route? ,maybe it's the provided route to go when they are competing.
9553,a young man is walking with books in his armpit.,he is carrying a bag and a Rasta hat.,maybe it's because he has long Rasta hair.,perhaps this hat is for keeping his Rasta together so that he is not disturbed.,on the sides there is beautiful flowers and some dry leaves on the ground.
9554,a man has bent over holding a black dog.,it looks like he wants to send it to get something.,and this dog has a red rope around its neck.,there is a spread white cloth behind covering something.,it looks like he is massaging it in preparation of a race.
9555,two dogs are are laying on snow.,what are the dogs doing?,it looks like they are playing and barking while looking in the sky.,there is a shadow of something maybe that's why they are barking.,both have ropes around the neck and one has a red rope.
9556,a boy is on the road riding a bicycle.,there is four men leaning on the  metal fence watching.,"among them, two are holding cups in their hands perhaps they are drinking something.",there is no much sunlight maybe he is riding early in the morning.,"and on everything he is wearing from head to shoes, there is the same word."
9557,two kids are happy playing in a room.,they are sitted a big yellow balloon playing.,the one behind is holding the friend's waist and they are happy.,"there is little light behind, maybe they are playing during the night.","there is beautiful green flowers on top, maybe they are just for decoration."
9558,"a man and a woman is walking, the man is holding the dog's rope.",a woman is carrying a handbag and she has lifted a white object.,the dog seems to be running and so they are moving fast because it's pulling the man.,and there is white packed vehicle.,and there is a building with big words on top.
9559,"men, women and children are on a place which is looking beautiful.","they have displayed books on the tables, are they selling or giving?",they should be selling and some old women are sitted under a tree reading.,others have spread red wrapping cloth on the ground where they are laying down.,"there is also a man sitted with a child, it looks like he is reading s book for her."
9560,a man is in a room playing guitar.,he is even singing and there is a sound system behind him for voice projection.,he is also using a microphone so that he is clear and loud enough.,"they have also displayed something on the wall, what are they?",they look like books or music discs where they put songs.
9561,a man is standing without wearing a shirt.,he looks like he is working lifting the building blocks.,and it looks like he is carrying on a wheel barrow so that he gets enough at a time.,"it's true, there is a tree and fence nearby.","inside the fence there is sand and stones, it looks like they are building."
9562,a lady putting on a white outfit is on the pitch holding a baseball stick.,there is white lines on the ground so that she plays within.,one leg is up and the other is stepped down.,it looks like she threw the ball with force that is why she has raised her leg.,the pitch is inside the green fence.
9563,a black dog is running while looking at the sky.,there is red lid in the sky maybe it's trying to catch it.,it's true and the sky looks like there is fog.,maybe the dog is playing in the rains.,there is an electricity pole at the far end.
9564,teo women are sitted and one is standing placing something on the table.,the one standing looks like a waiter giving people food that they have bought.,there is some writings behind her shirt.,they have written the name of this place people are eating from.,there is pictures of houses on the wall.
9565,three ladies are blowing fire candles.,it looks like they are celebrating their friend's birthday. what have they made?,they have lightened candles then put them on a cake.,it looks like when they blow them off it's when they will start eating.,the first girl is wearing makeup and the one on the middle is wearing glasses.
9566,a woman is sitted on the chair holding a cigarette.,"there is food and drinks on the table, maybe they were celebrating something.",what time is she sitted at this place?,it seems to be at night because there is little light.,"she is wearing a watch, a trouser and black top."
9567,three men are sitted outside the building perhaps they are resting.,it looks like they are resting and talking because they all look happy.,and one has folded an orange shirt in his armpit.,inside the room there is stuck papers. where are they?,it looks like a working place and they are outside.
9568,two men are on the pitch and one is holding a ball.,he looks like he want to throw the ball to someone. are they competing or practicing?,it looks like they are just practicing because there is few people watching.,"yes, maybe others are even learning how to play.",and they are playing on a sliding floor with white lines. 
9569,men are wearing different jerseys riding bikes on the road.,"they are also wearing helmets, it seems they are competing.",there is people on the sides watching and giving support.,they seem excited watching people riding bicycles.,and they are competing during the day because there is sunlight.
9570,a woman is sitted on the chair holding a child on the shoulder.,she looks like her mother telling him something good because she is happy.,and the child has food in the hand he is eating.,the mouth looks dirty because of the food he is eating.,on the wall behind there is some baby pictures.
9571,young boys and one girl is playing pulling a rope.,a man and a woman is standing discussing something.,"they are exchanging something, the man has a pen.",maybe there is something they are telling the man to write.,one boy is wearing a helmet with green lines.
9572,a man who looks like a father is with his son on the sea. ,"the child is wearing a floating suit, what is the green thing on the water?",it looks like a skateboard and it's being used for holding.,there is a big stone near them.,it looks like they are just at the shore and not at the deep waters.
9573,an old man is standing holding a microphone.,"people are sitted listening to him, are they his grandchildren?","No, there is just something he is teaching them because some are older.",he is wearing a ring maybe he is married.,he is using a red microphone and a green one standing closeby.
9574,a young man is walking on ice water holding onto two sticks.,he has even wrapped a mat on top of the bag.,the bag looks heavy and has tied it in his waist.,maybe he has packed a lot of things and he is going somewhere far.,this place even has smaller trees with snow on it.
9575,a brown dog is running out of the house.,"it looks like it wants to lay down, maybe that's just how it is.","maybe they have thrown something in front so that it catches it, it could be food.","there is a white thing on the floor, is it a paper?",maybe it's just a paper the owner of the house dropped.
9576,a girl is sitted drawing a person on the paper.,it looks like she is drawing the boy sitted in front,"it's true, and on the picture she is drawing she has put a name.",could it be the name of the boy she is drawing?,"yes it could be, and she has drawn him with a happy face but where he is he looks annoyed."
9577,a child is laying on the floor biting a toy vehicle.,"and he is laying down as he is playing, there is a blue lid on the floor, is it for playing?","maybe it's also for playing with, and she seem to be alone in this room.","there is a red thing on the floor, is it also a doll?",maybe it's a doll also and it has white things.
9578,a woman is sitted and it looks like she is knitting something.,"she has put a basket and bag nearby, there is some things in the basket, is it were she is putting what she is knitting?","maybe, or that's where she is getting what to use when knitting.",there is a poster behind with some writings on it.,"the bag on the left, there is somethings that look like the cotton she is using to knit."
9579,men and women are on the pitch pulling a truck with a rope.,and there is a lot of people watching and some other people pulling things.,then these people are competing in trucks pulling.,"it seems so, and there is a crowd of people watching.",there is a lot of houses and healthy trees.
9580,a lady is on the boat with a dog in front.,"they are wearing something on top of the clothes, what are they for?",they are floating suits to help them not drown Incase they fell in water.,and she has tied two black boat paddles in front.,the lady is wearing a hat and sun glasses.
9581,a young girl is sitted in a restaurant eating.,this place looks like they just sell food. what is she wearing on her head?,he is wearing a box on his head perhaps they just gave her.,"that's how it looks, and there is a lot of packed vehicles outside.",this child is with someone older because it's not common children moving alone.
9582,a brown dog is swimming on the pool.,he is swimming in the pool.,and the water looks clean and clear such that the dog's legs are visible.,maybe they always clean and change the water.,"however, the dog looks sad, maybe they just threw it in water."
9583,a man is standing with a painted face.,he has painted his face and he is using a microphone so that he is loud and clear.,and he is wearing a big hat and he looks excited.,maybe he is an entertainer.,it's true and on top of the shirt he is wearing there is two stripes with writings on them.
9584,a man is sitted in a room staring at something.,"he has put a keyboard on the wall, is he talking to someone?",maybe he is talking to someone or he has come to play music instruments.,or he has come to watch the people playing music.,the black shirt he is wearing has some writings in white.
9585,a woman is standing handing a cup to a man sitted.,maybe it's hot because he is recieving with both hands.,the liquid in the cup looks dark.,"there is other people in this place, maybe they are working.","there is a television in front, maybe they are watching."
