pair_id	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang	bem_transcription
19	2	2082399131.jpg	"19_7010_3_192_02_220118-081850_bem_5bb_elicit_1.wav
"	192	male	6.76	16000	vnd.wave	bem	bem	pantanshi yabanamayo babili pali nakapampa apalembelwe ifilembo
8	1	3086810882_94036f4475.jpg	"8_5649_2_81_01_211102-084333_bem_ce8_elicit_1.wav
"	81	male	6.511	16000	vnd.wave	bem	bem	akasuba kali kukuwa 
4	1	3480051754_18e5802558.jpg	"4_4676_2_41_01_211031-015937_bem_5a5_elicit_1.wav
"	41	male	7.237	16000	vnd.wave	bem	bem	Epo aba abantu bekele palemoneka no tuma tenti utwabuta utwingi
17	1	3669069522_555c97fbfb.jpg	"17_7960_2_171_01_211110-081758_bem_947_elicit_1.wav
"	171	male	10.209	16000	vnd.wave	bem	toi	cacine nasumina kabili namayo uyu naikata iluba ilya katapa katapa kuminwe shakwe
14	2	300539993_eede2d6695.jpg	"14_3480_1_142_02_211031-142529_bem_743_elicit_0.wav
"	142	male	6.08	16000	vnd.wave	bem	bem	bushe imbwa ilalya ifimuti ..kulemoneka nachipwilila ichimuti 
18	1	2237436639.jpg	"18_12121_0_181_01_211114-171314_bem_5da_elicit_0.wav
"	181	male	3.993	16000	vnd.wave	bem	toi	bashi tata basano nabekala balebomba incito.
36	1	1145730606.jpg	"36_5642_4_361_01_211115-084853_bem_654_elicit_2.wav
"	361	male	6.738	16000	vnd.wave	bem	bem	Shitata nafwala ishati ilya buta nalolesha nakumulu alemona ifyo alecita umukashana. 
11	2	521658170_a837af87e9.jpg	"11_6281_1_112_02_211101-195758_bem_574_elicit_0.wav
"	112	female	10.39	16000	vnd.wave	bem	bem	Imbwa imo naitolokela mumuulu mupepi fye ne cinso ca-uyu mwaume, imbi ili panshi naiminina iletamba lyena imbi nayo naitolokako panono mu muulu
6	1	2813588204_69fe7deb14.jpg	"6_5230_4_61_01_211029-091844_bem_976_elicit_2.wav
"	61	male	13.181	16000	vnd.wave	bem	bem	kumbali yamwakubutuka balibikamo nelinga ilyamwakulanga  umwakubutuka  elyo kuma yambwa shibili kuli naimbi imbwa iiyilemoneka kanwa
19	1	2097615120.jpg	"19_1438_0_191_01_211110-011133_bem_665_elicit_0.wav
"	191	male	7.282	16000	vnd.wave	bem	bem	Nakulubantu wankanda yabuta ali ku museum mupepi na ifikope.
20	1	3338474677.jpg	"20_1626_0_201_01_211112-000853_bem_dbf_elicit_0.wav
"	201	female	5.263	16000	vnd.wave	bem	bem	shitata alipancinga nechilimba kumatwi
36	2	1347001782.jpg	"36_11420_3_362_02_220227-142428_bem_d0b_elicit_1.wav
"	362	male	8.19	16000	vnd.wave	bem	bem	elyo kabili kunuma yabo kuli abantu abanakashi elyo elyo nabaume abaleisa kunuma yakwe
11	2	1965278563_8279e408de.jpg	"11_6251_1_112_02_211101-150753_bem_574_elicit_0.wav
"	112	female	2.563	16000	vnd.wave	bem	bem	bushe ni finshi ifi ubwato bukwete mu kati umu?
1	2	3493000349_81c540e828.jpg	"1_3870_1_12_02_211104-074135_bem_2a5_elicit_0.wav
"	12	male	5.445	16000	vnd.wave	bem	bem	abanakashi batatu Bali pantashi elyo Bambi Bali  panuma
16	2	3490517179.jpg	"16_6278_1_162_02_220108-182440_bem_9fd_elicit_0.wav
"	162	female	6.352	16000	vnd.wave	bem	bem	Bushe abana aba tabafwile ukuba ku sukulu bale sambilila?
4	2	2637904605_fc355816fc.jpg	"4_4685_3_42_02_211031-155318_bem_5a5_elicit_1.wav
"	42	male	12.432	16000	vnd.wave	bem	bem	ifani lintu iyi imbwa ile tolokela shitali kaili umuntu nga aingilila pashi kuti aluba
1	2	3708743823_3e3e0554d1.jpg	"1_3763_3_12_02_211103-091743_bem_2a5_elicit_1.wav
"	12	male	9.46	16000	vnd.wave	bem	bem	impili nomushili naufimbwa nefyabuta bushe nifinshi elyo bushe umwaume aleshelela panshi
19	2	2481003841.jpg	"19_1421_3_192_02_211110-171306_bem_d8d_elicit_1.wav
"	192	female	9.324	16000	vnd.wave	bem	leh	elyo tonse twalikwata imishishi ishipi akekeleko kakwata ishafita akeminine nakokakwata ishafita.
10	1	3341084434_db5e7d1fdc.jpg	"10_6116_0_101_01_211104-142738_bem_5a5_elicit_0.wav
"	101	male	4.582	16000	vnd.wave	bem	bem	Umuntu umo alengalila kuncende yampemba
19	1	4397975773.jpg	"19_7118_0_191_01_220118-141921_bem_524_elicit_0.wav
"	191	female	4.083	16000	vnd.wave	bem	bem	Akana akakashana kaleyangala mumbali yamumana
35	2	2325258180.jpg	"35_5435_1_352_02_220117-152507_bem_f12_elicit_0.wav
"	352	female	4.469	16000	vnd.wave	bem	bem	Bushe ninshi imbwa shatemenwa ukwangala na utulubi?
16	1	4759514203.jpg	"16_6269_4_161_01_220110-182622_bem_5da_elicit_2.wav
"	161	male	7.396	16000	vnd.wave	bem	bem	Emukwai kwena abantu lelo bali aba nsansa sana kanshi kwalaba amalila pabushiku bwalelo.
9	2	3461583471_2b8b6b4d73.jpg	"9_2144_1_92_02_211026-161401_bem_901_elicit_0.wav
"	92	female	2.972	16000	vnd.wave	bem	bem	Aleshelela pe pulanga
12	1	3439128755_84409b8823.jpg	"12_6667_2_121_01_211106-064714_bem_9ed_elicit_1.wav
"	121	male	5.808	16000	vnd.wave	bem	nya	Elo tonse tubili naba tufwalika ichaku fwala
6	1	286660725_ffdbdf3481.jpg	"6_1463_0_61_01_211027-145557_bem_53e_elicit_0.wav
"	61	male	13.181	16000	vnd.wave	bem	bem	umuntu naiminina ubushiku elyo aleputa umulilo mumulu mupepi neng'anda. 
33	2	4529690052.jpg	"33_10647_1_332_02_220202-130700_bem_b40_elicit_0.wav
"	332	female	6.806	16000	vnd.wave	bem	bem	Bushe cinshi aba baume imisepela abali mu cibansa ca mupila balecita pali iyi nshita?
39	2	2089442007.jpg	"39_1157_1_392_02_211118-123211_bem_1e5_elicit_0.wav
"	392	female	5.649	16000	vnd.wave	bem	bem	Bushe finshi Imbwa yelangi lya kashika Ili mumumana , iikwete umushipi mumukoshi uwelangi lya fita kabili naiponya namatwi ilecita?
4	1	3550276904_19de3561c5.jpg	"4_4664_4_41_01_211031-013816_bem_5a5_elicit_2.wav
"	41	male	8.303	16000	vnd.wave	bem	bem	Uyu umwaice uuli naba mbuya bakwe, bonse nabengisha ifkondo mukanwa
1	1	2197275664_fabcf3424b.jpg	"1_194_4_11_01_211031-145705_bem_cc3_elicit_2.wav
"	11	male	6.692	16000	vnd.wave	bem	toi	alemoneka natemwa ukwangala nakantu kakwe
38	1	3804183007.jpg	"38_11803_2_381_01_211114-152737_bem_ba5_elicit_1.wav
"	381	male	5.331	16000	vnd.wave	bem	bem	Balemoneka kwati bali ku ncende iyakushita na ukunwinako ubwalwa.
22	2	3183352914.jpg	"22_7822_1_222_02_211112-112146_bem_50c_elicit_0.wav
"	222	male	3.13	16000	vnd.wave	bem	lam	Bambi aba iche bale enda uka
15	2	260520547_944f9f4c91.jpg	"15_7281_3_152_02_211029-172456_bem_8cc_elicit_1.wav
"	152	female	6.034	16000	vnd.wave	bem	bem	incende ili na impili elyo na ifikuulwa ifingi
7	1	2932519416_11f23b6297.jpg	"7_1594_4_71_01_170101-034444_bem_74d_elicit_2.wav
"	71	female	8.961	16000	vnd.wave	bem	toi	eya naine nacimona ico icikulwa, awe kwena Ka aleangasha incinga yakwe uyumuntu.
26	1	7102122069.jpg	"26_8869_0_261_01_211112-025556_bem_8f1_elicit_0.wav
"	261	male	5.036	16000	vnd.wave	bem	bem	Umulumendo alebutuka nabantu baletamba mumbali yamu sebo
24	1	2045928594.jpg	"24_2481_2_241_01_211109-210409_bem_150_elicit_1.wav
"	241	female	7.123	16000	vnd.wave	bem	bem	Cipalile kwati pacila ponena amenshi pantu utumabwe utobakolongenye natubomba.
38	1	3116412402.jpg	"38_11872_0_381_01_211114-171548_bem_ba5_elicit_0.wav
"	381	male	5.694	16000	vnd.wave	bem	bem	Namayo umo uulemoneka nga uwa ku calo ca ku India aleshana.
22	1	3419197575.jpg	"22_7725_2_221_01_211112-080756_bem_004_elicit_1.wav
"	221	female	3.698	16000	vnd.wave	bem	nbl	akanya kamo kale esha ukwi kata icipepa 
29	1	5721495953.jpg	"29_9585_2_291_01_220112-194927_bem_9ff_elicit_1.wav
"	291	female	6.897	16000	vnd.wave	bem	bem	elyo ifili mu nkomaki filemoneka ifyafiita saana.
11	2	2229509318_be3fef006b.jpg	"11_6392_1_112_02_211030-204709_bem_1e5_elicit_0.wav
"	112	female	9.982	16000	vnd.wave	bem	bem	Finshi imbwa no umwanakashi umukashana?
21	2	3473345355.jpg	"21_1756_1_212_02_211112-173339_bem_85e_elicit_0.wav
"	212	male	9.143	16000	vnd.wave	bem	bem	Akabwa aletoloka umusebo nako mu kalale ni kalya akabwa akanono akakwata amasako aya fufuma elo futi nakabwa kene kantu kabuta
24	2	3015863181.jpg	"24_2557_1_242_02_211109-071253_bem_150_elicit_0.wav
"	242	female	3.993	16000	vnd.wave	bem	bem	kunuma yakwe kuli umulumendo ufwele afyafita.
21	1	4653229880.jpg	"21_1814_4_211_01_211112-120738_bem_83a_elicit_2.wav
"	211	female	5.581	16000	vnd.wave	bem		cine pali ifi fine ifyakufwala  apanga pali ifya banamayo nabashitata
34	1	15269955.jpg	"34_5133_2_341_01_211114-135002_bem_50c_elicit_1.wav
"	341	male	3.902	16000	vnd.wave	bem	lam	ali pabwangalo bwa kwangasha  utu ngele-ngele
20	2	874665322.jpg	"20_1594_3_202_02_211112-215655_bem_654_elicit_1.wav
"	202	male	10.322	16000	vnd.wave	bem	bem	ala wansekesha mune,shimo shilabepa ilemoneka ifi kanshi ninshi ilasuma abantu
32	2	4851757244.jpg	"32_4638_3_322_02_211112-090144_bem_947_elicit_1.wav
"	322	male	7.486	16000	vnd.wave	bem	toi	kunuma yakwa shitata kuli abantu babili abeminine balelanshanya
5	1	1077546505_a4f6c4daa9.jpg	"5_1190_0_51_01_211102-092545_bem_e3a_elicit_0.wav
"	51	female	2.563	16000	vnd.wave	bem	bem	umwana aleyangala
29	2	2827589184.jpg	"29_3772_1_292_02_211114-075942_bem_a9e_elicit_0.wav
"	292	female	6.534	16000	vnd.wave	bem	bem	nomba umukashana efyo afulukwitepo mulukungu,alemoneka ubu bwangalo alibutemwa saana.
29	1	3067500667.jpg	"29_3731_4_291_01_211115-105942_bem_dcc_elicit_2.wav
"	291	male	12.546	16000	vnd.wave	bem	bem	Ehe bwangalo ubukalamba, ifyalo fila cilikana muku teya ubu bwine ubwangalo, kumwena fye na ku bwingi bwa bantu abale tamba
26	1	469969326.jpg	"26_8746_4_261_01_211111-095828_bem_8f1_elicit_2.wav
"	261	male	5.24	16000	vnd.wave	bem	bem	Ehe kuti chaba pantu iyi inchende ilemweneka iya talalila bwino sana
19	2	2986021599.jpg	"19_1260_3_192_02_211110-070223_bem_d8d_elicit_1.wav
"	192	female	5.513	16000	vnd.wave	bem	leh	"Kumbali yakwa namayo kuli icikulwa apalembewe ati ""heads up"""
5	2	3652150541_8fb5a3a5d1.jpg	"5_4990_3_52_02_220126-005531_bem_574_elicit_1.wav
"	52	female	11.389	16000	vnd.wave	bem	bem	umwana uyu afwele ifya buta elo ali beya na imishishi mumbali ya mutwe leo imishi shashalafye pakati ya mutwe, imishi nashisompa noku sompa
10	1	3518687038_964c523958.jpg	"10_6137_4_101_01_211104-151052_bem_5a5_elicit_2.wav
"	101	male	4.401	16000	vnd.wave	bem	bem	epobali abanabo bali eko baleposa akamupila
35	1	4438856693.jpg	"35_5222_4_351_01_220114-171055_bem_ba5_elicit_2.wav
"	351	male	10.663	16000	vnd.wave	bem	bem	Nipamulandu wakuti ici cintu icikankala ico balolekeshapo nga balecimfyanya insamfi kanshi abakubakansha balabikishako amano kuli fyonse ifi.
39	2	4152974865.jpg	"39_915_3_392_02_211116-182711_bem_901_elicit_1.wav
"	392	female	9.392	16000	vnd.wave	bem	bem	Ee, alefwaya ukutinika amabatani yalikumuntenge wandeke nelyo cili kwati alesontapo fimo
28	1	126824259.jpg	"28_3542_4_281_01_211112-160922_bem_d8d_elicit_2.wav
"	281	female	5.49	16000	vnd.wave	bem	leh	kunuma yakwe kuli icikope cintu bakambatika kucibumba.
8	2	3252985078_c4ee2aca4e.jpg	"8_1977_1_82_02_211031-073647_bem_ce8_elicit_0.wav
"	82	male	6.556	16000	vnd.wave	bem	bem	bonse nabakwata impendwa pafifuba 
7	1	1468429623_f001988691.jpg	"7_1621_0_71_01_170101-170651_bem_74d_elicit_0.wav
"	71	female	6.057	16000	vnd.wave	bem	toi	umwaume ali na imbwa yakwe mucibansa icefyani ifyakatapa katapa.
39	1	334890559.jpg	"39_973_2_391_01_211117-215223_bem_1e5_elicit_1.wav
"	391	female	9.801	16000	vnd.wave	bem	bem	ifi fyakufwala bafwele fyakusendaminamo, pantu aba bakashana belemoneka kuti bale-angala mumuputule wasendamamo
4	1	3599124739_b7e60cf477.jpg	"4_827_4_41_01_211025-161140_bem_5a5_elicit_2.wav
"	41	male	8.621	16000	vnd.wave	bem	bem	Elo cilemoneka kwati icimana utu utubana tule angalilamo cikulu sana
26	1	4949488548.jpg	"26_3163_2_261_01_211110-125840_bem_dcc_elicit_1.wav
"	261	male	10.141	16000	vnd.wave	bem	bem	namuchikulwa bale endamo chalipangwa bwino Sana nabatemwikwa kunfwa bwino pakwendamo chapamo
10	1	3198237818_cb5eb302f0.jpg	"10_6094_2_101_01_211104-132116_bem_5a5_elicit_1.wav
"	101	male	5.104	16000	vnd.wave	bem	bem	Elyo abaume na abanakashi abakalamba bale enda babili 
18	1	4962053637.jpg	"18_11994_0_181_01_211113-191239_bem_5da_elicit_0.wav
"	181	male	5.422	16000	vnd.wave	bem	toi	umulumendo ali panse nalala pamupando,tafulile nensapato shakwe.
19	2	815909075.jpg	"19_1319_3_192_02_211110-080536_bem_d8d_elicit_1.wav
"	192	female	11.162	16000	vnd.wave	bem	leh	icine katwishi nga Ali nomweso nangula tailafika inshita yakwe, elyo kunuma yakwe kuli ifilemoneka kwati malata yakatapa katapa.
15	1	1386964743_9e80d96b05.jpg	"15_3576_2_151_01_211025-123536_bem_8cc_elicit_1.wav
"	151	female	5.263	16000	vnd.wave	bem	bem	alelolesha mukabombelo akakusha ifintu
10	1	2602415701_7674eb19e4.jpg	"10_6090_2_101_01_211104-131322_bem_5a5_elicit_1.wav
"	101	male	4.56	16000	vnd.wave	bem	bem	Mumenshi baletokela nimu cishiba
31	1	3933142540.jpg	"31_10103_2_311_01_220127-032049_bem_eb0_elicit_1.wav
"	311	female	12.773	16000	vnd.wave	bem	bem	Uyu umusebo ulemoneka uukalamba kabili uwa manenekela na kabili muli ifikulwa ifikulu ne fimuti ifitali.
37	2	3718007650.jpg	"37_11544_1_372_02_211113-224631_bem_aa2_elicit_0.wav
"	372	female	2.926	16000	vnd.wave	bem	bem	Aba bantu Bali mwisaamba lya fimuti
4	2	2315867011_fc5fc9fa6d.jpg	"4_808_1_42_02_211024-163440_bem_5a5_elicit_0.wav
"	42	male	10.118	16000	vnd.wave	bem	bem	aba abana babili abanakashi,bale angalila pali cibola icikulu icilemoneka fye ica mutuntula
35	2	2035511078.jpg	"35_11139_3_352_02_220118-142109_bem_f12_elicit_1.wav
"	352	female	4.809	16000	vnd.wave	bem	bem	Kwena kuti baba. Elyo ababene balipalana.
13	2	2472250097_a3191a94b3.jpg	"13_3101_3_132_02_211024-195036_bem_9ed_elicit_1.wav
"	132	male	5.626	16000	vnd.wave	bem	nya	Limbi afumine muku lombe indobo ale fwayo uku loba mailo aka chelo
10	1	3148571800_c5515e6c3d.jpg	"10_6136_4_101_01_211104-150837_bem_5a5_elicit_2.wav
"	101	male	6.783	16000	vnd.wave	bem	bem	kulemoneka kwati nalimo nimupepi necikulwa cabwalwa
21	2	5690228281.jpg	"21_7537_3_212_02_220115-132052_bem_62a_elicit_1.wav
"	212	female	5.626	16000	vnd.wave	bem	bem	kuntanshi yakwa shitata uyu kulemoneka ifikulwa nefimuti
34	2	2984174290.jpg	"34_10701_3_342_02_220121-080035_bem_d0b_elicit_1.wav
"	342	male	8.462	16000	vnd.wave	bem	bem	bushe uyu mwaume uku kucimana Ali  alemonekela alinabantu bamo nangula alifye eka  Pali iyi nshita?
7	2	439916996_1ddb9dc8e7.jpg	"7_5426_3_72_02_170101-042138_bem_74d_elicit_1.wav
"	72	female	7.191	16000	vnd.wave	bem	toi	elo banakulu nabafwala na icampepo ica makumbi makumbi na itoloshi ilyafita.
7	2	2465218087_fca77998c6.jpg	"7_1616_3_72_02_211031-114325_bem_40e_elicit_1.wav
"	72	female	6.193	16000	vnd.wave	bem	bem	naikata necakubwesheahako amenshi icilenga ubwato buleyenda
32	2	2768972186.jpg	"32_10226_1_322_02_220120-123252_bem_b40_elicit_0.wav
"	322	female	11.57	16000	vnd.wave	bem	bem	Bushe ishi shine imbwa shibili ishapusana amalangi apali iikulu elyo ne inono cinshi shilecita?
9	1	3334300164_e75e0479ae.jpg	"9_2123_0_91_01_211025-132159_bem_ebf_elicit_0.wav
"	91	female	9.188	16000	vnd.wave	bem	bem	umulumendo ali pakati kamumana naiminina pakashelelemuko pamenshi
21	2	973827791.jpg	"21_1762_3_212_02_211112-175456_bem_85e_elicit_1.wav
"	212	male	6.965	16000	vnd.wave	bem	bem	cine efyo cili nifyofine, elo namayo nafwala akalilaya aka buta na kaputula iya makumbi makumbi
19	1	2441815792.jpg	"19_6987_0_191_01_220117-210632_bem_524_elicit_0.wav
"	191	female	5.082	16000	vnd.wave	bem	bem	Ibuumba lyaba namayo nabashitata nalimanina capamo
36	2	4805078127.jpg	"36_11273_3_362_02_220127-214632_bem_57f_elicit_1.wav
"	362	female	9.438	16000	vnd.wave	bem	bem	nico beshile mukwangala, eco bambi nabo baletolokela mumenshi elyo baleipakisho kwangala
35	1	2513260012.jpg	"35_11182_0_351_01_220118-194711_bem_ba5_elicit_0.wav
"	351	male	2.518	16000	vnd.wave	bem	bem	Imbwa shibili shilebutuka.
14	2	3413571342_b9855795e2.jpg	"14_7005_1_142_02_211111-093748_bem_5da_elicit_0.wav
"	142	male	7.123	16000	vnd.wave	bem	toi	Bushe uyu mulumendo alepekanisha ukucimfya kulebako uyu mulungu nangula eshile fye mukwangala?
19	1	3342487512.jpg	"19_1307_0_191_01_211109-025320_bem_665_elicit_0.wav
"	191	male	6.76	16000	vnd.wave	bem	bem	Umulumendo wankanda yabuta nanina pali snowboard aletoloka.
21	2	3337113147.jpg	"21_1813_3_212_02_211113-084632_bem_85e_elicit_1.wav
"	212	male	12.342	16000	vnd.wave	bem	bem	kunuma yakwe kuli nakadoli akapala umwana eko angasha uyu umukashana, elo, imishishi shakwe nashi kakwa kumbali yamutwe notu tambo tubili, kamo aka mutuntula elo kambi aka makumbi makumbi
