pair_id	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang	bem_transcription
9	1	369244499_752f0c1018.jpg	"9_5914_2_91_01_211030-134500_bem_901_elicit_1.wav
"	91	female	5.263	16000	vnd.wave	bem	bem	kulemoneka kuli abantu bambi abekele lelo balelanshanya.
9	1	390992388_d74daee638.jpg	"9_5826_4_91_01_211029-201816_bem_901_elicit_2.wav
"	91	female	8.439	16000	vnd.wave	bem	bem	Aleninika ulupili lwa menshi makasa ukubomfya ikonto kabili alemonekela uwanaka sana
18	1	3052882352.jpg	"18_6785_2_181_01_220116-211934_bem_524_elicit_1.wav
"	181	female	5.082	16000	vnd.wave	bem	bem	ifikulwa iflemoneka kwati Matuka pamo napo kwati mayanda
14	1	3335370208_460fc19bfa.jpg	"14_3282_0_141_01_211103-203051_bem_ebf_elicit_0.wav
"	141	female	10.141	16000	vnd.wave	bem	bem	abantu babili nabafwala ifyapalana
29	2	3681637675.jpg	"29_3901_1_292_02_211114-233929_bem_a9e_elicit_0.wav
"	292	female	7.078	16000	vnd.wave	bem	bem	uyu mukashana alemoneka acuma akamupila namaka saana pantu ali uwashangalala nganshi.
30	1	4183662919.jpg	"30_9749_4_301_01_220120-142054_bem_eb0_elicit_2.wav
"	301	female	11.184	16000	vnd.wave	bem	bem	Uyu umwana umukashana alewamya indyato  shakwe isha katapakata pakuti afumyeko ifiko.
2	2	3212465975_b657f40eed.jpg	"2_4037_3_22_02_211026-110511_bem_cee_elicit_1.wav
"	22	female	9.12	16000	vnd.wave	bem	bem	kuliko na icipalile nga icinga kunuma yabaume bambi abali ku ncende ukokwine. bamo nabekala elo bamo nabeminina
28	1	1389323170.jpg	"28_9315_4_281_01_220109-110959_bem_94f_elicit_2.wav
"	281	male	12.591	16000	vnd.wave	bem	ngo	Bonse abekele apa pa ncende bale moneka ne fyola, uwikele eka mupepi no musebo ena akwete ica buta icipepale nabikamo nefintu
36	2	2507312812.jpg	"36_11280_1_362_02_220128-211241_bem_57f_elicit_0.wav
"	362	female	6.919	16000	vnd.wave	bem	bem	imbwa iyabutulukila ili pantashi lyena iyafita ili kunuma
37	1	4643486260.jpg	"37_11573_2_371_01_211113-213920_bem_5bb_elicit_1.wav
"	371	male	6.08	16000	vnd.wave	bem	bem	Cila umo alina ba bukwe bakwe elyo balecinda
13	2	3668900592_a84b0c07db.jpg	"13_6954_1_132_02_211105-183853_bem_ce8_elicit_0.wav
"	132	male	8.349	16000	vnd.wave	bem	bem	Na toloka pa menshi naka kene emininepo. Ali kwati ali paku pona
12	1	514073775_56796be990.jpg	"12_6568_0_121_01_211105-120452_bem_9ed_elicit_0.wav
"	121	male	3.198	16000	vnd.wave	bem	nya	Abaiche bale yangala pamo mufyani
10	1	2410618963_fb78307d18.jpg	"10_6059_2_101_01_211104-120325_bem_5a5_elicit_1.wav
"	101	male	4.9	16000	vnd.wave	bem	bem	Icibumba cili kunkuma palilengwa na ifi lengwa
38	1	5582659196.jpg	"38_6147_0_381_01_211112-235944_bem_ba5_elicit_0.wav
"	381	male	6.216	16000	vnd.wave	bem	bem	Abaume babili baleteya umupila uwakubomfya utumuti na umupila uunono.
17	1	3599442049_e448c7c9b2.jpg	"17_7882_2_171_01_211110-054203_bem_947_elicit_1.wav
"	171	male	9.392	16000	vnd.wave	bem	toi	nafwala ifikosa kukuboko nobulungu bwamumukoshi 
29	2	4392254315.jpg	"29_9515_3_292_02_220112-155440_bem_84b_elicit_1.wav
"	292	male	8.961	16000	vnd.wave	bem	ngo	elyo abaleshitishisha kuno lubali balemoneka kwati kuli ifyo balelanshanya ba maayo na umukashana.
36	2	3525453732.jpg	"36_11401_3_362_02_220227-134941_bem_d0b_elicit_1.wav
"	362	male	7.691	16000	vnd.wave	bem	bem	kabili bushe naumona ifyo cicitile amenso yaciko? cilefwaya nokushibata
38	1	7157813418.jpg	"38_11757_0_381_01_211114-120624_bem_ba5_elicit_0.wav
"	381	male	7.736	16000	vnd.wave	bem	bem	Abaume na abanakashi nabeminina mu mungoloshi mumbali ya cakucingilisha incende yafikuulwa.
19	1	6952515138.jpg	"19_7122_0_191_01_220118-142523_bem_524_elicit_0.wav
"	191	female	4.083	16000	vnd.wave	bem	bem	abafyashi nabatwala abana ukwakwangalila
11	2	3564157681_03a13b7112.jpg	"11_6295_3_112_02_211101-202221_bem_574_elicit_1.wav
"	112	female	4.469	16000	vnd.wave	bem	bem	Bushe naubamona abo bantu abekele mupepi noyo umwaume?
16	2	3602437310.jpg	"16_6303_3_162_02_220109-101642_bem_9fd_elicit_1.wav
"	162	female	4.287	16000	vnd.wave	bem	bem	Nomba icimpompo afwele kumutwe canshi?
4	2	968081289_cdba83ce2e.jpg	"4_4720_1_42_02_211031-164516_bem_5a5_elicit_0.wav
"	42	male	8.167	16000	vnd.wave	bem	bem	abaice babili aba nakwata ifyaku fwala ifya bomba lintu bale angalila mumenshi
33	2	238964239.jpg	"33_4744_3_332_02_211109-145307_bem_b14_elicit_1.wav
"	332	female	7.396	16000	vnd.wave	bem	nse	Kabili cilemoneka kwati baleteya injuka elyo kabili balelanshanya
36	1	2610183392.jpg	"36_5623_4_361_01_211115-081705_bem_654_elicit_2.wav
"	361	male	4.31	16000	vnd.wave	bem	bem	Kunuma yabo kuli icimuti icikulu namabula ayengi. 
30	2	2575647360.jpg	"30_3981_3_302_02_211108-231758_bem_dbf_elicit_1.wav
"	302	female	4.174	16000	vnd.wave	bem	bem	nabatantamika nefitabo patebulo
19	1	6986780079.jpg	"19_7069_2_191_01_220118-112958_bem_524_elicit_1.wav
"	191	female	7.191	16000	vnd.wave	bem	bem	kumutwe nafwala ichisote elyo nabika napamakufi ifintu ifya kuichingilisha kubusanaso
31	1	757332692.jpg	"31_10115_4_311_01_220127-035247_bem_eb0_elicit_2.wav
"	311	female	13.431	16000	vnd.wave	bem	bem	uyu uwacaice ne mbwa yakwe baleceena uku ninshi nabekela na pabusanshi apo banshike bwino. Uyu uwacaice aleikata ne mbwa yakwe kukanwa.
8	1	2938875913_0ed920a6be.jpg	"8_5740_2_81_01_211102-115637_bem_ce8_elicit_1.wav
"	81	male	3.743	16000	vnd.wave	bem	bem	atilakonka umupila mu mulu 
12	1	2483993827_243894a4f9.jpg	"12_6668_4_121_01_211106-064839_bem_9ed_elicit_2.wav
"	121	male	5.172	16000	vnd.wave	bem	nya	Elo tonse tutatu, tule butuka nolubilo pamaloba
5	2	3110018626_307a123b59.jpg	"5_1221_3_52_02_211102-103451_bem_a9e_elicit_1.wav
"	52	female	4.764	16000	vnd.wave	bem	bem	kuchende shili kuli itufyani utwauminina
16	2	4097554482.jpg	"16_6357_1_162_02_220109-213334_bem_9fd_elicit_0.wav
"	162	female	6.738	16000	vnd.wave	bem	bem	Bushe eumu mukalale umwalumbikwa saana ukuti musuma?
28	1	1390268323.jpg	"28_3545_2_281_01_211112-161456_bem_d8d_elicit_1.wav
"	281	female	8.076	16000	vnd.wave	bem	leh	icine wasosa, elyo kamo nakafwala ubulungu bwamumukoshi elyo kambi nakafumya ululimi panse.
1	2	224702242_a62aaa6dff.jpg	"1_3759_3_12_02_211103-090521_bem_2a5_elicit_1.wav
"	12	male	9.801	16000	vnd.wave	bem	bem	kunuma yambwa mupepi kuli apakwikala ilingiline paba pakutushisha elyo abantu bapwisha ukwangala
22	1	5871124252.jpg	"22_2113_4_221_01_211110-150705_bem_50c_elicit_2.wav
"	221	male	3.811	16000	vnd.wave	bem	lam	napompa amatobo pakulisha  ipenga
29	2	5159056173.jpg	"29_3872_3_292_02_211114-202813_bem_a9e_elicit_1.wav
"	292	female	7.101	16000	vnd.wave	bem	bem	ee boi,limbi tumwene ifintu ifishabako muli ino nkulo lelo kukale eko fyali.
17	2	4889806295.jpg	"17_6672_1_172_02_220112-175721_bem_5da_elicit_0.wav
"	172	male	3.72	16000	vnd.wave	bem	toi	Cilemoneka kwati aba bantu bali ifuluka sana.
8	1	933118213_b35b0b62a7.jpg	"8_1848_0_81_01_211031-042831_bem_abe_elicit_0.wav
"	81	male	4.923	16000	vnd.wave	bem	bem	Umulumendo naiminina mu kasuba
15	1	251586160_a31b187a37.jpg	"15_3735_0_151_01_211029-053653_bem_8cc_elicit_0.wav
"	151	female	5.399	16000	vnd.wave	bem	bem	imbwa yafiita naima mu muulu iletoloka
39	1	3726168984.jpg	"39_879_4_391_01_211116-154654_bem_1e5_elicit_2.wav
"	391	female	9.869	16000	vnd.wave	bem	bem	Ee, kwena nimbona, naikwata akabotolo kapulashitiki akakwata nakashinko kabuuta
2	1	265223843_9ef21e1872.jpg	"2_4148_0_21_01_211031-165704_bem_2a5_elicit_0.wav
"	21	male	7.464	16000	vnd.wave	bem	bem	umuntu nanina pa cendela mu muulu elyo nailata ku ntambo shakakilwako
38	1	4447270536.jpg	"38_6103_2_381_01_211112-232103_bem_ba5_elicit_1.wav
"	381	male	5.354	16000	vnd.wave	bem	bem	Limbi aletusha panuma yakubombesha sana ati apupweko umwela.
6	1	3085973779_29f44fbdaa.jpg	"6_1343_2_61_01_211025-071853_bem_53e_elicit_1.wav
"	61	male	14.338	16000	vnd.wave	bem	bem	akandeke kakwangasha kantu ekete kantu kakashika, elyo umuli icilubi mulemoneka umwa makumbi makumbi.
22	2	4011573507.jpg	"22_2099_3_222_02_211109-180455_bem_004_elicit_1.wav
"	222	female	3.335	16000	vnd.wave	bem	nbl	ku numa yakwe kuli utu luba tu nono
16	1	2870426310.jpg	"16_6351_2_161_01_220111-124624_bem_5da_elicit_1.wav
"	161	male	3.561	16000	vnd.wave	bem	toi	Aba abana bali nabafyashi wabo bali mung'anda.
18	1	587604325.jpg	"18_6796_2_181_01_220116-213757_bem_524_elicit_1.wav
"	181	female	4.56	16000	vnd.wave	bem	bem	Tonse tubili tuli utwabutulikala mu mimonekele
18	2	2946354846.jpg	"18_6936_1_182_02_220117-160127_bem_5bb_elicit_0.wav
"	182	male	6.057	16000	vnd.wave	bem	bem	Umo pali aba nakawata umwamfuli uyo atangishe pantanshi yakwe cilya alebutuka
19	2	3730944337.jpg	"19_1333_3_192_02_211110-130330_bem_d8d_elicit_1.wav
"	192	female	9.596	16000	vnd.wave	bem	leh	eya cine alelolela pantu nakontama elyo naikata ukuboko kwakukuso pekufi elyo ukwa kukulyo kuli kunuma.
18	1	8194331212.jpg	"18_6917_2_181_01_220117-131636_bem_524_elicit_1.wav
"	181	female	3.63	16000	vnd.wave	bem	bem	Nafwala ififwalo fyaba Sea diver
15	1	3704698586_a42c25d0c1.jpg	"15_3533_4_151_01_211022-111122_bem_8cc_elicit_2.wav
"	151	female	5.513	16000	vnd.wave	bem	bem	kabili kuli na ifimuti lwa mupepi.
1	1	3708743823_3e3e0554d1.jpg	"1_3763_0_11_01_211103-114642_bem_cee_elicit_0.wav
"	11	female	3.743	16000	vnd.wave	bem	bem	amwaume aleshelela ukufuma kumapili
27	1	237168242.jpg	"27_3356_2_271_01_211111-124323_bem_e6d_elicit_1.wav
"	271	female	6.556	16000	vnd.wave	bem	leh	Alemoneka apa esile bambi abantu mukwikala inshiku ishinono
28	1	4967971683.jpg	"28_9448_2_281_01_220111-102010_bem_94f_elicit_1.wav
"	281	male	7.486	16000	vnd.wave	bem	ngo	Limbi kaku bafwa ukwenda amolu yabo tayaba bwino. Kuli nabantu batatu abale endela pamo
32	1	2602083686.jpg	"32_4562_0_321_01_211113-003225_bem_e94_elicit_0.wav
"	321	female	3.63	16000	vnd.wave	bem	nyj	banamayo babili abasungu nabakwela icinga
11	2	805682444_90ed9e1ef3.jpg	"11_6494_1_112_02_211031-140824_bem_1e5_elicit_0.wav
"	112	female	5.082	16000	vnd.wave	bem	bem	Cipalile kwati pali ifyo shileangasha mu matipa, bushe finshi shileangasha?
1	2	2196316998_3b2d63f01f.jpg	"1_178_1_12_02_211027-132225_bem_d90_elicit_0.wav
"	12	male	5.195	16000	vnd.wave	bem	bem	imitolilo naifulisha bushe yonse ikete kuchintu chimo
27	1	2434710077.jpg	"27_3316_0_271_01_211110-182002_bem_0cc_elicit_0.wav
"	271	female	7.917	16000	vnd.wave	bem	leh	Banamayo batatau nomwana umo nabekala panshi lulya banamayo bale lyashika 
33	2	238008466.jpg	"33_10592_1_332_02_220130-234011_bem_b40_elicit_0.wav
"	332	female	10.549	16000	vnd.wave	bem	bem	Bushe aba bene bantu umwaume nabanakashi abakwata inkanda iya buuta finshi balecita kuli iyi ncende?
31	1	3417310067.jpg	"31_10171_2_311_01_220127-155910_bem_eb0_elicit_1.wav
"	311	female	14.315	16000	vnd.wave	bem	bem	Bane pali aba bafwele utuputula na mashati ayakashiika umwapita no twabuuta  elyo babili pali bena bafwele amashati no tuputula utwakatapakatapa umwapita ne langi ilya mutuntula
26	1	1079013716.jpg	"26_8907_0_261_01_211112-045619_bem_8f1_elicit_0.wav
"	261	male	4.877	16000	vnd.wave	bem	bem	Abalumendo babili nabafwala ifya buta ifyakufwala bale ipika
10	2	3484820303_7be0e914b4.jpg	"10_2367_1_102_02_211106-231111_bem_574_elicit_0.wav
"	102	female	6.511	16000	vnd.wave	bem	bem	Kuli ukwa kaba nga teifyo ninshi kuli infula pantu naimya mwanfuli
26	2	560671767.jpg	"26_8791_3_262_02_211111-160228_bem_dcc_elicit_1.wav
"	262	male	5.853	16000	vnd.wave	bem	bem	naba shikulu Bantu nabo nabashana chapamo na nakulu wabo
12	1	3275711232_e261143664.jpg	"12_6624_0_121_01_211105-171355_bem_9ed_elicit_0.wav
"	121	male	3.879	16000	vnd.wave	bem	nya	Umwana kashi ileyi fimbula kumenso naka salu
19	2	3778223207.jpg	"19_1235_3_192_02_211109-180200_bem_d8d_elicit_1.wav
"	192	female	5.331	16000	vnd.wave	bem	leh	Uyu shitata wankanda yabuta, elyo alikwata imishishi ishipi. 
12	2	2432038587_5e4148e277.jpg	"12_2930_1_122_02_211106-091547_bem_e3a_elicit_0.wav
"	122	female	3.902	16000	vnd.wave	bem	bem	Imbwa ilemoneka kwati ilefwaya ukwikatapo kamo
30	2	488518506.jpg	"30_9887_3_302_02_220121-155921_bem_eb0_elicit_1.wav
"	302	female	7.691	16000	vnd.wave	bem	bem	Bushe ukubkumumana kuli uyu umulumendo kulemoneka shani?
11	2	2654514044_a70a6e2c21.jpg	"11_2567_1_112_02_211025-214542_bem_1e5_elicit_0.wav
"	112	female	3.652	16000	vnd.wave	bem	bem	nga finshi ifyo iyi mbwa ilecita?
27	1	369186134.jpg	"27_9185_4_271_01_211114-001216_bem_f07_elicit_2.wav
"	271	male	7.872	16000	vnd.wave	bem	nya	Ishi imbwa shilemoneka kwati shali cengela sana pakuti shileyenda kwabula abashisunga.
1	1	2830309113_c79d7be554.jpg	"1_3848_0_11_01_211105-230646_bem_cee_elicit_0.wav
"	11	female	3.335	16000	vnd.wave	bem	bem	umwaice alepweluka kukashimbi
30	1	3735202441.jpg	"30_3991_4_301_01_211109-110120_bem_654_elicit_2.wav
"	301	male	7.781	16000	vnd.wave	bem	bem	Kakwete amalangi yabili iya mutuntula na iyabunonshi
34	2	3070274658.jpg	"34_5069_3_342_02_211114-085348_bem_50c_elicit_1.wav
"	342	male	3.403	16000	vnd.wave	bem	lam	pa tebulo pali ama botolo ya bwala
9	2	3120266797_47e7d91614.jpg	"9_2103_3_92_02_211026-140947_bem_901_elicit_1.wav
"	92	female	3.902	16000	vnd.wave	bem	bem	Balelolesha  balemoneka kwati balepima impanga
32	2	1122579380.jpg	"32_10413_1_322_02_220324-005504_bem_c25_elicit_0.wav
"	322	male	8.008	16000	vnd.wave	bem	bem	Bushe finshi uyu umulumendo wa caice  ali mu cikope alecita ?
16	2	3101796900_59c15e0edc.jpg	"16_7618_1_162_02_211110-142509_bem_eab_elicit_0.wav
"	162	male	5.626	16000	vnd.wave	bem	bem	shifwile pali ifyo shile lwila efyo shibelele ifi kwati shilelwa mumichanga
16	2	4759514203.jpg	"16_6269_1_162_02_220108-180740_bem_9fd_elicit_0.wav
"	162	female	7.577	16000	vnd.wave	bem	bem	Bushe finshi balesefya abantu aba pakuti balepita mumusebo nefyakufwala ifi?
16	2	2509824208.jpg	"16_6448_3_162_02_220110-113503_bem_9fd_elicit_1.wav
"	162	female	5.467	16000	vnd.wave	bem	bem	Bushe imbwa iyi pali efyo ilebutukila nangula baleipepeka?
31	1	2919151852.jpg	"31_10094_2_311_01_220127-023731_bem_eb0_elicit_1.wav
"	311	female	13.453	16000	vnd.wave	bem	bem	Uyu umusebo ulemoneka uukalamba kabili muli naba motoka abakalamba elyo  na banono. kulemoneka nakufiita cipalile kwati bushiku.
36	1	4891462499.jpg	"36_5488_4_361_01_211113-145023_bem_654_elicit_2.wav
"	361	male	14.883	16000	vnd.wave	bem	bem	Abalumendo abaleenda nabafwala amashati yafita, shitata ali kuntanshi nakobeka nakachola kukuboko, kunuma yabo kuli umulumendo uwikele palunkoto nafwala neshati ilya buta netoloshi lyamakumbi makumbi.  
34	1	464156158.jpg	"34_5024_4_341_01_211113-182742_bem_004_elicit_2.wav
"	341	female	2.336	16000	vnd.wave	bem	nbl	kale butuka ulubilo keka.
27	1	8067811449.jpg	"27_9101_0_271_01_211113-181936_bem_f07_elicit_0.wav
"	271	male	7.895	16000	vnd.wave	bem	nya	abantu bali pa stage balelisha utumabanjo,elyo balelolesha pa mabuku.
34	1	82680989.jpg	"34_10811_0_341_01_220122-170712_bem_57f_elicit_0.wav
"	341	female	7.781	16000	vnd.wave	bem	bem	Abantu napamo basano apali abaume na banakashi Bali mumuputule umo panshita ya bushiku
31	1	2561341745.jpg	"31_10089_2_311_01_220127-022107_bem_eb0_elicit_1.wav
"	311	female	13.136	16000	vnd.wave	bem	bem	Uyu mwanakashi nakwata fwaka iitali kukuboko uko afwele inindanimwe  yafiita cipalile kwati alepepa uyu fwaka.
32	2	475317104.jpg	"32_4472_3_322_02_211110-183903_bem_947_elicit_1.wav
"	322	male	5.082	16000	vnd.wave	bem	toi	Bushe ninshi eminine muli iyi incende?
19	1	4967329396.jpg	"19_6986_4_191_01_220117-210523_bem_524_elicit_2.wav
"	191	female	6.012	16000	vnd.wave	bem	bem	"Bekele mupepi na icibuumba apali ifilembo ifileti, ""Al gondolier""."
38	2	823425327.jpg	"38_11900_1_382_02_211114-184352_bem_f12_elicit_0.wav
"	382	female	3.425	16000	vnd.wave	bem	bem	Bali ku ncende ukwakulila na ukushita ifyakulya.
15	2	430173345_86388d8822.jpg	"15_7320_1_152_02_211030-105821_bem_8cc_elicit_0.wav
"	152	female	3.403	16000	vnd.wave	bem	bem	finshi ile chita pachani?
4	1	3261666285_86fceb762d.jpg	"4_929_0_41_01_211027-123522_bem_5a5_elicit_0.wav
"	41	male	7.917	16000	vnd.wave	bem	bem	Abakumendo baleteya umupili wakuminwe uwitwa ati basketball
5	1	3405100926_e96308ce89.jpg	"5_4984_0_51_01_220116-142539_bem_03f_elicit_0.wav
"	51	female	3.788	16000	vnd.wave	bem	bem	abaume batatu  bale shana mumusebo 
18	1	3478877323.jpg	"18_6840_4_181_01_220117-090815_bem_524_elicit_2.wav
"	181	female	5.445	16000	vnd.wave	bem	bem	abana balemoneka abansansa nelyo balutauka mwibala
35	2	2876994989.jpg	"35_10965_1_352_02_220117-170415_bem_f12_elicit_0.wav
"	352	female	3.743	16000	vnd.wave	bem	bem	Naikasa ifyabuuta ngempemba kumenso. 
26	2	1542033433.jpg	"26_8786_3_262_02_211111-154721_bem_dcc_elicit_1.wav
"	262	male	9.188	16000	vnd.wave	bem	bem	iyoho uyu alifye pa lwendo napantu eminine nimukulolela motoka yakumusenda
24	1	528517845.jpg	"24_2674_2_241_01_211110-155137_bem_150_elicit_1.wav
"	241	female	5.467	16000	vnd.wave	bem	bem	Elo uyuwine umulumendo alelosha kunuma apalamine nentolokoso.
25	2	3669564923.jpg	"25_2948_1_252_02_211110-122527_bem_f08_elicit_0.wav
"	252	female	4.469	16000	vnd.wave	bem	bem	Bushe euku ku party bacibatwala kumukalamba wabo?
38	2	5632141892.jpg	"38_11709_1_382_02_211113-160923_bem_f12_elicit_0.wav
"	382	female	4.923	16000	vnd.wave	bem	bem	Bamo nabekala mumenshi elyo bambi baleitila amenshi pa mubili.
19	1	4631840705.jpg	"19_7055_0_191_01_220118-101311_bem_524_elicit_0.wav
"	191	female	4.038	16000	vnd.wave	bem	bem	umulumendo aleninika ulupili ulutali
29	1	2561295656.jpg	"29_3902_4_291_01_211115-001243_bem_433_elicit_2.wav
"	291	male	10.118	16000	vnd.wave	bem	bem	ee boi ndemona balasambila ifyakowa panshita iitali kanshi amolu nama boko yabo filabelela. 
5	1	2041867793_552819a40b.jpg	"5_4947_2_51_01_220116-130300_bem_03f_elicit_1.wav
"	51	female	5.626	16000	vnd.wave	bem	bem	icintu afwele kumutwe nacikwata amashiwi nabifilembo kabili na ifilengwa
19	1	1121053156.jpg	"19_7009_4_191_01_220117-215725_bem_524_elicit_2.wav
"	191	female	3.244	16000	vnd.wave	bem	bem	umaiche nafwala nechakuifimba kumutwe
34	1	373759186.jpg	"34_10872_2_341_01_220128-212446_bem_d0b_elicit_1.wav
"	341	male	12.183	16000	vnd.wave	bem	bem	Pali iyi incende iya imilimo pantu aba bashitata bali, babili nabekata ifibala ifyo balesendelamo iloba nangula indaka.
35	2	6576930023.jpg	"35_11136_1_352_02_220118-141835_bem_f12_elicit_0.wav
"	352	female	3.267	16000	vnd.wave	bem	bem	Aba abantu bali mukucimfyanya.
14	1	2072574835_febf0c5fb9.jpg	"14_7087_0_141_01_211111-130721_bem_f08_elicit_0.wav
"	141	female	6.42	16000	vnd.wave	bem	bem	Imbwa shitatu shili pakwamba ukubutuka muku cimfyanya mucibansa.
22	1	1434753225.jpg	"22_7831_2_221_01_211112-171517_bem_004_elicit_1.wav
"	221	female	2.609	16000	vnd.wave	bem	nbl	naposaika infakufala pa bulo
