IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
6718,a man and woman are standing alongside the road,thereis a shop behind them where they sale cloths,there are dressed mannequin thata are displayed on the windows,a woman is only wering a blue shirt,they are both standing like the dont know each other
6719,young boys and girls ar in a class room,alla the children are standing like they are posing for a photo,two children are kneeling neara chair while watching,al the children standing are wearing blue shorts and white shirts,the classroom walls are stuck with papers where they have written different things
6720,an oldlady is at the side of a river,she has put a bucket on her head that contains something,she is holdin her waiste with one hand,she is wearing a red shirt and a white short,the oldlady is smiling while walking
6721,three ladies and one gentleman are sitted in a room,two ladies have beer in the bottles that they are drinking,one lady that is chatting with a gentleman has food on her plate,there is a table in the room that has books a bottle of beer,the gentleman has put his legs on the table
6722,a woman is walking on the middle of the road,on the road side there are caars that are parked,there is also a man walking in the opposite direction,the woman's face looks like she is tired or she has walked a long distance,she has a bag on her shoulder and one that she holding in her hand
6723,a gentleman is trying to jump on the ground,he is weaaring a red trousers and a white dotted shirt,he has a bag on his shoulder and one that his holding in the hand,the ground where he is trying to jump to has small stones,and there is just a bush
6724,a boy child in a football pitch,he is playing footbal alone without people,he is wearing a blue shirt and an orange short,the football pitch is looks very big,he is wearing foootball boots a socks that have the same colour with his shirt
6725,a lady is in front singin a song,she has a microphone in her hands,she is wearing a blue dress and a belt in her waist,behind her there are people playing the instruments,behind them all there is a black walla that has white writings
6726,young children are playing football,the are all just young boys,two childen are wearing green shirts,the other three ae wearing shirts that have blue in front,some are wearing blue shirts and black shorts
6727,a  gentleman has jumped on a skateboard,the skateboard has wheels down,the gentleman first has to run then jump on the skateboard,"while his still in the sky, his legs are on the skateboard and the hands are swinging in the sky",there is a crowd of people watching the gentleman
6728,an old man is on a wheelchair,the oladman looks too old,two gentlemen are pushing him on the wheelchair,they are pushing him towards the man wearing red,the man in red is rejoicing as his welcoming the old man
6729,a black man is been pushed on a wheelchair,he is wearing red cloths,the man pushing him is also wearing red cloths that are similar to those the lame man is wearing,the lame man has something in his hands even as tgey are pushing him,behin there  are two men that following and they look like they are the lame man's body gards
6730,a student is in a class room,"he is just alone in class, it seems all his friends and have knocked off and he remained behind",there are books and bags for the students on the tables,there is a black board behind him,"on top of the black board there a chines flag,its red in colour with white stars"
6731,two lovers are playing on the river,they have both jumped in the sky and have lifted their hands high,the man is wearing a black short and the womn is wearing a red pant,they are jumping from the side of the river where there is shallow water,the sun and shining nd their shadows are reflecting on the water
6732,the builders are standing in a room,one man is holding a shavel in his hands,one is wearing  a red shirt though hid fsce is not seen,their is also another one that has bent on a paper and his face is not seen,the man holding a shavel is wearing a white shirt and a blue trousers
6733,four men are riding bicycles,they are all wearing shorts,the man in front is standing on his bicycle while leaning on the sado,the two men following behind are fat,the one behind is wearing a blue shirt and is riding his bicycle with one hand
6734,four men are walking on one side of a building,two are wearin white shirts and two are wearing black shirts,they are all wearing blue trousers,they look like musicians,on the other hand they look like students
6735,two people are walking together along a building,there is a man and a woman,they have both put theirl eft  hands on  their left ears like people talking on the phone,on the other hand they look like husband and wife,"the woamn is wearing a white shirt, white trousers and white shoes"
6736,three soldiers are standing,they are trying to enter the gate,one soldier is standing on top of the gate,they are all wearing glasses,they are well prepared in their dressing and they are carrying weapons such as knives and guns
6737,a lady is painting the wall,she is sitted on a swing while painting the wall,she is painting a big wall as a result the swing is helping her paint nicely,she is painting the wall red,it seem there is someone pulling the rope to help the painter go up or down
6738,a group of people is standing on the road as they walk together,these people are matching and are taking part in politics,they are trying to fight for their rights so the government can come to their aid,the are carring posters where they have written what they want,it seems they are fight to have homes or for the government to reduce on house rentals
6739,a dog under a big river,the dog has a small head and a big body,the dog is looking behind like it's being called,it seem it was drinking water as the result the water has made waves,this dog has a belt around its neck
6740,a lady and a gentle man are crossing the road,they are crossing  the road using a zebra crossing,the gentleman is tall while the lady is short,they are both wearing sunglasses and they have bags on their backs,it seems like they are lovers or husband and wife
6741,the musician are playing the ir instruments and singing,their are two Men and one lady,the lady is on the middle  and singing using amicrophone,they musicians look happy even as they are singing and playing their instruments,they look very happy even as they are playing their instruments and singing
6742,a man is trying to start a machine,"he is wearing wearing green face mask, and a green shirt",the machine his trying to start looks like it works with electricity,the machine is yellow in colour,he is wearing protective gloves on his hands
6743,a man and a lady are at the river,the man has jumped in the sky,the lady is standing and has a camera in her hands,the lady is kneeling in the river sand while capturing,tha man looks like one who is about to fly
6744,a lady is sleeping in a room,the room looks dark it seems it's night time,the lady looks like she's in a deep sleep,the room has green curtains,the lady looks like she's alone in the room
6745,a lady is playing with game of tennis,she has a racket  in her hands that she's  using to throw the ball,she has frowned her face like someone whose in pain,she is wearing a blue shirt and skirt Nad Nad white cap,behind there  is a poster that has a green ball on it
6746,young boys are celebrating in a pitch,they look like they are on competition,the boy in black cloths has turn upside-down,the one in blue is cheering,their are people in the ground that are watching and cheering
6747,four boys are standing on a bicycle,there is one girl and three boys,they are all not wearing  shirts,the girl is sitting on the bicycle,they are standing on the grass and behind them there are cloths hanged on the line
6748,a person is in a room,he standing on the window while looking outside,it is unknown weather he is a man or woman,he is wearing awhite shirt and a a black trousers,he has put the hands on the window
6749,a lady is on the road carring a child,the lady is talking on the phone and the child has something in the mouth,behind them their are people walking,there are also different kinds of vehicles,it seems it's in the cold season cause people are wearing jerseys
6750,three children are playing on water,they are all wearing pants without shirts,the water looks like rain water,there are wall on both sides of the water,on the far end there are tall buildings
6751,six men are in the kitchen,three are standing while the other three are sitted,there are different kinds of things on the table,they seem to be carried away with the story,the man whose just alone looks like his getting something or his playing something
6752,A man is in an office,he is making something that looks like a boat,the room has different kinds of metal,the man is wearing a blue shirt,there is a machine on the boat that he is using to screw the boat
6753,some ladies and gentlemen are in a room,they look like they are celebrating something,they are both filled with joy on their faces,the wall in the room is painted red,on top of the door their is an exist poster
6754,men are standing by the river,one is sotted in the boat,one other guy has removed his shirt,there are people in a boat that are on the middle of the river,the boat that is on the side of the river has things that are looking like fishing nets and some other things
6755,an old man is sitted on a chair,in his hands he has a bottle of beer that he is looking at,he is wearing a black shirt,only his upper part of the body is seen,he looks like someone who is already drunk with the same beer his drinking
6756,a man is in a shop where they assemble  bicycles or sale,he is looking at the bicycle in the shop,the man is wearing a black shirt that written words taking about the bicycles,the bicycle  is new and has a long sado,the bicycle is locked in some chains and a yellow rope
6757,young children are playing,the place they are playing from looks like a garden,the children are four in numbers,the faces of three children are not seen because they are facing the other side,they all look like girls and face of the one looking the other side us full of joy
6758,an Oldman is sitted in the market,the market is full of farm products,"among the things they are selling are cucumber,pumpkins,squash,tomatoes and some other things",there are no people where this man is selling from as a result he is just sitted,there is another man near him who  has bent down and some women standing near the tomatoes
6759,a man is holding a paper that has the faces of the people his painting,two ladies are sitted nearing watching what his painting,it seems the man is an expert in painting,on the table there are pencils and a cup,the ladies are explaining and the man is painting what they are explaining
6760,a man is standing in the bush with his hands lifted up,he us surrounded by grass,he is standing on snow and behind him there is a river,the man is wearing a lot of cloths and his holding something in his hands,"he is wearing a green shirt with another black shirt inside, a cap with black trousers and shoes"
6761,four ladies are walking on the road,they look like university students,one lady is carring a bag on her shoulder,among the ladies three are wearing trousers while one is is wearing a short,"some other students are everywhere, some are sitted while others are walking"
6762,one family is walking together,they are walking on the river side steping in some water,"the family consists of the father, mother and six children",the child behind has bent like someone who 8s trying to pick something,these people are walking from a distance hence their faces are not seen
6763,there gentlemen are standing on the side if the river,they are standing on a stone that a bit higher than the river,two are wearing blue shirts while one is wearing black clothes,one man wearing a blue shirt and the other one in black are wearing sunglasses,the men are with their dog that is standing near their legs
6764,a lady is holding something in her hands and she's  facing upwards,she is wearing a short dress that has left her chest outside,she us wearing beads on her wrist and neck,she is wearing a wrist watch on her left hand,the lady is smiling while standing at the place that looks like a bar
6765,a gentle man has focused his eyes at one spot,he is wearing spectacles and he looks surprised,he has a nice short hair cut,he is wearing a blue shirt,only his head and chest is seen
6766,two children are playing,they are both not wearing shirts,they are both  have floaters on their arms,the children are swimming in a swimming pool and it's during hit season,it's too sunny that their is a reflection of their shadows
6767,a musician is playing a saxophone,he is wearing a cap and a black jacket,he has closed his eyes while playing the saxophone,when playing he is first blowing some air in it then he presses the buttons,the man looks like his married becauses his wearing a wedding ring
6768,two women are sitted on a chair,they are wearing same dresses and shoes,only the caps are different from each other,one is wearing a blue hat while the other is wearing a white hat,they look like teachers or church missionaries
6769,a man is on the river riding a boat,the boat uses power to move,the man is holding the boat like someone who is riding a bicycle,he is splashing the water on the river due to speed,he is splashing the water on the river due to speed
6770,a lady and a gentleman  are sitted on the chair,the gentleman is wearing a black shirt  and the lady is wearing a yellow shirt,the man has folded his arm while the other arm is on his chick,there is a man in front of them whi si carring something,there are also some people that walking towards the door that goes outside
6771,some ladies and gentlemen are in a building,two ladies and a gentlemen are sitted on the chair,some people are standing and some look like they are walking,the building looks like a bar,the lady has something in her glass that looks like beer
6772,a group of people is sitted in a car,among the crowd there are men and women,they look like they are going on a long journey,it seems like it's cold season and hence they are all wearing winter clothes,they are in the middle of the bush and car tire has a puncture
6773,a man is standing on the machine,he is full of joy even as he is holding the machine,it seems his standing on the middle of  buildings,there are chairs outside the buildings,there are also flowers that are put out the doors
6774,a tennis player is in the tennis ground,he has a racket where she has put tennis balls,some other ball are in her right hand,she us wearinga and cap and a black shirt and short,her Dressing is that of a person whose about to start playing the game
6775,one gentleman is climbing a mountain,it seem it during snow time,the mountains are covered with snow,in front of the mountain there is a river,"the man is wearing a white hat,blue shirt and a black trousers "
6776,two people are wearing very big hats,one looks like a man while the other looks like a woman,they are both full of joy and they are smiling,the one whose looking a man has a big body and the ine whose looking like a woman has a small body,behind them there  is a poster that shows that they don't allow smoking
6777,a police officer is on a motorcycle,he is wearing black sunglasses and a helmet for protection,he has lifted his hand like his stopping something,behind him there is a bug car and smaller ones,he is wearing a jacket that is worn by police officers on the road
6778,a man is looking at the tomatoes,the tree has a lot of tomatoes,the tomato trees are tied with sack strings in order for them not to fall,the tomatoes garden looks to be so big,the man is wearing a green shirt that is similar  to colour of the tomatoes
6779,a lady is been taught karate,the man looks like the coach,the man has a pad on his hand where the lady is hitting,there is a bag on the ground that has the lady's uniforms,there some house or building that are seen
6780,a lady and a man are playing instruments $,the man has a guitar around his neck,it seems like they are playing the instruments from outside,they are both wearing sunglasses,the lady is wearing a white band around her head
6781,a man is on a horse,it seems like he is in a competition of horse riding,the horse is running so fast,the man is wearing a helmet  for protection and clothes worn during horse racing,the place where the horse is running from  has a white wood fence and flowers
6782,a lady is playing a violin,she looks like she a musician,she is full of joy and smiles,she is wearing a black jacket with red flowers on the hands,the standing is standing and she's just  alone
6783,three little children are playing on the road,two are boys and on is a girl,the boys are sitting on something that looks like a car made by children,the girl is chasing after the car,the is a man on the door watching and another one on top of the roof
6784,a man and his family are on a oxcart,the man is in front and all the children are behind,among the children three are boys and girls,the horse they are using is black with white patches,on the road side there is a big building
6785,people  are walking on the road whole others are standing,the road is in the middle  of tall building,the building looks like shops and at the same time Ike houses,among these people their is an old man on the bicycle,the building has windows that are on top and a lot of doors
6786,the musicians are on the road playing music,there are only men and one lady,theya are all sitted while playing their music,"the are all wearing same clothes, white shirts and black  trousers",there are books in front of them that they are using
6787,a painter is painting the roof,he has climbed on a ladder when painting,he is wearing a helmet for protection,he is wearing gloves to avoid paint on his hands,the roof his painting is white in colour
6788,a musician is on the road playing a guitar and singing,the .an dancing is wearinga a lack trousers and a green shirt,two lovers are sitted watching the man dancing,it looks like they are in the middle of shoes where people pass,the man dancing has a cigarette on his left hand
6789,a man and a small girl are in a football  pitch,they look like father and daughter,the man is wearing a football jersey,his wearing a white shirt white short white socks and white boots,"the girl is wearing a black shirt,white short and white boots"
6790,a mountain climber is trying to climb a tall mountain,she is wearing a red shirt and a blue  trousers,the mountain has something that is helping her climb,the mountain has something that is helping her climb,the lady has reached the top and she has a bagbin her back
6791,people are in a room chatting,it's a group of men and women,among the group there is an Oldman sitting on the chair,the man has a cup in his hands,whatever his drinking is not known but seems like it's tea
6792,three people are playing in the river sand,two are wearing black shorts without shirts,one man is 8n between the two men,one is holding the legs while the ktherbis holding the hands,it's a sunny day and the shadows of the men are seen
6793,a child is reading a book on the chair,he is wearing a jersey with spectacles,the spectacles are on the nose and are far from the eyebrows,the book his reading looks like a magazine or one with pictures,the child looks like his Japanese or Chinese
6794,a group of people is standing at one place,these people are squished in their standing,there is also someone holding the flag a his country,among the group their is a man whose facing up and has closed his eyes,all the people are faced the other side hence their faces  are not seen
6795,a crowd of people is gathered in the road,there are only whites in the crowd,ther is a black man heading in a different direction,the man is wearing a big white shirt,he has afro and IA holding something  in his hands
6796,two dogs are playing,both dogs have a lot of fur,they are both brown in colour,these types of dogs are usually kept inside the house and not outside,the bigger dog has a belt around its neck
6797,a group of people are standing in market place,their are two men and two ladies chatting,the two men are standing on machines,there is building tha has a lot of lights behind them,there are also some other people that are standing and chatting
6798,the men are playing a game of volleyball,the game is played using hands,the men are four in number,they are all wearing shorts without shirts,on man has jumped up as his trying to throw the ball
6799,the bicycle riders are competing a big hall,"the building has three storeys, where they are riding from and where people are sitted",the mannis sitted on the second floor  is wearing a black shirt and is watching,the building has different kinds of light that are switched on,the bicycle  riders are many in numbers surpassing six
6800,three football players are in the football pitch,one man is in the goal post and two are playing,there are a lot of tall trees outside the pitch,they are all wearing different jerseys,"one man is wearing a white shirt with a blue short, the goalkeeper is wearing a yellow shirt and black trousers and the other man is wearing red"
6801,a lady is standing at a shop where they are selling things,she is wearing a black dress with black heels and is holding her waist,there are small dolls that are put on black board that is on the table,the have hanged some things that are made out of wood,there are also different things that are put in boxes on the table
6802,a man with plaited ahair is in the road walking,there are also some other people on the road and among these people are ladies and gentlemen,the quantity looks carried away with something that his watching,behind them there is a building with a lot of windows,there are some shops outside where they are selling things
6803,a woman is walking along a building,she is wearing a stripped shirt with a brown trouser and she's carring a bag,there are no people on the road,there is a blue bin on the side of the building,there is statue in  front of the building and some grass
6804,a woman is standing on wall side,she is wearing a black dress with a red scarf and a red bag,it seems like it's during cold season,there is a Becka car behind her,"And a man walking, his wearing a white hat"
6805,a young boy is walking the leaves that are on the road,he is sitting on a skate board and his pushing it towards the leaves,"even though his playing alone, he is very happy",he has lifted his legs up while sleeping  on  his skateboard,"he is wearing a green shirt,blue short,white socks and black shoes"
6806,three men are playing a game,the game looks like that of catching a cow,they have tied the cow with a rope on the stomach,their are people in the ground that watching the competition,there are two men standing in a distance and the look like the ones heading the game
6807,musicians and music players are in a room,their are men and women ant they are all playing guitars,their are people in the room that are watching and listening to the music,two men are sotted while two ladies and one man are standing,all the musicians have  ooks that they are using to play the music
6808,a group of people is in a room.,"in this group their are men,women and children",they look like they are in a prayer meeting,there are people talking in front that they are listening to,a child and the mother ate chatting
6809,a gentleman is on top of a building,his has lifted his legs up while his hands ate on the wall,there are two tall buildings on both his sides,the buildings have doors that are made of glass,there are trees that are on the sides of the buildings
6810,the father is playing with his kids,the family is playing under the falls,kids are wearing blue clothes and the father is wearing white clothes,one the kids is looking like a boy and the other one looks like a girl,the father is bow and looking at the kid who's wearing a hat
6811,two ladies are working in the shop,it's the shop of cooked foods,"in the shop there's cakes, fritters, scornes etc",they both wearing apron and hats,in front of the shop there's a flag of America
6812,the musicians and the guitarist are singing,the lady in white shirt is singing and raised the hand in air,one man is playing violin,there's a small group of people who are standing in dark and their clothes looks dark,and some people they are just watching and capturing the singers
6813,the husband and the wife are fighting,the man puts his hand in the wall and the lady too,the man is wearing a blue trousers and orange shirt,the lady is wearing a brown shirt and a red skirt,without doubting the man is proposed by the man
6814,teenagers are drinking beer in bar,the girl is seating close to the boy,the girl is wearing a black shirt and she have long neck,the boy is wearing a blue shirt and he's holding a cup in his hand,the teenagers are seating behind two people
6815,the boy is standing near the wall in the station,the boy is wearing black clothes and they have red on the neck and hands,the place where the dogs are standing water are not too deep,on the other side there's a girl who is seating on the chair and she's wearing a white hat,all the people in the station are looking at the bus
6816,three dogs  are closing the river,two dogs are brown and one is black,the place where the dogs are standing water are not too deep,the river is big,all the three dogs they have belts on the necks
6817,the pupils are in running competition,there's a lot of girls in the group,they are wearing sports attire,others are wearing orange clothes and others are wearing black clothes,and there's people who are watching
6818,the pupils are in running competition,there's a lot of girls in the group,the cloths he's wearing looks same with the color of the motorbike,he's carrying the blue cargo on the bike,the man he's not seen on his eyes
6819,the crowds are standing,they look like they're coming from different places,one lady is standing with the bicycles and she's wearing a White shirt and a small short,one hand she's holding a bicycle and hand she's holding her waist,"some people are standing, some are seating and some are walking"
6820,two boys are playing under the shelter of woods,they are wearing hats like those they wear on bicycles,one of the boys is bigger than the other,the older one is wearing a blue shirt and the younger one is wearing a black shirt,they looks like they was ridding the bicycles now they want to rest
6821,the boy is in toilet,he holding something in his bands which is used to clean the toilet,"the man is wearing a green shirt, black hat and black Jersey",he's standing and talking to someone else,inside the toilet they are painting white color
6822,the lady is standing on the road and playing Dutch,on his right hand he lifts a rod which is used to play the game,on the other side there's mountains and trees,it looks like the road it's in the middle of the bush,in front of him there's a sign post
6823,one family are walking on the road together,there's a father and three children,"on the children there's a boy, girl and the smallest baby",behind them there's big trees and houses,on the other side there's parked blue car
6824,the man is walking on water,behind him there's a person who's helping the man,there's people behind who are watching on the chairs,it looks like they are in swimming competition,the man is fat
6825,the dog is running on the snow,the dog is in air while it's running,the ground is is looking like snow,the dog has two colors black and white,the dog has a rope on the neck
6826,the group of the boys are on the lake,they are seating on the boats near the lake,there's firewood which they put on the side of the lake,there's houses which they made with woods,the men looks like they are fishermen
6827,two children are standing on the roadside and they look like they brothers and sisters,there's a boy and the girl,they both wearing hats and jerseys,it looks like in cold season,the boy have something on the hands which has orange color
6828,man and the woman are standing at the shop,the woman is looking at the man and smile,at the shop they are selling clothes and other goods,there's a head of the doll on the table,the shop is near the road and big tree
6829,a lot of people are in town,they're all looking like they surprised to what's happened,on the road there's one person who's wearing like a mad person,he's dancing and put the box in front of him,the cloths he's wearing has flowers together with the hat
6830,the man is open his mouth wide,he's with a lady,at the same time they look like they are inside the train,and at the same time they look like they are inside the fryer,they both seating near the window
6831,four tailors are seating and working,it looks like they are happy and celebrating,three of them are holding cotton in hands and the other one is holding the sticks,others are on the queue and it looks like they are getting food,they are tying the balloons on the ceiling
6832,the mother and the baby are playing,she throws the baby in air and spread the hands to hold her,they are standing on the side the river and trees,and its sunrise,they both open their mouths
6833,the pastor is walking on the road,he's walking and talking on the phone,he's holding a box in his right hand and the left hand he's holding phone,he is wearing black long dress worn by a priest,he is also wearing something inside it has the. older of his waist belt with black shoes
6834,at the junction there's a lot of roads and people are walking,people are mixed,"some are going on south side, north and some are just standing",one man is sleeping on the road,all people are wearing jerseys and there's no one to help the sleeping man
6835,four different people are seating at one place,the place looks like a station or restaurant,there's a two men who's wearing black clothes and two ladies who are only seen the heads,they are seating on the wood chairs,they are mounting newspapers on the wall
6836,the boy and girl are standing and smiling,these two people they look like pupils,at the place there's flowers which looks like presents,they both wearing black jerseys and behind them there's windows,it looks like they are receiving presents
6837,the musician is standing and playing his guitar,he's singing and while playing guitar,both his hands are on the guitar and he looks on the other side,they put microphone in front of him,there's a powerful light on the place where he stands
6838,two farmers are standing in the bush,one is holding knife and the other one he's wearing a hat,"the one who has a cloth on this head, cigarette, and he's wearing a orange shirt",they look like Indians and they are in middle of the bush,they look like they are fighting
6839,the masonry is waking,he's holding and pushing a long wood in his hands,he's wearing a personal protective equipment,"he's wearing a hardhat on his head, glasses and gloves",he's on top of something and he's tying safety belts
6840,two kids are in the farm of flowers,the farm is too big and there's more red flowers,on that side there are two houses,there cars which is parked on the side of the houses,the children they seems to to happy
6841,the baby girl is on playing park,she pushed it and her head is ups and down,the legs are on surface and her hands are holding the flying play,she's wearing a blue trousers and a white shirt,at the place there's glasses and trees
6842,a man is cutting a big tree,he's on big truck while he's cutting the tree,he has a machine which he's using to cut the tree,he's wearing a green shirt and black hat,it seems is cutting trees in bush
6843,four fishermen are on the river,one of them is standing on the boat,three of them they have nets,the river is too big and it looks like it's attached to the sky,their nets are heavy and it looks like they're already catching fish on the nets
6844,two dogs are playing,"they look alike, like dolls",they are all removing the tongue,these dogs are kept inside the house,there's a lot of glasses where the dogs are playing
6845,three people are in kitchen,there's two ladies and a child,it looks like they are cooking something,one lady is lifting the child,on top of the table there's different things
6846,people are on the bus,they are all standing,one lady is reading newspaper,it looks like they are in cold season because they're all wearing Jerseys,it looks like they are on long distance
6847,two men and one lady they're in living room,it looks like they are playing,they are all happy,on the floor there's a bottle,one man is wearing a green hair
6848,two boys are playing with an long knife,they wearing a protective hats,they are pointing each others long knives,they are all wearing same clothes,there's other people who are watching
6849,two children are in bedroom,they are writing on the wall,there's one girl and one boy,they messed up the room with their pencils,the color of the wall is green
6850,People are sitting round a fire chat,It's evening time and it is dark,Everyone is wearing warm clothes as the night is getting cold,One of the gentlemen has bottle with some drinks,The fire looks like they were using it to burn some stuff
6851,A little girl is playing in the yard,"She is wearing a yellow hut, a blue shirt and trousers",She is seated with are legs folded and are eyes closed,Her hand is near the mouth like someone blowing the air,There is an old lady behind playing with a little child
6852,A crod have people is gathering in a huge building,The place looks like a bus station or a shopping mall,The building is very high that you can not see the roof,The building is painted yellow and it has very big windows,There is person in the crowd carrying alot of luggages on her body to an extent that her body is fully covered with the luggages
6853,Three men are in foot ball field,They are all wearing same clothes,"They are wearing blue caps, white shirts with red stripes and white trousers",They are holding different flags in their hands of unknown coutries,There is a huge building behind them made of red pan bricks
6854,A little girl is playing outside on the grass lawn,She has stretched her hands towards the horsepipe gushing out water,She is wearing a blue shirt and short,The girl has long hair on her head,There is a white car parked in front of her
6855,Children are sitting down in a room,There are boys and girls among these children,They look like pupils attending lessons,In front of them there is a lady that looks like their teacher,The children are sitting and being addressed like those that have done some offences
6856,Five people are competing a running race,The race is a combination of men and women,They all look like the pupils,There is a lady standing in front of them looking like a sports teacher,There is a crowd of people watching them some are sitting while others are standing
6857,A certain man is entering a building with his bicycle,The building looks very old,Several other bicycles are parked and leaning on the sides of the building,There is a group of people standing and chatting,The buildings are joint to each other and have several windows
6858,A woman is standing in front of an audience while holding her waist,She looks like a teacher,There is a big screen behind her with some writings on it,The room looks a bit dim but with some lights which are on,This must be the evening time
6859,A person is riding a bicycle with some wood laden on it,Along the road there some tall trees on both sides,This person is alone on this road,This person is carrying alot of wood on his bicycle,There is red carrier and seater behind this bicycle
6860,the football players have posed fir a photo before the match,all the players are eleven in numbers,all the players are wearing same jerseys that are red in colour,the football ground they are in is so big,there is Aldo a crowd of people that have come to watch the game
6861,a woman is standing in the road side,the qpalce she's standing at looks like an airport,he is wearing a jersey and a blue trousers  and black shoes,she has a bag on her shoulder,behind her there are people that look like they are from disembarking from a plane
6862,San is sittrd on a chair eating,"he is wearing a black hat,red jersey and a white short",there are alsobsome other things on that he has put on the chair,the place he is sittrd on is surrounded with flowers,the food his eating looks  a lot to be finished by one person
6863,three men are standing in a line,they are all wearing yellow dresses,the man 8n front is wearing sunglasses and gas lifted plates,they look like they are in a queue for food,they are child behind the men that are playing
6864,young children are on the stage singing,they have all pointed their hands in the sky,they look like they're in the house of prayer or church,there are microphones in front of them,they are all carring something that is blue  and green and also some orange colour
6865,a lady is carrying a bucket of water,she looks like she's from the river or tap,the place is full of grass and trees,there us a house in front of her,she's  wearing  a white dress with red and green flowers
6866,a man and woman are standing while boy and a another man are sitted,the man and woman are in a conversation,the place where they arevis dirty,the wall is full of worthing with dirty posters,behind them there us a lot of trash
6867,a group of people is gathered together,"among the group there men,women and youths","there are people sitted on the chairs,floor and some are standing",there us a building behind them were they have hanged a tent,they look like they are in meeting or games
6868,four people are playing on the river,two have boards to protect them from drowning,the river has a lot of waves,behind the four people there are some other  people on top of the river,there are also some building and rocks on the river
6869,a man who looks like a lady has painted her face,he is wearing folks and knives  on his head and chest,he is wearing a ring like someone whose married,there are switched on lights behind him,his eyes are red and he has opened his mouth
6870,a shop has gathered people together,the group 8s full of students,the small shop has an umbrella that has white and blue lines,it looks like the sell different kinds of food at the shop,the  place looks like a school hence there are students everywhere
6871,the man is crosing the road,he's closing into the next road which is in between the big buildings,these buildings are on both sides of the buildings,there's a lot of people on the next road,the buildings has a lot of shops
6872,the baby girl is jumping,she's in the bush,her hands are in the air and she's folding one leg,she's wearing a black trousers and a yellow shirt,it looks like she's playing or calling her friends
6873,two teenagers are standing on the roadside,one of them is touching on her head and the other one is drinking something,one of them is wearing a small striped skirt and a black trousers inside,the other is wearing a small striped skirt and a black shoes,behind them there's a lot of bicycles
6874,the teacher is writing on the board with white choke,the teacher is not seen on her face,the teacher is wearing a black shirt and it looks like the hair,it looks like the teacher is writing too fast,it looks like the teacher is teaching about electricity or mathematics
6875,the is standing near to the computer,he looks smart and he's wearing a black short sleeved shirt and a trousers,one hand is in pocket and the other one is holding a bag,"he's checking the computer which is near him, it looks like he want to buy",in the building there's a lot of white computers
6876,two ladies are standing near each other,where they are there's a lot of different people,"they are only seen trousers and shirts, their faces are not seen",a lot of them are wearing blue Jean trousers and black shirts,they're all looking like they are just come to watch football
