IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2047,Alot of young men are standing in a  room during the day,what are they doing?,They are playing trumpet using the mouth,They have paid much attention to what they Are  playing,"Other men are sitting ,they are also playing instrument using their hands"
2048,Two ladies are in a nice place,This place where they are there are chairs with tables,what are the ladies doing?,The ladies are capturing each other,One lady is standing with a camera capturing a lady laying on the table
2049,A lady is standing on the middle of the way  during the day and behind her there are people,He looks joyful,He is holding hand bangles on both of his hands,He is wearing jewelry and hand bangles,It looks as though he is selling hand bangles
2050,Two young men are in a rocky place that has a river,what are the young men doing?,They want to go in a river to swim,Both have removed their shirts they only have shorts,One young man is jumping in water while the other one is  he is standing on a rock near the river
2051,Alot of people are standing at the same place,Alot of people on these are wearing Huts on their heads,There is a young man who is wearing smart,How is this young man looking?,He looks happy he is rejoicing
2052,A dogis in the sky it has jumped ,What is the dog doing?,It is playing with a container,This dog is at an open area  with nice trees,A place where this dog is there is a river
2053,Different people are on the same place,Other people are walking while others are standing,Those standing what are they doing?,They are discussing a man and t woman holding a black dog,A place where they are there are electric ropes and upstaired building
2054,A child is standing and holding something made of wood,What is she doing,She  looks as though she is playing with eyes  widly open together with the mouth,To this same place there are alot of people,She is at a children's playground
2055,Two young men are in one place without shirt they only have trousers,One young man as a camera he is capturing in while sitting,What vis he capturing?,He is capturing the friend while he is sliding,A place they are playing from has an upstaired building
2056,A young man and a lady are on the door,What are they doing on the   door?,They are sitting listening to something,The lady is facing her back to the young man while sitting,The man and a lady are wearing white colored shoes
2057,A girl is standing on a wire fence during the day,She is holding the fence with two hands so that she can't fall,What is inside the fence?,There is a grey horse walking,And there are two Houses
2058,A dog is sitting down still,Where is the dog?,The dog is in the bush with grass,In this are there are grasses that has flowered,The dog has opened it's mouth .it looks as though it's resting
2059,Two children are standing on a bridge,On these two children a girl is older and the boy is younger,what are they doing?,They are standing they look as though they are getting a photo,The place where they are looks like a big  bush with alot of tall t
2060,Alot of people are at one place. others are sitting while others are walking,Among these people there are men and women but there are women  than men,About four people have dogs  and these dogs have ropes tighed around their necks,The dogs have fur with same white color ,A place where they are there are nice trees and grasses
2061,A white dog is outside,what is the dog doing?,The dog is running fast.it looks like it's running from someone to somewhere,It looks tired and it has opened it's mouth  while running,A place where it is there are green grasses and leaves
2062,A woman is  on the road wearing a head cover,She is crying a child back using a raper,She has a small bag  on her shoulder and another bag on her hand,How is she looking?,She is looking tired while walking due to alot of things she  is carrying
2063,A certain place has alot of people,"At this place there people walking ,those standing and those sitting",There is an old man hold a poster with writings,What is the old man doing?,"He is standing holding a poster in front of him ,he looks like he is getting a picture"
2064,Two girls with water bottles  sitting,Where are they sitting?,They are sitting down on the grass under a big tree,What are they doing at this place?,They are watching something and their faces  looks joyful
2065,A dog is in a place where there is snow,How is it looking?,it looks as though it's upset and  scriming,it hat a red belt in it's neck,The dog is Alone in this place
2066,A girl is coming down from the swing during the day,How does she look?,She looks happy and she has shoes on as she coming out of the swing,This swing is outside the yard,"On this same place there is an up staired building ,it looks like a house"
2067,A dog with Alot of fur is in the  sports field,What is the dog doing?,It is jumping on three metal rods aligned,where is the dog?,The dog in  the children's playground
2068,A girl child is with a boy child in a nice place,The place is made up of ceramic or tarehalls,What are the children doing at this place,They are playing von a sliding material,The girl child is laying on the sliding material while the boy has just put one of his leg as they are playing
2069,Alot of people are in a up machine,The people are sitting on chairs inside the machine,The machine is made up of big and strong metals ,What is happening?,People sitting in the chair are going round the machine
2070,A child is standing in the bedroom ,What is the child doing in the room?,He is playing and liking the ball using his foot,The child is alone in this room,In this room there are playing toes such as vehicle toes and dolls
2071,A young man is in an environment with Alot of people,what is the young man doing?,The young man is jumping flipping,where is the young man?,The young man is at the sports field with  Alot of people.All the people have come to exercise for fitness
2072,A child and the parent are sitting on a camel .and the child is wearing ahead cover,There are two Camels and they are tighed with ropes on their heads,There are on a bare land  near the ocean,what is the mother and child doing?,The look as though they are going somewhere .they are on along journey
2073,A young man is flipping while standing,While flipping he has put hii leg together while his hands are separate,Where is the young man,He is at the banks of the river  and on the ground there is alot of sand,The young man appears to be alone near the river
2074,Two boys are wearing shirts and are standing,What are they doing?,Tbei are playing and the have white bubbles on their bodies,How are the children looking?,They look joyful while playing
2075,A dog is in planted grass during the day,It has opened it's mouth and lifted up it's tail,What is the dog doing?,The dog is walking it looks like it's looking for something,A place where the dog is there trees also
2076,A young man is walking  with a dog,A dog has a belt on its chest,What is happening?,The dog has run away  from the man and it looks like it wantsto leave the belt,There are on a tared road alongside the building
2077,A dog is walking in in the river,What does it have?,the dog has bitted a tall  dry tree ,How is the place where it is looking?,The place looks like it's a deep bush and there trees with few leaves
2078,Two young men are standing alongside the road near the building,What do they have,Both of them have motor bicycles,They are wearingaring a motor bicycle hut and every one is standion their motor bicycle,They are standing facing down it looks a motor bicycle .it  looks like this in when they have dropped off
2079,Three young men  are i the spot field,They are wearing a hut and  while playing have ball,what is happening among these men?,"These young men are  are playing ragiby,one man is held by friend but  are fighting to get the balls, while one is to  collect a ball get the h",Alongside  the field there  are people  watching
2080,Three men are in a boat and a boat is on the river,In the boat there  a  long rope and  two gas containers,what are these men doing?,They look as though they are catching fish,Along sides of the river there are  trees and stones
2081,boys and girls are on water sitting,where are they sitting?,They are sitting on a boat made of dry woods,All the children are wearing protective huts  and swimming jackets,Other children have paddles  used to control a boat
2082,Three dogs are in a green sports field  ,The dogs have opened their mouths while walking,What are these dogs doy in the sports field?,They are running to capture the tennis ball,At the edges of the sports field there are tall  trees aligned
2083,A man is at a place with snow,what is the man doing at this place?,A man is jumping through a big hole on the snow,How is he looking?,"He looks prepared,he is wearing protective  clothing on his legs,body and hands"
2084,A man is sitting on a chair holding his forehead,What is he doing?,He looks as though he is reading something,How does he look?,He looks to be rejoicing and he is tired
2085,A man and a woman are standing,Where are they standing?,They are standing in water and a they are facing each other,What are they doing?,They are looking down it looks like there is something they are getting from down
2086,A man and a woman are in play toe,A  woman as not  put on shoes but a man as put on his shoes,A man and woman are protected while on the swing and the have held their hands to rod metals,How are they looking?,They look rejoiced while swinging
2087,A young man without a shirt is on a bicycle,He is sitting on a bicycle and holding the handlebar with his left hand,Where is the bicycle?,The bicycle is in the sky,Mountains and tall buildings are appearing at a distance below the bicycle
2088,A man is  moving with a watch on his hands,Where is he?,He is at a place with different people.it look like is in a building,What else does the man have?,He has carried his hut  using a metal rod and he had a bag behind
2089,Two dogs are in the sports field,What are the dog doing?,They appear to be playing,One dog is sleeping facing upwards while playing,There is nice grass on the ground
2090,Two young men are in a sports field,In the sports field there are nice green grasses,What are these young men doing?,They are playing it looks like there is something they are fighting to get,These young men are wearing sports shoes and  huts on their heads
2091,A dog is in a room during the day,whtis it doing?,It is sleeping on a carpet,It has streached it's front and back legs while sleeping,It is facing backwards .it seems as though it's looking at something
2092,A lady is in the sports field,What is she doing?,She is playing tennis ball game,She is bending as she is throwing a tennis ball,She has paid much attention as she is holding a tennis stick
2093,A boy is standing near his elderbrother,Both of them have removed their tongues,What are they doing?,"They are standing very prepared ,it seems they are getting a picture",Both of their tongues have been painted
2094,A lady is standing on a railway,What is she doing on a railway?,She is standing prepared getting a picture,Near where the lady is there is an upbelt road,While getting a picture a lady is holding her hand behind on her waist
2095,A dog is in a wire fence,What is the dog doing?,It is running it looks like it's running away from something,The dog has opened it's mouth while running,A sports field where the dog is running it's beautiful
2096,Three people are in a room,One lady and one man are standing while one man standing in a work place,What are they doing?,They are prepared looking at the same position,It seems they are getting a picture
2097,A boy is sitting on a chair,Where is this boy?,He is in the library with well arranged books,What is he doing?,She is wearing reading glasses while reading a book
2098,The grand mother and a grand father are resting sitting close to each other,Where are they?,There at  a beautiful place,In this place there are plate concrete made structures removing water,At this same place there are beautiful tall trees enjoyable to view
2099,A person is in the sky  wearing clothes for protection,where is this person?,She is at a place with snow  and tall trees,what is she doing?,She has stepped on  a sled used to slid on the snow
2100,A dog is in water  in the river,It is standing on its two behind leg,It has a belt around it's neck,how is it looking?,It looks as though it is enjoying playing in water
2101,Aan is on amoto cycle wearing a protective hut,What is the man doing?,He is standing while driving a motor bike,He is holding tightly the throttle and he is standing while driving,The motor bicycle is having small tires in front and at the back and it is moving fast
2102,A man has removed his shirt and he is standingon the Bank of the river,What is he doing at the river?,He is throwing something in the river as he is  having a good time ,he has lifted up his leg while throwing something on the river,He looks active and joyful
2103,Three people are standing in the bush in the afternoon,This bush has short trees scattered,What are people doing in this bush?,"They are looking ,it seems like they are measuring the land",One man has a measuring tape while the other two are standing at a distance
2104,Different people they are standing in a que alongside the road,What are these people doing?,They are getting pictures and they are rejoicing,A lady is the one capturing them  and she is standing in front of them,It seems she is using a sell phone when capturing
2105,A young man is with a dog in the bush during the day,What is the young man and a doing?,They are standing playing.The dog is standing on its two behind legs and it's front legs are touch the man's waist,The young man is holding the dog with his right hand and with his left hand he is holding a cell phone,The man and a dog are rejoicing they are having a good time
2106,Two people a man and a woman are sitting in a room on chairs with tables,A man is sitting in front of the lady and he has paid much attention to what they are doing,What are they doing?,They appear to be studying books,A place where they are is a library
2107,Three men are standing on a tared road during the day,One of these men has a dog he is holding using a a rope on its neck,What are the men doing?,They where walking but they have stopped it looks like they are looking at something across the road,Alongside the road they are standing in there are upstaired building
2108,A lady is on a tared road during the day,What is the lady doing,She is running while it's raining,How is she appearing?,She appears strong and determined to exercise
2109,Seven young men are in the sports field during the day,What are they doing?,They are playing football .and they are about to score,How are the young men looking at this time?,"They look preparedans strong ,they want to score while others are preventing that from happening"
2110,A small vehicle is in a snow area,What is it doing there?,Its moving and sprinkling snow while moving,How is the place appearance?,This place is abare land and it has snow everywhere
2111,A lot of people are in one place,"Among these people there are ladies,men and old people",What is the lady in front doing?,She is playing with something made of red plastic ,All the people are wearing warm jerseys
2112,A dog with two colors a black one on its head and a white the all body is in the sports field,What is the dog doing in the field,It's jumping and playing with a white plate on its mouth,Alongside the sports field there are people watching the dog,In the sports field others are are standing while others are sitting on grass
2113,Two young men are standing outside during the day,what are they doing?,They are playing together and they have paid much attention to they are doing?,One man has a watch and he is playing with a knife on with his left hand while the friend is watching what he is doing,The men don't look afraid being near a knife it seems they know what they Are doing
2114,A young man is on a motor bicycle in the sky,What is happening?,A young man increased the speed and jumped that's how he has found him self in the sky,A man is holding tightly to the throttle with his two hands as he is jumping,A place where they are is empty there is nothing
2115,A boy is out side sitting,What is he doing?,He is sitting on snow alone,How is the appearance of the child?,He looks joyful such in awaythat he has lifted up two fingers of his 
2116,A man and a woman are standing in the kitchen or cooking  room,What are they doing?,They are standing getting a picture,A man is not wearing shoes while a woman is wearing shoes,A lady is wearing an apron .she seems cooking
2117,Two ladies are facing each other while standing on a tared road,What  are they doing on the road?,The ladies are capturing photos of each other  during the day,One lady is capturing the friend while lifting up the camera,A lady being captured has paused well for the photo facing upwards
2118,A boy is on the bed in the bedroom,what is he doing?,He is laying on the bed with his legs up,He has two dolls one near the head and another on his waist,The boy looks happy while  resting with his dolls
2119,A man  is at a place where they are other people,What is this man doing?,He is looking on the sides while walking,It seems he is looking at something or someone,Near this man there is a tree and a building
2120,A man and a woman are sitting at the banks of the river during the day,What are they doing?,They are sitting and resting while discussing and having a good time,Behind them there two bicycles standing,It set they used bikes to come to this place
2121,Six people are standing outside during the day,What are they doing?,They are discussing while sitting ,The appear looking at something or watching something,On the six people only one is a lady
2122,A boy and a girl are sitting,What are they doing while sitting?,They are playing together,The girl is holding the boys chicks while the boy has grabbed the girls hair,They are rejoicing and they are happy
2123,A man is on the ocean standing on snow board,What is he doing?,He is sliding on water and he is happy,This man has a belt on his chest that a is tighed to three ropes,These ropes are helping him to be stable and able to stand  on the river
2124,People are in the sports field others are sitting while others are  standing,On these people there adolescents on the centre wearing sports attire,What are the adolescents doing?,They are running and playing football,They are people sitting watching it seems they are parents to these adolescents
2125,A young man and a lady are laying down on the grass in the yard,A lady is sleeping facing upwards and a young man is on top of the lady huging her,How are they looking?,They appear to  loves and they are in love,It looks like they are discussing something or they are about to kiss
2126,A girl is playing with water,What is she wearing and what game is she playing?,She is wearing a swimming costume,She is playing with water  coming from a horse pipe on the grass,The water is coming from a horse pipe
2127,A lady is in standing in a room at night,Behind their are vehicles,Who is she with?,"She is with two  dog ,one dog is standing and another dog is sitting",She is standing in between the dog and  holding the dogs with ropes on their necks
2128, A lady is sitting on a big rock alone,It appears the rock is very high because she is appearing to be near the clouds,What is she doing on very high rock?,She is climbing a rocky hill as a game,While sitting she is looking down the rocky hill and smiling
2129,A girl child is alone,Behind her their vehicle's,She appears to be struggling with something,Who is she struggling with?,There is something stack on her hand she is struggling to remove
2130,A boy is playing up,He doesn't have any one to play with him,He is at a  blue sliding playing material,It set he is up high because we are able to see that clouds just near,The boy is happy
2131,Three boys at playing ragiby game ,They are competing while playing,One is defending so that the ball should not pass  .they are trying to get the ball from the person having it,There is a sports stadium,There are alot of parents watching
2132,A dog with white color is standing on the lawn,What is it doing?,It is playing on green lawn,It has something it's playing with on its mouth,It looks very happy
2133,A young man is cycling a bicycle on the road,He is wearing the helmet while cycling,It appears he is cycling fast,He is cycling on the middle of the road,Alongside the road there are alot of trees
2134,A dog is alone near the  field,In front of the dog there is a pool ,The dog is jumping in a pool of water,It seems the dog wants to get something in the swimming pool,The swimming pool has flags of America
2135,Two boys are standing in the sports field,What are these children doing?,They are playing a certain game because they are wearing jesses,It appears they want to stai fighting,Because one of them is provoking the other
2136,A girl is at the banks of the river,In the afternoon,The girl is walking slowly,She has a dog following her behind,The girl is holding a dog using a rope in it's neck
2137,A boy is standing in the play ground,He is at the children's playground,He is wearing a white shirt,Since he was playing in the mud his shirt is dirty,The boy has put his glasses on his head and he appears to be looking at asomeone
2138,A lady and a young man are on a bicycle,The young man is cycling a bicycle,A lady is at the back of the bicycle but she is standing,The lady has passed her hands on the young man's neck,They are on the road but alongside the road there are tall aligned trees
2139,A woman is running in the sports  field,She is alone but running very fast,Alongside the sports field there are trees,And the sports field is protected by a fance,The sports field has a red lawn and white lines
2140,A dog is in a swing pool,It is swimming fast,It is just swimming alone,The water looks clean,The dog has red color
2141,A person has flip jumped up,He is playing snow games,The land is pure white due to snow,He is wearing protective clothing,The  clouds looks blue
2142,Girl child are sitting on the chairs,It seems they are watching something,Are they of the same age?,No one girl ia older while the other is younger,This place where they are there are other children
2143,Three men are standing,There in a place made of glasses,It seems they looking at something,The are standing in the side room,There people passing at this place .the place is cold because everyone is wearing warm clothes
2144,A man is on the snow alone,He is sliding on snow,It's very cold because he is wearing warm clothes,He is wearing cloves to warm his hands,He is wearing a heavy jersey and a  white trousers
2145,Five men are on the road,haThey are cycling different bicycles individually,The are wearing same red shirts and green trousers,On the adges of the road there is green lawn,And there are alot of trees
2146,A young man is in the sports field,He is playing  ragiby game,She is wearing clothes for playing ragiby,He is  wearing things to protect him at his feet and head,There are alot of people in the sports field
2147,A girl is under alot of trees,There are different made tents,In front of the girl child there arew vehicles,The child is standing near a table with different things,The sun is shining through the trees
2148,A man is standing and singing,He is in a room at night,He has cuts on his hands,He has a guiter he is playing,He is playing the guitar and singing using a microphone
2149,Different ladies are in the Sam place,They are playing different music instruments,There are two groups,One group is wearing green shirts and white shoes,The other group is wearing red shirts and white shoes
2150,Three people are on a. motor bicycle,They are passing through snow,It appears there is another motor bicycle following behind them,The are wearing clothes to protect their heads,"At a place where they are, there are trees alongside"
2151,A girl is in the garden,Is she standing in garden?,No.Its jumping the flowers,There are nice flowers and lawn in the garden,Behind a girl there tall trees.therefore the is very green
2152,Five people are in the sports field,Only two are playing the ball,"The other three is the father,the mother the father and child",This family is watching people as they are playing the ball,They are playing on the lawn
2153,Different people are on a mountain,On this group there is a child,Maybe it's a cold area  because everyone is wearing warm clothes,Alot of people are sitting looking at a the place where they ,But two young men  appears to be looking for something
2154,Different people are at a certain place  outside,There is a sun,It seems these people are visiting,What is showing that they are visitors to this place?,Everyone has a camera on their hands
2155,A lady is eating food,What is she eating?,She is eating a maize ,The maize he is eating has few white and  more yellow corn,The way she is eating it shows that the maize corn is hard
2156,three children are sitting ,they are sitting down on a lawn,They are happy because they are jocking alone,The ground yard has soil,Behind them are trees that are not short
2157,The dogs are out side in the sports field,They are just alone,But at the ardges of the field there are some lawns,These dogs have grey color,It appears they are fighting
2158,Two ladies at in a vehicle with a roof,One lady is older while the other is younger,The older lady is behind the younger one,The youi one is the one driving,These ladies are happy
2159, Different people are gathered together,"In the group there are ladies ,young men and old people",They are under a big tree,They are watching people playing cesi,One lady is passing with a camera
2160,The dog is standing doing nothing,This dog has grey fur,It appears to be barking at something,This dog has a black rope on its neck,And it's standing on snow
2161,Two men are standing where there is a mountain,It seems there is someone capturing them,Behind them there is a big mounti,On top of mountain rocks there is snow,It seems it's cold bet one is weat a head sock and the friend is wearing glasses
2162,Two boys are playing,Where are they?,There are in a class room  at school,What are they doing?,They are playing .the baxk of one child is on the  back of another child and she has puut her legs up
2163,A lady is playing,She is jumping from the swing,This place has swings,She is wearing short  shirt and short,The lady is just alone
2164,A boy child is sitting,This child has res eyes,She is sitting on the yellow sofa,The face shows that he is playing,In front of him there are children play toys
2165,A boy child is with the father,There in a big shop,The father is in front,The child is moving a trolley,On their left there are bag and on their right there lotion bottles
2166,Four brides made  are with the bride,All are wearing black clothes,It seems they are getting a picture,They are on a beautiful room at night,These brides maids have beutiful flowers
2167,Five people are standing,They are singi in their singing Instruments,On these two has a guitar,Three of these are ladies and the rest are men,They are singing at night  and they are happy
2168,An old man is sitting alone,He is sitting on the chair alone,He is under a bridge,On top of the bridge there is a vehicle passing,A place where he is is very dirty
2169,A man is with the dog just the two of them,A man is sleeping on a bed,The dog has white fur on its body with black fur on the head,It appears the dog wants on the bed,Maybe this man has called the dog
2170,A dog is bathing in water,This dog has black fur,But on its face there is a white line,It has a red belt on its neck,This dog is happy it's not afraid of water
2171,A dog is bathing in water,This dog has black fur,It appears to be happy being in water,Behind the where  he is in the water there is a big rock,And there short trees in the water
2172,A boy child is alone,He is on a swing  playing,"He is wearing bli Short,shirt and shoes",The place where he is there is green lawn and trees . therefore the place looks  beautiful,And a place where he has a black hall fance
2173,A mand has jumped in the sky,He is playing a motor bicycle computing game,He is in a dusty area,This place appears to have tall trees,He had jumped from a higher position
2174,A lady is climbing a mountainous Hill,Down the mountain there is water,This lady is not putting on her shirt,She is wearing a short trousers,While climbing the mountainous Hill the lady is holding somewhere on the hill.Ahe has tighed her self red ropes.
2175,A boy child is playing,He is wearing a sports short and a shirt ,He is standing on woods,He has kicked the ball up,The ball has green color
2176,Two dogs are in the garden,The garden has a lawn where these dogs are,These dogs have brown fur,One dog has a black belt while another dog has blue belt,These dot arw fighting
2177,A man is standing,The place where he is there is a lawn and some trees,Behind him there is a long wood,What is this person wearing,He is wearing white clothes and has coffee in his cup
2178,The dog is alone in water,This dog has brown fur,What is this dog doing?,It's playing alone,It has a ball on its mouth
2179,Four people are standing,They are alongside the road,It seems they are discussing something,There is a black standing vehicle on the road,There are different drawings on the wall
2180,A beautiful lady is standing,It appears she getting a photo,Because she is smiling,The shii she is  wearing has strips,She is wearing striped shirt
2181,Four ladies are standing,All of them are singing,They are wearing similar clothes,They are wearing white huts,There are other people behind them
2182,a young man is in the sports field with a motor bicycle,He is wearing protective clothing while on the motor bicycle,On his head there is a protective hut,alongside the ground there people watching,There is sand in the field he is driving his motorcycle
2183,A man is standing in the sports ,The sports field has a wire fence,Behind the the fence there is a tared road with yellow stripes,It appears to be in the morning because this man is wearing night waers,Maybe he is exercising
2184, A young man is aloi in the sky,He is up in the sky,He is wearing a white shirt and a nervy blue trousers,He has stepped on a skating board used onth the road,It has wheels down
2185,A tall ma is in the sports field,In the sports field there are shiny trousers,He is wearing a white shirt and short,what are these people doing?,These people are in a group watching ragiby game
2186,An old man is in the garden,The garden where he is has alot of trees,Other trees have been cut,He is cycling a bicycle in the garden,He is wearing protective clothing and hut when cycling and he is carrying a bag
2187,Am old man  is standing,He is standing alongside the road,It appears he is looking at someone,In front of him there different people passing,Others are in vehicles passing holding flags
2188,A boy child is alone,He is swinging on something,It seems it's a children's vehicle,It has green and red color,The child is facing upwards while swinging
2189,A boy child is in the sports field,He is playing a certain game because he has a rickety stick ,He appears to pay mui attention,The sports field has soil and a fence,Behind him there people watching the game
2190,Two men are walking on the road,alongside the road there is a blue vehicle standing,Behind them there are tall trees,There electric wire passing through the trees,And alongside the road there is snow
2191,A father with two kids are on the banks of the ocean,One child is a girl and another one is a boy,The father and a boy child are not wearing shirts but all the three are wearing shorts,The father is playing with a boy child,He has thrown the boy up
2192,A dog is playing alone,Is th the dog alone?,Yes it seems it's alone,It's in the garden near the road,Itt playing with something and it has alot of white fur
