IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
4737,A crowd of white men are inside the work place building,This room looks like it's used for work,This room contains alot of computers on the tables,Two men in this room are walking within the room,The rest are sited on the chairs and working on their computers 
4738,Two men are sited on the floor inside the room of the house,This room has a lot of things careless put down on the floor ,One of these men is holding a paper in his arms,One is looking at the man holding the paper,Looks like these men are writing something important 
4739,Two people are at a lake area,There are standing near the lake,One person is a young boy holding a toy he is playing with,One is an elderly man who is standing next to the young boy,The elderly man has a camera he is using to capture the lake
4740,Four women are sited on the green-grassed ground,"Where they are sited, there are lot of trees and flowers behind them",One woman looks like the mother to the three young ones,The mother is sited on the middle reading stories to her young ones,These kids seem to be enjoying the story been read by the mother and one kid is even eating something 
4741,One white lady is standing next to a car,This lady is smiling and has her hands put in the pockets of her trousers ,The car next to her is blue and its bonnet is open,Behind the blue car there is a red car,Behind where she is standing there is a store building 
4742,Two men are standing on a stage which has microphones ,These men are white and are both wearing white shirts and blue trousers ,Looks like these men are verbally communicating with the unseen audience ,On the stage there is an american flag,The man standing in front has put his arms at his back
4743,One man is standing on a bike in an area that looks like a building ,This man is puting on a brown trousers and a box-stripped shirt,He is also wearing whitish shoes and an helmet on his head,His bicycle is high in the air and so his he and down there is a slide and reddish drawings ,Looks like he is playing a game of jumping with his bicycle high in the air
4744,Five women are sited outside,These women are sited on the floor and on the middle there is a table,On the table there are playing cards,Looks like there are having a discussion while playing cards ,One of these is wearing a black Jersey that has an head sock
4745,A crowd of white people are sited in the ground,It is a crowd of both women and men,In front there are two men helping to cut the big wood using a big axe,Others in the crowd are just sited watching the people cutting the wood,Others in the crowd are facing the other side
4746,A man and a woman are in a building which has a lot of bicycles ,Behind these two there is another man standing next to the bicycles,The woman is kneeling near the bike,The man is standing next to this woman facing the bike,Looks like this man is fixing the bike and the woman is observing him
4747,A young boy is inside the building ,This building looks like a church or a school,This young boy has things he is playing with,Behind him on the wall there is a shelf with papers,On the door there is a big picture 
4748,A white woman is on the road,She is wearing skating shoes and skating on the road,This woman has paintings on her stomach,She has a phone on her ears and is wearing red eye glasses ,Behind her there is a group of people walking across the road
4749,Two guys are inside a building ,These guys are jumping whilst holding each other's arms,One guy has opened his mouth and bend his neck ,The building there are in looks like a house,"In this house there is a Television, sofas and other different things on the floor"
4750,Three men are in an area which has a plane of water,These men are shepherding a black buffalo drinking water from the plane of water,One man is wearing a cap and blue clothing that he has covered himself all over his head and neck,One man is the one leading the buffalo where to go using a rope tied on it,This area has a lot of grass even protruding beneath the plane of water
4751,One man is inside a room of the building,This man is sited on a chair with a laptop on his laps,Near him there is a table which has machines on it,The machine has a cable connected to the laptop,Seems this man has work he is doing on his laptop 
4752,A young girl is holding a bouquet of flowers ,This girl is wearing a shirt which has dolls on it,The area where she is has green grass,This little one is light skinned with dark hair,She seems excited to hold this bouquet of flowers
4753,Five men are in a bush which has a lot of dry trees,This area also has a lot of rocks inside a stream of water,Two men are carrying big back bags,Beneath the stream of water there is a big dry trees laying ,One man after another is helping the other cross the stream to the other side
4754,Ladies are on the ground where they are playing hockey ,Both ladies are using hockey sticks when playing the game,They are using these sticks to kick the small ball,They are both wearing sports attire; one is wearing dark clothes the other white,Behind these ladies they are people watching and cheering them
4755,Young light-skinned people are in a building and playing games ,They are playing a tug of war game using a rope to pull themselves ,One boy has bonded his body next to the chair when the other is pulling him,Other kids are sited on a chair watching these boys playing the game,This building has doors which has bright decorations
4756,Young men are in a building where they are playing tug of war game,One amongst the players is wearing dark sunglasses and has his mouth open,These men are wearing white shorts and red shirts,These men are using a big rope to pull themselves ,In the building there a lot of people watching this game
4757,People of different conducts are in a public place,One lady who is in the public is walking holding a cup in her hands,This cup she is holding has an apple green straw,Behind this lady there is an old man wearing a black suit,In this public place there are a lot of vehicles and buildings 
4758,A white baby has knelt down,She has spread her arms on a red thing,"This baby is wearing a red jersey, blue trousers and white stockings ",Besides her there is a person standing wearing a black trousers ,Looks like this is the parent to this baby keeping a close watch on her when she is crawling
4759,A crowd of people is in a public place,This place has alot of tall big buildings and vehicles,One man from the crowd is wearing a black shirt and another a white one,One lady with blonde hair is speaking on phone has she is walking ,On top of one building there is a picture depicting road signs
4760,One light skinned young girl has knelt where water is splashing,This girl is wearing a swimming costume,She has put her hand where water is coming out ,That's the reason water is splashing her entire body like rain,This girl is very excited to have water splash on her
4761,Black men are in an area which has a lot of trees and mountains ,Where they are standing there are a lot of village thatched houses ,One old man is holding long grass he has tied together,One young man who is wearing a white cloth is looking after these thatched houses ,These people look like they work here
4762,One man is riding an Honda on the road,Across another road there is black car moving,The man riding the honda is wearing an helmet for protection,This man is also wearing a blue jeans,He looks like he is rushing somewhere no wonder he is riding fast
4763,A man and a woman are standing near a redbricked building ,This building has stairs,The man is wearing a blackish cap,Then the woman is wearing a red hat,They both seem like there are watching something 
4764,A crowd of people are in a huge ground,Little ones on the middle of the ground are touching a small pig,  A lot of people have made a big circle watching what's happening ,Behind the ground there are parked cars of these people,This area also has alot of trees and buildings
4765,A white lady is sited on the chair,The area where she is has a lot of green grass,Outside where she is there are parked cars,This lady is wearing a short and holding a small bag,This lady looks worried and depressed
4766,A dog is in an area which has a lot of dry trees,This dog is in snow,This dog looks like it wants to come out of the snow,Some trees have got snow on them too,Seems like the dog is lost and stuck in this area
4767,Men are in a football field playing football ,One player is wearing a blue trousers and a shirt,One is wearing a white short and shirt,They are both kicking different balls,Behind them there are two kneeling referees 
4768,A lot of people of different conducts are in a public place,One guy has belongings such as a red bucket ,"Some of bags, others are standing and others are sitting ",One sited lady is eating an apple,Looks like there are at a bus station 
4769,People of different age groups are on the road,A young one is holding a  white picture that has words,Besides her there are two elderly men,On the road there are white crossroads signs,Looks like they are sensitizing people over something 
4770,A young girl and old woman are in a shop,They are selling stuff like newspapers and sweets,The young one is sited folding her arms,The old woman looks sad,Seems like their business is not going has planned 
4771,A crowd of people is inside a big building ,This crowd is comprised of whites both male and female,Among the these are people sited with computers and bottles of water on their desks,Others do not have computers,Looks like they have gathered together for an important meeting
4772,One man is in the bush,This man is wearing a blue shirt,He is climbing a big rock,Behind this stone there is another much bigger rock,This area also has trees
4773,A group of people are inside a room of a big building playing games. The roof of the building has white lights ,One amongst these is lame and has sat on a wheelchair; besides him there is an older woman,The room has green curtains and the players are wearing green shirts,The floor of the room has white lines,On the walls there are pictures with words
4774,A black dog with thick fur is running,It has its mouth open to show its tongue and teeth when running,This dog looks fierce ,Seems it's in the bush because there are alot of green grass,Looks like its chasing something 
4775,One man is at the place where there a lot of man made pools that look whitish,The water in the pools look dirt,"This man is wearing a black trousers, red shirt and black boots also black thick gloves on his hands",He has covered a big cloth on the pools and he is facing down white holding the cloth,Looks like they is some sought of work he is doing with the cloths
4776,Two dogs are jumping in the ground ,One dog is dark and the other is brown,These dogs have blue stuff on their mouth,These dogs look like they are playing,The dogs are on a green grassed ground
4777,Five women are inside the building ,They are sited on the mats on the floor ,They are leaning their heads on the wall,And all these women are laughing ,Looks like they are shelling seeds for sale
4778,Two women are in a bush area,They are both whites,One of these women are spread her hands and opened her mouth,One is scratching her head of hair,They are both wearing black sunglasses 
4779,One man is on a bicycle ,He is riding his bike on the town corridors,He is wearing an helmet,Behind him there is a sweet shop,On his right side there is a moving car and other  buildings 
4780,A young boy is standing outside a building ,This boy has a shovel in his hands,Looks like he was using this shovel ,Seems this boy is looks at something in front of him,Next to the building there is a bicycle and other things
4781,A crowd of white people are in a public place,There are two ladies with blonde hair walking towards an elderly man who looks to be very important ,This elderly man looks like he has a big title in this country like presidency,The two ladies are both wearing black sunglasses ,This place has got alot of buildings and a white tent
4782,One white man is running on the ground,This man is elderly and he is wearing a cap and eye glasses,He is wearing a white vest with a short and he has tied a small cloth around his single knee,He has a bottle of water in his hands when running,This running exercise helps his body stay fit as an old man
4783,An elderly woman is in a garden of flowers,She is kneeling and has plucked two flowers she is holding,She is looking at the flowers she is holding in amusement ,She is wearing a black dress and a watch around her arm,Behind the garden there is a field with green grass
4784,Two gentlemen are standing in a ground,This ground has green maintained grass,"Both men are wearing caps, one is wearing a short and the other a trousers","Both of them have bags, in one bag there is a guitar ",Behind the ground there are a lot of different trees
4785,Two men are running on the road,The clothes they are wearing has stickers with numbers,There are three men running in total ,"One is in front, one in the middle the other behind",The guy in the front is happy because looks like he will come out first in the race
4786,One white man is at a place of work,Where he is working from the ground has black soil,This man is standing while working with a machine used for cutting,He is also wearing a head shield that has covered his face,Where he is working from there are a lot of different work equipment 
4787,A young girl is jumping in the water,She is in a full river,She is also wearing a swimming costume,Looks like she's about to start swimming,She seems excited about what she is doing
4788,People of different backgrounds are in a buildings which has a lot of small bicycles,They are all on bicycles,Looks like these bikes are for doing exercise ,In front of these people there is a man leading the crew ,In this building there is a huge wall mirror 
4789,A group of people with different backgrounds are in a bush,This bush has alot of dry trees,One man has knelt down and he is pointing at something for little ones to see,These people look like they is something fascinating they are looking at,"Since they are in a bush, maybe it is an animal"
4790,A black dog is running in the ground which has grass,Behind the ground there are white houses,"This dog is barking while running,  seems its chasing something/somebody ",Inside the yard of the houses there is a big tree,Houses spotted behind are in a wall fence 
4791,One man is standing outside the buildings and has bended his right leg,Behind him there are assorted tall buildings,Behind him there is water; looks like there is a river nearby ,This man is wearing a red cap and has open is mouth abit,He has his righthand put on his bend leg and he is holding a machine realising smoke
4792,A light skinned young boy is on a bicycle ,This kid is riding his bike on the road located in the middle of the houses,He is wearing an orange shirt and a red helmet ,Behind him there is a parked car,In the yards of the houses there are lot of trees
4793,A group of men are standing in the bush and having conversations ,These men are all whites; many are not wearing shirts,Others are wearing caps and other eye glasses,"Behind where they are, they are small tiny trees",Looks like these men were running or doing some sought of work because they look tired
4794,One old man is outside an extravagant place,This man is wearing a white suit and a hat on his head ,He is facing down while holding a broomstick and a dust pan ,Look like he was swiping and now trying to gather the dirt and dispose it,Behind him there a short brickwall where trees are seen
4795,A white woman is inside the house in the kitchen ,She is standing next to the kitchen table and she is pouring something on a small plate ,"On the table, there are three dishes; one dish has white flour in it",Looks like this woman is baking bread ,Behind her there is a kitchen unit were some pots are and a plate with bread
4796,Four guys are in a football field playing football ,Two of the men are wearing similar sports attire and each one's shirt has a number on it,And two others are wearing similar white sports attire,There are in a big football field which is green,At the far end of the ground there are chairs where people watching the game are sited
4797,"Three people are standing outside in the evening and where they are, there is a big tree",Amongst these there is white lady leaning on her bike; she is smiling and has a tattoo on her thigh ,"Then two others are men, the one in front of her is dark skinned and the one behind her is light-skinned ",The dark skinned guy has removed his shirt and put it on his shoulder folding his arms,Where they are standing there are bicycle laying down
4798,"Three people are sited on chairs outside next to a building.  Looks like they were saving food, there is even a table with a pot on it ","All three are whites, one is female and the other two are male and they have sat at a table which has food, plates, cups on it",One guy is wearing a black shirt and glasses; he is reading an opened book that he is holding ,And the other guy who is wearing a red shirt is holding a cup. Behind him on the table there is a small radio,The lady who has sat on the middle is wearing a black shirt and pressing the phone in her hands
4799,A group of people are standing in front a building across the road,Two white men are wearing shiny clothes like that of holiday celebrations ,There is a black man standing next to them and behind him there are windows of the building,There are people walking on the road wearing shiny clothes,At the far end of the road there are moving cars and other buildings 
4800,Two men are standing in a work like place during the night,This place looks dark,"However, there are red lights on",These men are wearing work suits and one of them is even wearing an helmet ,Looks like they are doing an important job there
4801,People of different backgrounds are at a music concert,At the stage there is a blue tent and bright lights on the roof,"At the standing there are four people standing, one is playing a banjo ",And the other one is playing a piano and holding the mike when singing,"Besides these, there is an audience watching"
4802,A white lady and gentlemen are inside a house,The lady is telling the guy something which is making him blush,The guy is wearing a green shirt and the lady a yellow shirt ,The lady is also holding a red balloon in her hands,Looks like these two are family and they are having a conversation that's funny 
4803,A white baby is sleeping on her bed,The bed has wooden stands and has a grey mattress,The stands of the bed has tiny toy dolls,This baby is laying face and body down,Seems she is sleeping peacefully 
4804,Boys and girls are at a place where there is a very big building ,These all five people present are standing,One of the ladies is smoking cigarettes  and  one guy is pressing his phone,Where they are standing there is a long build pole that has a picture of words written in English and Chinese ,Looks like where they are standing is a place for smoking cigarettes 
4805,Three light-skinned young girls are inside a house,Two older girls have lifted the younger one,They are very excited; one has carried her from the chest and the other from the legs,One older girl is wearing eyeglasses and so is the younger one,"These girls look alike, it is like they are siblings "
4806,One lady is in a place which has a lot of people sited,Her outfit is black and she has long black hair,She is facing these people and has a black hand bag,She has a camera she is using to capture the crowd sited,The crowd of people look excited and are drinking something 
4807,People of different habits are in a restaurant ,Other people are walking out of this restaurant and others are walking in,One guy is caring a tray with food on his shoulders,This guy looks like a waiter,Two people from the crowd are wearing similar black caps
4808,Two dogs are in a big lake,The dog on the left side has its tail up,Both dogs have chains in the necks,They both have ropes in the mouth tied on a green thing,These dogs seem to enjoy playing in water
4809,Two white men are standing in a game field discussing something ,They look like overseers of game players,One of these men is wearing a short and a cap whilst the other is in trousers ,There is also a fence marking a demarcation where people playing games are and these are in black sports attire,There are also trees and building sported after the fence 
4810,A group of four white women and one white man are inside a building ,Two of the women are dancing and two are just wearing white towels,The only man is watching the women dancing with his single hand in the pockets of his trousers; having a drink,One women in a towel is looking at the open door,Looks like these people are celebrating something 
4811,Two white men are chating inside a room of a building which has alot of stuff on the floor scared ,One of kneeling down and looking at the one who is standing who has also bend his head facing the friend ,One of these men as long hair and he is puting on a hat,The other one who is wearing a black shirt is pointing at his friend ,On the floor in this room there are a lot of black cables and behind these men there is a table with a lot of things on it
4812,People of different ages and habits are on a public road,Near where they are there is a big building which has compartments on top and down,One very tall guy is holding a red thing while he is walking ,There is also one woman who is riding her baby in a plem,Two young kids are on toy bicycles 
4813,One white lady is inside her house in the bedroom ,This lady is wearing a black trousers and a gray shirt,She is standing and playing her guitar,Behind her there is a chair and a table with a bottle on it,This lady is singing a song while playing the guitar
4814,A lady is in a dark place,This lady is a white person,She is wearing a black jumpsuit,She has stretched her hands and legs like she is dancing,She looks like she is an acrobatic 
4815,In the football field there is a crowd of many people ,One guy wearing a black cap and white sports attire is playing in the ground,He has a stick he is using to kick a small ball,Behind the ground there is a crowd of people watching him,Behind the player there is a transparent green tent where a lady is sited and watching
4816,In a football ground there is a crowd of people,Many are sited in the auditorium and watching the game,Amongst the players one team is wearing yellow shirts and black shorts,The other is wearing reddish shirts and white shorts,Amongst the players there are both white and black people and in the ground there is a football goal spot
4817,Two people are on horses in a soily ground,How many horses are in this ground?,"They are three horses in total, one is white the other two are dark brown ","People are just on dark brown horses, the white one has nobody on it",The people on the horses are horse racing
4818,A crowd of people are on the road in town which has a lot of buildings ,These buildings in town have different billboards,Two ladies in this huge crowd are holding hands and praying,Many people are walking together in opposite directions ,Looks like there is a public meeting hosted by the president of this country 
4819,Three dogs are running on the ground in the evening ,One dog is whitish the other two are darkish,the two dark dogs are ahead of the white one,All dogs are wearing shirt like stuff that has numbers on it,Looks like these dogs are racing and the one that looks like it's going to win is the dark dog at the foremost front
4820,A group of white men and women are in a company building ,There are two men wearing black suits and one standing holding a paper,Three women are wearing smart clothes and standing next to a table with has a flower pot on it next to picture wall,One woman is leaning on the table and writing something on a paper,This building looks very clean and they are two people sited behind the men wearing suits are 
4821,A dog with a lot of white/black fur is in a bush,This area has a lot of dry grass,This dog is jumping and seems excited ,Its playing with a black ball ,It is biting the ball down and up and has its mouth open
4822,A man is standing on a tall thing while playing a certain game,Where he is on the ground there is sand; it looks like a beach ,The sky is blue and near where he is they are small machines,There is a demarcation between the sand and water with a fence,Far from the river there are lots of trees seen
4823,One white lady with white hair is standing at a place that looks cold and quiet,She is wearing heavy warm clothes ,She is holding a small dog in her arms,This dogs seems cold and seeking warmth in her arms,Behind her there is a wooden fence 
4824,A crowd of of both men and women sited and standing are in a public place in the evening ,In front of the crowd there is a baby standing and facing the crowd,Where they are there is a tent shelter with lights on and three people are standing in it,These people are playing radios and singing,There is a greenish ground where they are
4825,A group of white men and women are walking on a big road in the late evenings ,These men are carrying thin metals with blue clothes on their shoulders ,On the road there are big white lines,Behind there are a lot of lights on,Looks like these people are celebrating something 
4826,"A man who is wearing a blue trousers, black jersey and a cap with different colors is on the bicycle ",He has jumped with his bicycle up high,Where he is there is a small building that looks like a station with a board with words on it,Behind the building there are a lot of trees,"It looks blueish behind him, like there is a sea"
4827,A group of old men and women are inside a building ,"A man wearing a blue shirts,  a short and a cap on his head is standout in front",The rest are sited on chairs,Other chairs are empty,Looks like the man standing in front is rendering certain lessons to those sited
4828,Two dogs are playing outside where there is a lot of green grass,The small dog is black and the big one is brown,Both dogs have chains in their necks,The small dark dog has opened its mouth and it looks dirty ,Looks like this small dog is the offspring of the old dog
4829,People of different races are inside a building ,This crowd of people comprises of both male and female,Other people have lifted their hands up and others are even jumping,From the crowd there are woman wearing short pants,Looks like these people are singing and they are happy
4830,Two white people are walking in public ,One of these people is a lady wearing a  blue trousers with a red shirt,The other is a man walking behind the lady wearing a white shirt,The one is hanging the bag with long ropes on her shoulders and is holding money,The other man is wearing black eye glasses and talking on phone
4831,A crowd of people with different races both men and women are on a road,Other people are standing on the road and other are standing in an open van,A lady wearing a green attire is talking to a man wearing a white shirt,There are on the middle of big building with trees and flowers,Looks like there is a celebration 
4832,A group of four white men are in the building,All men are sited on chairs,They have music instruments which they are playing,The stage where they is bright and rest of the room is dark,Looks like these people enjoy their job of making and playing music
4833,One  white woman is carrying a baby in her arms outside in the evenings,Both mother and baby are smiling,The mother is wearing a white shirt and eye glasses,The baby is wearing a blue jersey and has dark hair,In this area there are also other people spotted and light pores
4834,A group of people are inside the top compartment of a work place building ,These people are watching thousands of people outside over the window,People outside are of different age groups. Seems this place has a lot of people,Many people have different umbrellas in their hands,Looks like this place is sunny and hot
4835,Two big whitish dogs are in a cold place,These dogs are running one is ahead of the other,Both dogs have red things in their mouths,Where the dogs are there is a wall fence ,Behind the fence there is a house and many trees
4836,A white man is sited in a big bus,This man is leaning on the bus door and he has closed his eyes,He is wearing a black suit and black smart shoes,There are alot of other people sited on this bus,This man looks like he is from work and he is very tired
4837,One whitish dog is running on the road,This dog has opened its mouth and barking ,Besides the road there are green grasses ,This dog has its tail up when running,Looks like this dog is chasing something 
4838,One woman carrying her child is standing in front of a building with a lot of stuff,This woman is wearing a black trousers and white shirt,Besides the building she is standing on there is a restaurant ,On top of the restaurant there is another building with a green wall,This woman looks like she is waiting for her husband who works near these buildings
4839,White boys are in a corridor in town,"three boys are running in the same directions , only one is running towards the opposite direction ",This place has a lot of buildings and dry trees,There are also parked and moving cars,"All three men running in this corridor look happy, one has even made a peace sign"
4840,In rugby game ground there are many people of different conducts,Many people are sited in the auditorium and watching the game,The game ground is green with white lines,They are two teams playings; one wearing blue and white attires and other wearing black,There are sports overseers sited in the ground
4841,One white lady is in the bedroom which has a big mirror ,This lady is applying red lipstick looking at the mirror ,The bedroom has white and red curtains ,Behind her there is a white wedding dress hanged on the wall,Seems it's this lady's wedding and she is getting ready
4842,A white young boy is sited outside the house,Where he is there are chairs and  round table,Besides the house there are alot of flower pots arranged on the floor ,Next to this boy there is a white bathtub,Looks like this boy was from bathing no wonder he is just a wearing a pant and there is a towel on his chair 
4843,Men and women are on a boat in the sea,All of these people are whites and three are wearing black sunglasses ,One amongst these people is shirtless,One lady has a camera she is using to capture the sea,One man is the one controlling the boat drive
4844,One man is has climbed the thing he is making at the area where there is a road and trees ,Where he is working from there is a green ground and many dry trees,He is making a gray round thing which has holes,This man is wearing a black shirt and trousers ,If this man is not careful he can fall down and hurt himself
4845,A white lady is sited at the area where there is a stream of water,This lady is wearing a bum short and sited on a big rock,The water in the stream looks green,This place also has a waterfall pouring in the stream ,Looks like this lady has come to this place to medidate and rejoice 
4846,Three people are walking across the corridors of the shops in town center,Two are ladies and one is a man wearing a brown jacket,These people are walking in between buildings where there are also chairs,One lady in a store is selling things,Where the corridor ends they are moving vehicles seen
4847,One white guy is running on the road,This guy is wearing a black short and a white vest,Across the road there are a lot of trees,There are also houses and pores spotted ,Besides the road where he is running there are people of different conducts walking
4848,A crowd of different people are on a public road ,One old woman is wearing a black outfit,She is walking besides a man that looks like her husband ,One amongst these is a very tall guy with long hair carrying a bag in his hands,These people have gone in town for different purposes 
4849,A crowd of white people are in a market place where they are selling assorted things,One old woman in the crowd is looking for something to buy,"They are selling many things in this market  such as bananas, potatoes and vegetables ",One woman wearing a red outfit is selling vegetables ,Behind the market there are many modern buildings 
4850,A male teacher is in the classroom,He is standing in front and holding a paper,The wall of the classroom is blue and there is a big board,On the table of the teacher there is a laptop and other different equipments ,This teacher looks like he teaches tertiary students in a university 
