IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
2463,A man is smoking while putting on a white shirt and black cap.,Is smoking good to a human being?,The man looks happy while smoking.,Smoking destroys the liver an the man is holing the matches.,"That is true,smoking destroys the liver but the man does not know he looks so happy."
2464,A boy is on the tree.,He is looking at a football groun.,Yes and there are people in this groun.,Will this boy not fall down?,H can not fall becaus he is putting on shoes.
2465,Two men and one woman with children and shoes are walking on the ice.,"A child in front,he is with his father holding him and the child behind is with the mother.",There are some houses behind the five people.,There is a group of people behind celebrating the unction.,The group gathered are near the houses behind.
2466,A girl sitted down is looking in front.,She is sitted while looking worried.,"It looks like she is worried,what is she worie about?","Sh has a lot to think about while sitted,",Maybe she has not been given food or maybe she is an orphan.
2467,Three boys are holding hands an putting on shorts while juming happily.,They are jumping in the swimming pool and behind them are nice flowers.,The boys are looking in front and some are looking in the water.,They are putting on same blue shorts.,The way they are happy as if they are not scared of water.
2468,A man is looking at ba ball he is throwing in a soccer field.,He is standing on red sand with white trousers an a green shirt.,He is putting on black shoes an has a white ball.,"It looks like he can not see proprly ue to a cap,will he not fall down the way he is throwing th ball?","The way he is throwing the ball,as if he will fall down."
2469,A dog is playing while running as if there is something it is running fom.,The dog is white an black.,"Behin this dog,there is a fence which is well covered.",It is good they have put the fence because it might have run in the bush.,This dog looks like it is in a ground.
2470,A group of people is putting on caps while cycling bicycls in a competition.,Behind the motor bikes there is some gasses coming out.,Everyone is putting on shiny dresses.,They are puting o helmets to prvent them from head injury.,It looks like they are speeing th motor bikes.
2471,"Two young men are in a business place for fish,one is fishing and the other one is collecting.","There are different types of fish,red and black fish.",Both of them are putting on white clothes.,"There is light in the fish,for them to see properly.",A young man on top is putting on black water shoes.
2472,Women who are standing waiting for a car look like the are not togeher.,Everyone is having bags an trousers an one has a walking stick.,Only one is invisible on the face the rest are not.,The place is dark and has shadows of women.,Everyone is putting on trousers.
2473,A young man an a boy are celbrating in the house.,It looks like it is the father and son.,A boy is no putting on a shirt.,They are so happy and behind them there is a ed picture.,Under the picture there is a black chair.
2474,"Two chilren playing,one is in ront an th other one is near the ball.",One child is leaning on the friend while lifting the leg.,They look tired playing with the ball.,Wont the child injure the friend?,Yes he can injure the friend.
2475,"A chil is playing at the en of the iver,he is not putting on sho h only has a short and a shirt.",Is the child not going to drawn when the waves starts?,Yes the child can drawn because he does not know how to swim.,It looks like he is running into the ocean.,It looks like there is no one to stop the child rom going to the ocean.
2476,"The father,mother and child having a white plate of food and the chil is holding the book.",The child is writing and the father is looking at what the child is doing.,The father and chil are putting on white shirts.,The father is putting onj glasses and behind him there  is a shovel and two basins.,The father is looking at what the child is writing in the book.
2477,The young man is is fishing at the end of the river,Behind him there is a long tree.,There is a shade where he is standing and he is putting on a white shirt.,It looks like it is in the evening because the sun is setting.,Yes it is in the evening because the sun is just one sied setting.
2478,Two children are in a boat and one is looking happy.,They look like they are on a sliding water.,There is a shade where he is standing and he is putting on a white shirt.,The friend is looking down due to fear.,"Yes,it is in the evening the sun is one sided setting."
2479,A young man is sliing on a sketcher with wheels.,The stairs are surrounde with a lot of trees.,It is not that very high whrer he is standing.,This man is playing a scary game cant he fall down?,It looks likr the child is scared.
2480,A person is gathering electric tools.,There are white green an yelloow electric tools.,"When gathering,he is putting on a purple shirt.","It looks like the white tool is under another tool,what is this man doing?",Yes he can fall because it is not safe and he is not well protected.
2481,"A young woman with hans in her waist,is putting on ed clothes with a pacl down.",There ae two pacels and and stones are put together.,There was some water dropping because of the stones are wet.,She is putting on white shoes.,She has put two red and black pacels on the floor.
2482,Three men are looking in front of them.,They are putting on black and red shirts.,"Behind them,there is a picture of a man in black clothes.",They are in a light place when taking pictures.,One is looking somewhere else from the camera man.
2483,Three children are standing at the end of the railway looking in the same direction.,"One child is squating when looking and they are all in warm clothes,looks like it was raining.",Yes it was raining because the ground is wet.,Is there anyone they are waiting for at the train station?,It looks like they are waiting for a train.
2484,Two men are on the motor bikes with helmets.," Behind them,there are motor bikes going in a different dirrection.",They are putting on black and yellow clothes.,There are on a black and red motor bikes.,All of them on the motor bikes are going to different places.
2485,A black dog with something in the mouth.,This dog can bite someone.,It looks like there is someone it is runing to in front.,The dog looks grey and white with blak eyes.,This dog has a long black tail.
2486,The woman with glasses and a busket on the floor.,Behind the woman there is a man on the phone.,The woman with a white cap and a blue dress.,There is something in the blue busket while people are passing behind her.,The man on the phone is putting on brown clothes.
2487,Two young women are puttingb on black clothes taking pictures.,One is putting on a black sweater and the other one a grey one.,Both of them are looking at the phone to chek the pictures.,"They both have long hair,one is black and the other one is brown.",The phone they are using is white.
2488,A group of people are walking while carrying fishing nets.,"Among the group,there are young and older people going to the river.",Two older peole are carrying something on their backs.,They are all carrying fishing nets.,In fron of them there is a bush.
2489,A young an putting on black shirt is on a bike looking down.,Is it not dangerous to be cycling like this?,"Yes there can be an accident he, can not be cycling like that.","This man is in the air,all the trees and houses are lower than him.",He is on a green bicycle with a black wheel.
2490,A young lady with long hair is in a group of people looking happy.,She is looking in a different direction from people.,It looks like people at this group are doing different things.,She is very happy even in her face looks red because of happiness.,She is putting on a yellow dress.
2491,Siblings outside the house with children. one is been held and the other one is on her own.,It looks like the mother and child came for an event.,Yes the child  looks to be a happy child on her face.,The child been held is very happy to see what is flying in the sky.,Both children wants to catch what is in the air.
2492,"The man and the woman are running for a competition,a child is putting on a green shirt and the man is putting on a yellow shirt.",There are two men behind them and next to the road there are three cars.,A child with green shirt has a black watch on his hands.,The man has passed the young man in the race.,The child is looking at the man in front of him.
2493,"A woman, young woman and some men are standing in front of a group of people with a lady with a camera.",One of the men looks like he is a groom waiting for his bride.,Looks like the woman with a fascinator is the mother to the groom.,The woman is standing near to a woman in white who is happy.,The man is putting on a black short and the other one a yellow shirt.
2494,A young girl with a white dress is jumping from the couch to the floor.,Behind her there is a young man looking at what she is doing.,"Behind the two men,there are white houses.",The child is playing on the white chains which has trees behind them.,There is a fence behind the child with a white dress.
2495,A woman with a black dress is holding a black phone.,She is standing in the road waiting for someone.,"Behind her,there is a house with oranges.",There is a fence and trees behind her.,One tree is near her and the other one near the fence.
2496,A group of women in shiny dresses.,They are gathered to celebrate an event.,"Behind the group,there is a man with black clothes.",The men in the group are putting on caps and women are with hea raps.,Everyone is putting on white sox.
2497,Two women with black clothes are looking at the water in the river.,All putting on black heel shoes.,One with a black dress holding her waist.,It looks like they are standing in a big boat.,This boat is white in color.
2498,Two men and one woman are standing on grey big stones.,"It looks like they are in the hills,the woman is having a bag on his back.",They came to play in the hills.,There are small green trees growing.,"And under the stones,there are other trees."
2499,A child and the father are coming out of a shop with warm clothes.,"Near them,there are two men putting on scafs around their necks.","The father is putting on a black  shirt and the child ,a white shirt.",The father is putting on a black sweater.,The father is also putting on a red cap on his head.
2500,A boy is lifting a knife cutting mangoes while putting on a white shirt.,He is selling the mangoes he is cutting in advance and putting them in the plastics.,Yes because in other hands there is a plastic he is holding.,He is putting on a tonned short.,The short is tonned and it is with a blue mat he is sitting on.
2501,A white dog is playing at the end of the river while holding a red stick in the mouth.,The dog was catching the tree someone threw at te river hill.,"Behind the dog,there are white birds.",The sun is about to set.,The dog looks happy to catch the stick.
2502,A group of five women are throwing thier friend in the air while putting on white dresses.,They look like they are cheering for their friend who won the game.,They are playing in the midlle of a crowd because behind there are people sitted on the chair.,The five women are waiting to catch their friends who is in the air.,The same woman in the air is very happy.
2503,Two men are looking where they are going with black caps.,One man is putting on clothes with flowers.,There is someone looking at how they are walking.,A man has a bag on his back.,Behind the two men there is a shop in front.
2504,A child in the house is not putting on a shirt while playing with toy trains.,Sitted on the floor the child is facing down.,Next to the child there is someone sitted on the couch.,A child is holding the toy trains with both hsnds.,Two toy trains are in his hands and the other two are on the floor.
2505,A man with a white is looking in front of him.,"Behind him,there are some green shiny things.",He is holding something to drink.,He is paying attention in front of him and not the things he is drinking.,There are people looking in front of him.
2506,A young baby is in a ground playing a ball game.,She is putting on an orange breast holder and a black short.,"The knee gaurd she has,is for preventing from injuries.",She is rushing to take the ball.,There are people who have ome to watch and are sitted outside the ground.
2507,"Two dogs are playing in the road,it is brown and one is black.",They are having belts in their necks and the eyes are brown.,One dog is scard becuase one is leaning on the other.,"Their mouths are open behind them,there are some green grass.",The black do has a short tail.
2508,The young man is standing at the end of the river with hills and snow.,He is holding a walking stick and putting on warm clothes.,He is putting on a green sweater with black glasses.,Te three hills look like they are in the sky.,He is standing at the green grass.
2509,"Two young men are putting on black clothes,playing and singing.",Behind the man with  a guitor which looks brown.,There is a man playing the drums behind the man singing.,The place they are singing and playing from looks dark.,The man singing has a micro phone because there is some noise in the place.
2510,A young woman is dancing with shoes in a slipperly place.,She is putting on white dancing shoes and the man is putting on black shoes.,"Behind the woman,there is a man putting on shoes with tyres.","One leg is in the air and the other leg is stepping down,the woman has tide her hair so that it will not disturb her when dancing.",She is putting on a blue dres.
2511,A group of men holding candles in thir hands.,They look not happy with the way people are cutting the trees.,They are not happy due to the papers they are holding which is not allowing to cut trees.,They are all putting on white shirts near the road.,Looks like it is in the night where they are.
2512,Three dogs are playing in green grass with a fence.,A white and black dog is outside the fence barking at the other dogs.,The dogs inside the fence are bigger than the dog outside.,Yes the one outside is smaller and it is having a red belt in the neck.,"Behind the two dogs inside the fence,there are red flowers."
2513,"A man with white shirt,cap and glasses is cooking meat on the table.",He has a grey cap and there are a lot of trees where he is.,He is holding a spoon for picking the meat.,Next to the braii stand there is a plate of cooked meat.,There is a blue tin next to the braii stand.
2514,A girl with a chair is leaning on the chair.,She is also putting on a scaf in her neck.,There is a red brazier near the fire.,The brazier looks like a traditional pot.,She is not cld because she is putting on a sweater and she is sitting on a fire.
2515,three men ans one woman are sitted on the table.,"In front of them,there are people and little light in the room.",A man and a woman in the middle are ptting on glasses.,The place has been decorated with white clothes and five lights.,There are some bottles on the table the woman is leaning on.
2516,"Two men arre walking outside the shop,there is another man with a red clothe.",Some are near the road waiting to cross the road.,People are not that visible due to the place been dark at night.,On the shops there are light words in a different language.,The shops have shiny lights.
2517,A young woman is jumping into the river with a blue dress while taking a picture.,The camera man is putting on blue clothes and he is standing at the end of the river.,The river is situated near the hills.,The woman looks happy with a lot of strength.,A camera man has a black cap and the camera is black in color.
2518,Children are playing near the river and one is putting on a grey cap.,One chilxd is pointing out something and others are looking atb something.,Both of them are putting on sweaters.,One has a black sweater and the other one has a blue sweater.,The one with a red sweater looks happy on the face.
2519,Men at work are making a round traditional pot.,"The men look happy with thei work,there are five pictures in the house.",Behind the man there is a woman with black hair sitted down.,There is a bucket full of soil using to make the pot.,There are white walls in the house he is working in.
2520,Three adies puting on white clothes.,They have lifted their hands as if they are flying.,The woman with a black dress is looking somewhere else.,"Behind the woman with black clothes,there is a small house.",The house is small behind the woman.
2521,A lady with a white dress is recieving flowers from a man with glasses.,Everyone on this group is putting ion white dresses.,People on this group are doing different things.,The young ladies are giving out flowers to the people.,The flowers the ladies are giving out are red in color.
2522,A man and a woman in a car are putting on helmets.,There is a man pushing the car behind.,And there is a red rope behind the same car.,Looks like they fell in the drainage during motor racing.,They are putting on white helmets.
2523,A woman with a brown dress is playing the guitor.,She has some brown guitor and hair on her face.,The hair is long and brown on her face.,The duitor has a shiny floral rope.,The place she is is dark.
2524,A child with grey sweater and black cap is holding a clothe.,The clothe the child is holding is blue and white.,"A child came to watch games,because in front of him there is a ground.",The clothe is for the team the child is watching.,There is a horse in front of the game ground.
2525,A man is holding the horns of the hors and that is the game he came to play.,"The man was about to fall,that is why he is holding the horns of the horse.",The man is not happy with what is  happening in the ground.,There are five horses and one cow.,"The ground has no grass,only brown soil."
2526,A mother with a child sitted downand not happy with something.,The child is not happy that is why he is crying.,The mother is trying to make the child stop the c hild stop crying.,The child is on a black chair with white clothes.,There is another red chair behind the child.
2527,The man is blowing a trampet with a blue cap.,He has put the black bag down.,He is blowing a red trampet.,"Behind him,there is a yellow metal poll.",There is a grey wall next to the man.
2528,"Three women are sitted with children,teaching them how to play.",The child in fron is playing the drum and the woman is teaching another child.,Two women with glasses teaching two children how to play the drums.,The children are putting on red clothes.,It looks like the children are twins because they look alike.
2529,The man standing on the road has a black mask.,He is putting on beads from the head to the legs.,The beads are shiny.,Behind him there are three buildings.,There is a man and a child under the buildings.
2530,A man and a woman holding papers written do not kill.,People are looking at the people holding papers.,"Behind the people next to the road,there are buildings.",People behind are not visible due to papers.,A man and a woman are putting on papers.
2531,A brown dog is playing in the ground and running to win.,The dog in front has something on the mouth.,"Behind the dog in front,there is another dog trying to reach fast.",The dog behind can only be seen with legs.,They have a white thing on the dog's mouth.
2532,A man is sleeping at the end of the river covered in a blanket.,He is sleeping on a swinging bed.,The swinging bed is up on the tree.,The tree is b lowing the air on the swinging bed.,There is a tree with green leaves in front of the bed.
2533,The man in the shop choosing what to buy.,There is a man and a woman behind him.,There is a man behind who has a black cap and shirt.,Behind the man there is a woman standing on the chair choosing what to buy.,There are a lot of things in the shop.
2534,A young man holding a plate with food and watching television.,There is something on the television and there is a man showing hands and knees.,Sitted on the white couch.,Putting on a white shirt and a black trousers.,The man is looking at the plate while putting on glasses.
2535,A young man is walking near the road where a group of soldiers.,The soldiers have blue shirts and black trousers.,They are looking in different directions with blue caps.,They have closed the road to stop the cars from passing.,"Behind the man i the middle of the road,there are buildings."
2536,A child with a white dress is happy because they have lifted her.,One is sitted with happiness on the grass and the other is standing looking somewhere else.,There is a fence behind the one sitted on the grass.,The child is sitted on the green grass.,The child ion the gras has glasses.
2537,A young woman puttig on a black sweater walking on the road with shops near by.,There is a shop they are selling music materials.,The welding shops are red in color.,The building is long and has a big door.,A young woman walking outside the shops is putting on a blue trousers and black shoes.
2538,Two men are walking on the reoad carrying brown bags.,Both are putting on black trousers and carrying big bags.,Both are looking down.,There is a fence near the road.,The fence is green.
2539,Three dogs are playing outside the snow.,The dog infront is only showing its back.,Two dogs are chasing each other and playing.,"All the three dogs are black,with brown and white.",Two dogs behind have red belts in the neecks.
2540,A child iwith a red dress is under the tree looking down.,She is holding on a small branch of tree .,They are brown woods down the tree.,There are green leaves and brown ones on the tree.,A child has a blue trousers aaand brown shoes.
2541,A young man with a blue short with a camera on his hand.,The other hand has shoes and the camera is covering his face.,A group of people behind the camera man.,They are in front of the river.,People are doing different things.
2542,A black and white dog is chasing something.,It looks like there is someone moving the rope which the dog is chasing.,The dog is playing in the grass.,The rope that the dog is chasing is red and white.,There are green trees behind the dog.
2543,The woman is near the braii stand holding the busket.,The braii stand is removing some gas.,Behind the woman there is a grey car.,There is a man walking behind the woman.,This woman is putting on a black dress while looking at the busket.
2544,A woman is putting on a black dress with a man in front of her near the wall.,"A woaman is hoding a cak, it looks like she is celebrating her birthday.",On top of the cake there are some candles.,Looks like the man near the wall brought the cake for her.,Yes because the young woman is happy.
2545,Children on the ground are chasing the wall while trying to compete.,One child has a red jersey and the other one has a blue shirt and white short.,Thy are chasing and playing with a white ball.,A ll of them are puttung on white things on their heads.,One is putting on white shoes and the other has bvlue shoes.
2546,"A young man is carrying a black bag passing outside the shop,putting on a white shirt and black trousers.",A man with a white shirt is walking near the road.,The shop is under the blue building.,A man is walking in the road with a shade near the wall and the sun.,Both men are walking on one side.
2547,"Two men are building a house,one is on the ladder and one is on top.",One man has removed his shirt because it is hot.,The man on the ladder has a white shite and the other has no shirt.,In the house there are building and a dog.,He is on a yellow ladder.
2548,A man putting on glassses and a black sweater while looking happy.,"Behind him,there is man with a blak cap and sweater.",The man with a red sweater has put his hands behind him.,In the stand there are baloons and red toy dolls.,"Behind the stand,there are buildings upstairs.\"
2549,A man is standing with a woman putting on a black and yellow shirt and a black trousers.,A woman who has something in her hands is not that visible.,This woman standing with a man is putting on a white dress.,There is a white wall in color.,A man and a woman are both looking down in front of them.
2550,Two men are working in a dark place and putting on orange clothes.,One man is squating fixing a brick.,The man squating has a helmet and  hand gaurd.,The place has a lot of building tools.,There is a torchlight on one building.
2551,A man and a woman are standing on the road kissing each other.,"Behind them,there is a young man and a young woman walking.",In front of them there are some upstair building.,A young woman in white clothes pushing a baby in a pushing chair.,There is a hill in front of the young man and woman.
2552,A young man without a shirt is jumping in the water with black short.,The short is black and white.,The water i the river looks green.,won't thus man drawn in the water?,The way he is jumping in the water shows like he is really enjoying.
2553,The man and the woman are holding a knife while cutting the white cake.,There is a cake on the table and the flower in the busket.,A man and a woman are very happy with what they are doing.,They are so happy because they have gotten married in a house with red walls.,They have covered the table with a white cloth.
2554,A man and woman are sitted down on the chair playing the radio.,Behind them there papers stuck on the floor.,There is a bag where they are sitted where he is carrying the radio.,The woman is looking at the man when playing the radio.,He is sitted on the red chair.
2555,Childreb playing on the soil are sitted down the other one is squating.,All the children are having shovels in their hansds and one is digging a hole.,There is a tree behind them which is green in color.,They are putting on grey clothes.,And the soil is brown where they are playing from.
2556,Two men near the road are talking and standing near the upstair building.,It looks like they are enjoying the discussion one short and tall man .,The short man is putting on glasses.,The building looks like is a work building as the poster states.,Near the building there is a tree with green leaves.
2557,A man looks like there is something he is looking at while putting on a white shirt.,Behind him there is a man putting on black clothes.,And in the place there in looks brown on the ground.,There is a poster of a person behind the nan with black clothes.,A man with a white shirt is not visible due to hair blowing on his face.
2558,Men and women are standing looking at different directions and behind them there two soldiers in blue shirts.,The soldier look happy and behind them there are people coming there way.,Behind the woman there is abrown building.,"A woman is putting on glasses,it looks like there is something yhey are looking for.",There is a gery tree without leaves behind the soldier s.
2559,A man sitted on a chair and puuting his legas on the table.,"It looks like they are resting ,they have worked so much.",The office they are in has white walls.,They have put their hands behind their necks while leanig.,The man in the office has ablue shirt.
2560,"A child holding a wooden tray, shes looking at the young woman with glasses and behind her they is a woman sitted down .",The sitted on a blue and yellow mat.,A young lady putting on glasses is white and rest are black people.,The woman on the mat is covering her face with a cloth.,A white person is putting on a black shirt .
2561,A young woman putting on a black dress itted down .,She is putting on high heels with long hair.,There is someone infront of her who is visible with his hands.,A woman is leaning on red cloth.,The shoes shes putting are black.
2562,Two children are in class one has white hair and the other one has black hair.,One child is cutting a paper it looks like the teacher has told them to make something.,There papers on the wall in class.,The child cutting the papers is very happy.,A child with papers ha ablack shirt and white lines.
2563,A young woman is putting on agreen dress and shoes jumping on the river.,The short and the water the river looks blue.,At the end of the rivers there alot of trees.,It looks like the trees grow on the hills.,The woman is from teh house they used to tie the boats.
2564,A woman with a blue shirt and awhite short is holding a stick for the ball.,Shes playing in a green ground and she has a white cap.,They are playing and using a gree ball.,She is putting on a black band on her hand., Young woman is paying attention to the hall she is playing.
2565,A woman cleaning the pot is putting on a red shirt and grey trousers and she has hair on her face.,She i squating while cleaning the pots.,Behind her there are big green leaves.,There are yellow flowers which are are near the tap.,The pot she is cleaning is very big and grey in color.
2566,A hild is very happy putting on a blue shirt.,The shirt is wet with the rains and behind him there is something they have planted.,There is a fence and green leaves behind the child.,There are toys behind the child.,The water splasher is yellow in color.
2567,Three boys are holding hands with happiness while jumping in the river.,It looks like they are jumping in the swimming pool and there is a banana tree behind them.,The children sre lookin in front and one of tem is looking at the water.,They are putting on blue and same shorts.,"Holding each other with happiness,it shows that they are not scared."
2568,Two men are sitted on the blue chains with books in their hands.,They are putting on shorts and holding their bags.,One man is putting on a blue sweater and the other one a black sweater.,It looks like they are in a train and it seems to be another man sitted.,One man is putting on glasses among them.
2569,A child is laying down the grass with a ball.,He is putting on a blue short.,Putting on a blue shirt with a short and brown hair.,Te ball is brown with white lines.,He is also putting on shoes which are red and black in color.
2570,A man putting on a blue short sitted down and holding something.,"There are two plants,one is ok and one is cut.",He is having plants which are green and white insde.,There is a black big knife he is using to cut the trees.,"Behind him,there is a fence and a lot of trees."
2571,A woman with long hair has a micro phone in her hands.,The hair is white and has a bracelet on her hands.,The bracelet is blue and white lines in color.,She is holding a black big micro phone for people to hear her properly.,She is standing in front of people while talking.
2572,A man on the boat is putting on a black shirt and a white short looking in front of him.,"The water on the river he is at,looks blue.",There are a lot of trees and hills behind the man.,The boat he is in ad holding is red and blue in color.,The hair for the man on the boat is black.
2573,A black car is moving from brown mud passing on the hill.,"Behind the car,there is a spare tyre.",The spare tyre behind is blak in color.,The car is having problems passing through the mud.,The hill is not that visible because of the shade of the tree.
2574,The father and the child are under the tree without leaves.,They are looking at what is behind the fence.,There is a white car behind the child.,"There are more cars,a white and a black car while the father has black glasses.",Behind the black car there is a white house and brown roof.
2575,Two brown dogs are plaing on the green grass.,"One has opened the mouth,looks like it  wants to bite someone.",One dog has a belt in the neck.,The belt is orange in color.,Both dogs have long tails.
2576,Two women are walking and puting on shiny clothes.,"They are having bags on their backs,there a lot of people.",A group of people is near a green building.,Some are sitted under a tree and some are standing in front of the building.,The buiding they are sitted under is green in color.
2577,A young man sitted i putting on a black shirt playing drums.,His hair is blowing because of playing with a lot of drums.,The walls are white ehre he is.,When playing the drums he is very happy and the mouth is open.,With his eyes clothes while holding a drum stick.
2578,"A group of young children in class,with some of them sitted down.",Five of them are standing while playing and one has glasses.,"The class they are in,there is a watch  on the wall and some papers.",There is a man standing who is just showing his hands.,On the table there is a bottle and a blue lid.
2579,"A young woman with red dress,glasses and a watch is running in front of her.","Behind there are people who are competing in running,are putting on shiny clothes.",The woman is looking at where she is running to.,She is putting on a black short and  white shoes.,Near  the road ther are a lot of people watching at the  people racing.
2580,The father and the child are walking while putting on red and black caps.,The father is holding the red cup on his hands.,The man is putting on a white shirt while the other hand is holding the bottle.,Near them there is a man holding a poster which is talking about the word of God.,The father is putting on black glasses.
2581,A black dog is playing on the snow.,In front of tem there is  a ball which the dog is chasing.,"At the end of the tal,there is color white.",There is color white in the neck and legs.,It looks like it is about to play on the snow.
2582,A child is touching a green toy animal.,The child touching the animal is putting on a red sweater.,The animal is outside the building and there is snow.,Behind there is a building where they keep big animals.,The child is scared t touch the animal.
2583,A young man sitted on the chair while putting on glasses and a watch.,He is sitted on a white chair and in the shade.,He is putting on a watch and black glasses.,"Near the man,there  are three trees with green leaves.",He is putting on a grey trousers.
2584,A woman and the child are sitted on the chair.,In front of her there is a bottle of milk and a phone on the table.,The child is looking at the woman o the face.,There is a red table and they have put the milk there.,A child is putting on yellow clothes.
2585,A man sitted on the chair is putting on black shirt.,He is sitted on a blue chair and loks like he is in a meeting.,The walls are white where he is sitted.,There is a water glass and a kettle on the table.,"Behind the man,there is a poster with words."
2586,A soldier with red shirt and a cap is leaning on a fence.,A soldier with glasses and some green flowers at the building.,He has paid attention in front as if he is looking for something.,"Behind him,there are buildings which are white and brown.","Down the shop,near the soldiers,there are glasses."
2587,A young man with a black shirt has a fence behind him.,There is a white car in front of the man.,This man has paid attention to what he is doing in front.,He is playing with fire at the dark place.,There is smoke oming out of the fire he is playing with.
2588,A young man without a shirt is walking near the road where a black car is passing.,He is putting on a rey shor and there is something in the car.,"Behind the car,there are trees with green leaves.",He is holding a black shirt which he wants to put on.,"Behind the man there,there is a house with a brown roof."
2589,A young woman with a red dress is sitted down.,She is with glasses and a brown head rap.,A woman is sitted down while leaning on the wall.,On her laps there is a black bag.,The wall she is leaning on is red in color.
2590,A man and a woman are putting on blac lothes while looking at what to buy.,The shop has different types of goods for sale with prices.,The woman is putting on a red shirt and a black trousers.,"Behind the man,there is someone paying for the goods he has bought.",The shop has got lights.
2591,Two children are sitted on the grass while behind there is a tree of oranges.,One child is kissing the other child's chick.,Both children are putting on red and grey shoes.,There are some black dolls and pumpkins behind them.,They are sitted at the dry brown grass.
2592,A man and a woman are standing  putting on a black shirt with blue trousers.,A man with black shirts is putting something on the plate.,A woman has brown hair.,"In the kitchen,there are a lot of utensils.",The walls of the kitchen are walls.
2593,A child is putting on a green short with a blue shirt jumping on a swimming pool.,"At the end of the river,there is a man putting on black clothes standing.",The child is putting on glasses while looking at the water.,Behind the man there is a child running on the grass.,The water on the swimming pool looks blue.
2594,A group of old people is under the upstair building.,The group came to buy what is been sold.,There is a man putting on a grey trousers with hands in his pockets.,They have put the direction tape around what they are selling.,They are two buildings behind the men.
2595,A group of six people aare sitted near the shade.,There is a grey shiny wall behind them.,There is a road where people are passing behind them.,There are three baby pushing chairs.,They have three black pushing chairs.
2596,A boy is standing at a stand where they are buying fruits and a black car is parked.,The stand is near the road which has color red and white.,The boy is putting on a red shirt.,"There is a busket,box and a bottle on the selling table.",The boy has a bag on his back.
2597,Two men with one woman putting on a blue and red dress.,There are two men sitted behind the women.,One man is playing a radio and the othe one is playing the drum.,A woman is putting on a purple and white dress with beads.,The woman looks happy with how she is dancing.
2598,A woman putting on black clothes is sitted on the chair.,Sitted on the red couch in the train.,"Where she is sitted,she is looking on the sides of the train.",There is light and it is white in the train.,"In front of her,there is a group of people."
2599,"A woman is putting on blue clothes,standing outside the shop,buying fruits and vegetables.",There are two people buying fruits and vegetables.,"On top of the shops,there are names of the shops.","In front of the woman ,there is a woman with a chicken and a blue bag.",Behind the shops there are some upstair buildings.
2600,A brown dog is plaing with a belt in its neck.,"Behind the dog,there are green trees.",The dog has a white long tail.,There is a metal belt in the dog's neck.,It looks like the dog is male.
2601,People are watchingb ladies playing volleyball while sitted on the chair.,People are sitted on the blue chairs clapping for  the players.,The players are putting on white shirts and black shorts.,They have knee gaurds to prevent them from injuries.,They are putting on white shoes.
