IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
4039,a young woman is running in the grass,she is wearing a short red dress with a slit and it has words on it,there is a crowd of people behind her who are wearing red and white clothes,the crowd is sitting behind a wire fence,there's someone in the crowd who is holding a camera
4040,two boys are playing in the water and the await,they are playing in a river and there are canoes behind them,they are not wearing any clothes,one of them is looking like they are ready to jump,the other looks very happy and has a gap in his teeth
4041,an old man with big ears in inside a building,he is wearing a jacket and his hands are in the air,he is scratching his head,there's a poster in front of him and someone 10 wearing a hijab talking,there is a podium in front of him
4042,a big dog is in the bush,it looks like it's sniffing a dead tree,it has a red leash and a short tail,the sun is shining,there a different type of plants and trees in the bush
4043,two children a walking in a road,it looks like they are female one is working on the right and the other on the left and they are wearing sneakers and jerseys,one has a red bag back and the other has a yellow one,there is a concrete wall on the side of the road,there is grass growing on top of the concrete wall
4044,two girls are in an area at the beach and they're playing in the water,when is in the water and facing the water and she has even dropped her hair,the other is standing on the sand and is bending over,the one bending over is wearing a short dress and she is holding her ankle,the one in the water is wearing a vest and underwear
4045,there are two boats on a river,there are trees and a hill nearby in the same area,there are small waves on the water and there is a bridge just above the river,one boat that is green is a head and one that is red is behind both boats have people in them,there are rocks on the side of the river
4046,a tall slim dog is running in a race,it is wearing a vest with the number six on it and it has the muzzle on its mouth,this is to stop it from biting other dogs,there is a metal fence on the side of the road,it is night-time I'm and there are flowers nearby
4047,a dog is running in the grass and there are plants on its left side,it has long white fur and has black fur on its ears,there are flowers yellow ones and red ones that are growing in the grass,the dog is biting a stick and the fur around its mouth is dirty because of the stick it is biting,there are trees and pink plants growing in the area
4048,a little boy is playing with a ball,he is wearing a trousers with pockets a T-shirt that is white with drawings on it,he has an Afro and has pierced his ears and he is smiling,there is a pink bicycle in front of the house he is at,there is also some grass in front of the house however some of it is dry
4049,people are standing on a bridge at a lake,you can see the reflection of the people on the Lake,there are so many different types of trees surrounding this Lake,there are also different types of plants and flowers growing in this area,there are also water plants growing in the league
4050,a group of people are standing in an area where people skate,there is a concrete Hill where a man with an Afro is skating he is wearing shorts and a shirt,he is jumping in the air using his skateboard he is also wearing sneakers and white socks,on his left there is someone wearing black clothes and a cup and he is holding a skateboard,it looks like the sun is setting
4051,a girl is playing in an area with a lot of houses,she is wearing a red long-sleeved shirt jeans and she has even tied her hair,she is holding the hula hoop there are hula hoops on the ground,there are paths in the area where this little girl is is there is also grass on the sides of the Paths,there is a road in the middle of the houses and there are cars parked in that
4052,the little girl is in an area with a road and grass,she is wearing a small yellow dress with sandals there are words written on her dress as well as a drawing of a rabbit,she is holding onto bent red yellow bars,there's a car parked on the side on her right,there is a red concrete pipe that is that she is standing on
4053,the man is on a skating rank,he is on a skateboard,there is a small wire fence on top of the concrete heel there are also some trees nearby,he is wearing a red and button shirt with a white shirt inside and is wearing black trousers,he has his hands spread out out and the trees nearby are providing shade to the area
4054,an old dirty looking man is packing something in his bag,there is a wall of a building in front of him and on his right there is the wall made out of plants the plans are creeping plants,there is a bicycle leaning on the wall all and a shopping trolley,there are many things in this shopping trolley,there are bottles on the ground as well as a piece of blue clothing
4055,two men are in a stadium and there is a war shielding the people who are watching,it looks like a baseball Stadium,one of the men is throwing a ball,the other is bent over trying to catch the ball that was throne,they are all wearing baseball jerseys and gloves to help them catch the
4056,a woman and a child are in a park,the woman is sitting and the girl is standing next to the woman the woman is smiling,the woman is wearing a white shirt her hair is dropped and she is wearing a necklace,the little girl is wearing a white dress with red flowers and red sandals she is also wearing a blue shirt on top of the dress,the little girl is is throwing glitter on the woman
4057,a dog is sitting in the snow in the afternoon,it has brown fur and white fair when it's chest,there are footsteps in the snow,it has its leads spread out in front of it and its Hind legs are bent,it has snow on its mouth and it's eyebrows like it was burying its head in the snow
4058,a dog is running on the beach,is has brown and black fur and has white fur on its mouth legs and tail,it still is in the air air.and it has its body in a caring position while running on the sand of the beach,there are footsteps on the sand and the sand is a little bit,the dog is wearing a brown leash and it is facing the direction in which it is running
4059,a boy is standing on a bridge together with other people,he is wearing black gumboots a long sleeve shirt and shorts,behind him on his left there is a brick wall with white metal where people are passing,this little boy has a fishing rod and is standing over the bridge,there are other people there who are also fishing on his left there is a woman wearing a shirt and a tight short
4060,the person who looks like a man is in an area with a lot of stairs,there is a very big Mountain nearby in the area,he is wearing a long-sleeved shirt and a cap and he's sitting on the grass,where he is sitting there are other plans and white flowers,the sun is shining and this man is wearing a cape to protect him from the sunlight
4061,the man is skating on ice skating board,he is skating in an old pool that is no longer used,he is wearing a t-shirt and shorts as well as sneakers and he has a bald head,this dry Paul has plenty of paintings and writings on it it and it is sunny,there are people above the poo who also skating
4062,two dogs are playing in the grass and in the same area there are also trees,there is a brick wall in a distance,there are paintings and drawings on this wall,there is also a house in the same area and both dogs are wearing collars,one of the dogs has black and white fur and it is jumping in the air in order to catch a ball the other dog is simply standing and has brown fur
4063,a group of people are inside a building with two rooms,there are Lights On The Ceiling of different kinds in these rooms,in one of the rooms there is a big black couch and a big mirror behind the couch,in the same room there are different kinds of pictures stuck on the wall and a huge light hanging from the ceiling,in the other room there are pictures stuck on the wall that people are looking at
4064,a dog is playing in the grass,it has its mouth open and it is drooling,it has black fur and white fur on the edges of its tail and eyes,you can see the Shadow of the dog on its left side,they are trees behind the dog and dried leaves on the grass
4065,small boy is running in the road,he is only wearing a blue short with many pockets,there's a garden of white flowers behind him,there's a small puddle of water in front of him,he has one hand on his chest and his tummy is Folds because he is running
4066,a man is in the Air on a bike,she is in an area with a lot of mountains,he is wearing dark clothing and he is wearing a helmet,he is holding on to the steering of the bike,there is a small ramp on the bottom that people use to jump off
4067,a man with the backpack is in the snow,he is wearing skiing clothes,he is wearing a helmet and safety goggles to protect him from accidents,there are many hills with snow on them,he has metal stuff to help him walk through the snow
4068,a woman is standing in an area with trees and cars,she is wearing a whit jacket with flowers on the end of its sleeves,the sleeves of the jacket end on the elbows and she is wearing a balck dress,she is wearing a bracelet and a wristwatch as wella s a ring,she is holding a camera and looks happy
4069,a dog is in the bush,it has brown fur,itb is wearing a black collar with a pendant,its looking agead like its looking at somethiung,there are trees with yellow leaves in the area as well as some grass and dead leaves on the ground
4070,an old man is on the wtaer,he is on a skateboard,he is wearing surfing clothes,he is bending a little in order to not fall,he is floating on a wave and is making a splash while surfing
4071,a child is playing in the snow,thius child is squatting in order to ski well,this child is wearing warm clothes to use when skiing,there is a net on his left,there is also some dry grass in a distance
4072,two women are playing field hockey,they are all wearing hockey jerseys,they are both bent over in order to get a hold of the puck,they have their hair tied in a pontail and are wearing headbands,they are also wearing gloves
4073,a woman is at a sea shore ,she is wearing a striped hoodie and she is wearing a cap ,she has a collarcin her neck attached to a canera,she is facing the water but her head it turned to her left ,there are two people playing in the water and there is a hill nearby
4074,people are at the beach ,some are swimming others are simply sitting and others are playing and running,there is sand on the beach where people are sitting and lying down ,there are street lights in a didtance,there are also some trees nearby
4075,a white dog is yawning,it's mouth is open while it's yawning ,it has brown patches of fur.,it has rolls on its neck ,it has a black nose and white fur around its mouth
4076,a man dressed in women's clothing is writing a motorcycle,he is wearing a black leather jackets a skirt and stilettos,he has a red scarf around his neck a red helmet and sunglasses,he is riding a red and white motorcycle and has a handbag on it,it seems he is making a turn and there are people standing on the side of the road
4077,sitting in in a room with a poster on the door,the room they are in seems old and the walls are cracked,these people are seated on white chairs and a woman is a dressing them a man among this group is seated next to a camera,this group of people includes men and women of which some are on their computers,behind this group are two men sitting behind computers
4078,3 children are sitting on top of stairs,"all are boys, one is kneeling the rest are sitting",the one kneeling  is looking down and he one sitting is watching him,all children are wearing bomber jackets and trousers like it's cold,there are stair railings on the side of the stairs 
4079,a girl is standing in a soccer field,she is wearing a red long sleeved shirt shorts it's long socks and shoes,she is standing in front of a goal post,there are big posters stuck to the wall of the stadium,she is wearing gloves and is kicking a ball 
4080,children are playing on the grass,one of the children looks older than the rest and is wearing a white T-shirt TN and shorts as well as black sandals,the youngest is wearing a striped shirt shorts and canvases,there is a hole in the ground and on the right there is a tree growing in that hole,the older child is holding the younger one 11 his shirt and the younger one is looking to his left and the older one 1-in front of him
4081,there's a man on a hill,he is wearing a white shirt black shorts and black sunglasses,behind him there is a hill with snow on it,he is standing on the ground and with many rocks,it seems it's afternoon
4082,a person is riding a motorcycle in a dusty Road,this person is wearing clothes fit to ride a bikes,in the same area there are many roads that are there there are plants growing,there are plants growing besides the dusty Road,the number ninety is stuck on the motorcycle
4083,some girls are playing volleyball and one of them my is pointing to the clouds with her finger,there is another volleyball field behind the one 1.the girls are playing in in that is where where people are watching from,there are other buildings and trees in a distance,all girls are wearing volleyball jerseys,two of the girls have bumped into one another in an effort to jump for the ball
4084,a chubby looking man on is standing on the side of the road,he is standing on the sidewalk,he is wearing a hat dart glasses and he is holding a newspaper and his hands are on on his waist,there is a huge wall behind him and an electricity Pole close to him,there is is some grass next to the building and a small electricity box
4085,white dog is in the grass,it is on its back and it is wearing a brown leash,or it's legs are in the air,it looks like it wants to scratch itself with the grass,it looks like it is evening time I'm and there is a tree close by
4086,different types of dogs are running and on there lifts there is is a house,these dogs are running in a backyard and there is even a plant wall,one of the dogs has long brown fur and is wearing a colour and a vest,the other dog has white fur and black patches it is a dalmatian,the other dog has black and brown fur all dogs have their mouth open
4087,some men are playing soccer,they are wearing soccer jerseys,some are wearing blue soccer jerseys and others red Ones,three or chasing after the ball but only one of them my has it,one of them my is in close proximity with the one who has the ball he is trying to to grab it
4088,a young lady is standing in front of of a magazine rack,she is wearing a black crop top a small skirt and thick sandals,her left hand is resting on her waist and she has a bag on her shoulder,her hair is tired she is wearing glasses and she looks like she is paying attention to a magazine in front of her,there is a manhole in front of her
4089,to teenage boys and to small boys are playing on the grass,one of the boys is standing next to an american flag he is also holding a ball in his hands,the other boy is bending tired his left like he is about to fall while catching a ball,there are minerals in this area there are also trees and plants that a planted in the same area,are street lights nearby as well as lamps in the grass and there is is a car are parts close by
4090,two dogs are fighting for a toy,both dogs have black fur and white patches on their feet and chest,the dog on the left is wearing a red collar and the one on the right is wearing a black one,these dogs are fighting inside a house and are standing on a blue carpet,both dogs are biting the toy
4091,a man on is sitting on a red chair inside a room,he is wearing a striped jacket the white dress shirt and black pants he is resting his hands on his stomach,outside the rooms window there is someone who is sitting on a chair who is on their phone,this man on sitting on a red chair is also on his phone,he looks angry and he is wearing a bracelet on his right hand
4092,a man is floating on the sea,he is on a surfboard,he is lying on the surfboard however his head is propped up,he is playing on a wave in the water,he is wearing a black surfing suit
4093,a little girl is suspended in the air and tied with rope,she is in a girdle that is helping her stay in the air,she is wearing a white shirt a black short and sneakers,there is a building with many windows behind her some of those windows are open,her hair is blowing in the wind and she looks very happy p2b where she is
4094,a man is on the sea,he is wearing surfing clothes,he is on a surf board,it seems he has fallen off the surfboard ,it is sunny
4095,the black dog is running in a field,it's biting a ball with ropes he is,it has patches of brown fur on its ears legs and chest,it us wearing a collar,it is sunny anf the dogs ears are in the air 
4096,mini children are inside building,200 children are pointing ahead of the like their pointing at something,1 boy and one girl standing in there wearing similar green clothes,there is a curtain on the left and women who look like the children teachers,one of them is standing and she is wearing a Turtle neck with an open button shirt
4097,some boys a playing field hockey,they are wearing team jersey,to a from the same team however one of them has fallen down he even has dirt on his by,the other looks like he is screaming it seems they are in a bushey area and uh playing on the grass,one of the boys from the other team also look like he is about 24
4098,a little boy is running in a dusty stroke Road,he is wearing a t-shirt pants and he is wearing a cape,he is even raising dust while he is running he also has dust or dirt on his face,there are horses behind him and the pass is running on is on the grass,there is a tree house and some plants behind him as well
4099,two dogs of the same kind are running in a field,one dog has white and brown fur,the other has black fur,both dogs are wearing collars in their necks,the dog with brown fur is looking to its left and it seems both dogs are backing
4100,the woman is outside in the Sun wearing a feathered hat,she has a bag on her left shoulder and is holding a Coca-Cola cup with a straw in it,"she is wearing a lot of necklaces a belt, a sash and a short sleeved shirt",there is a building and a tree behind her as well as a girl sitting on a sidewalk,the girl standing is laughing and looking to her right like she's talking to someone
4101,a dog is at The Shore of a river,is standing on sand and it's shaking its body,has white fur in brown fur on his ears,there are small waves on the River,the dog is wearing a blue collar and there is a small pink bow in front of it
4102,a small boy is running,this mobile is running in an area with dry grass,he is wearing a blue shirt with words on it it and he's wearing a diaper,there's a chicken coop behind him and chickens in front of him shoot oceans,there are different types of chickens in front of the child's this child is trying to catch one of the chickens
4103,a group of people are riding a bicycle,they are wearing bicycle riding gear and helmets,there are cars in the road in which they are riding their bicycles,they are going the same direction as these cars,there are some people waiting at the bus stop on the side of the road
4104,a man is sitting on the ground wearing a black vest and he has his hands stretched out he also has a tattoo on his arm,he is wearing a scarf with white doves on it,this man has a mohawk,he has both his ears pierced and is wearing earrings,he has a beard and is looking ahead of him
4105,a man is inside a horse costume,this horse has white fur and this horse is wearing a red shirt,it looks like this person inside the costume is inside a stadium,this person inside this house costume is facing three little boys,most of the people in the stadium are wearing white and red shirts with caps
4106,a man and a woman as seeded on grass,the woman is black and the man is white and they're both facing the lake,the man is holding a newborn baby b&s man is Leaning against a tree,there is a baby pram next to this couple,the woman is wearing a black vest and black pants and she has tied her hair the best she is wearing is short
4107,short dogs in the snow,this dog is wearing a striped vest,there is is someone shadow next to the dog the dog has snow so around its mouth like it was eating it,this dog has black fur,there are Torre trees in the area
4108,a camel and three children are walking in a road,the camel is carrying big canisters of water,they're walking on the side of the road,the young child is running towards the hills and is holding big bottles of water,this woman is tour and she is looking to her
4109,a dog is jumping over a hurdle,it looks like it is in a dog park,there is someone behind the dog,there is a forest of trees with yellow flowers behind this area,this dog has as1 for and it has its mouth open while running
4110,a man is pushing a big clear plastic ball,it's a big plastic ball people used to play in,there is someone walking behind,they are all wearing the same kind of clothes,they are in a grassy area with trees far away
4111,a big dog is jumping,it is jumping in a backyard on the grass,on its left there is a tool wall fence and plants growing on the side,it has brown and black fur,the arteries that can be seen in a distance
4112,children 4 of them are in a pool,there is one girl who is wearing floaters on her wrists and and underwater glasses,there is also a young boy who is wearing the same Gear,there is a girl with pigtails who is sitting in a floater in the water,on the left side of this Girl behind her there is a young boy who is wearing underwater glasses on his head
4113,a black dog is running,it is running in an area with grass and rocks,it's has its mouth open,there are heaps of dry grass in front of the dog,there are also trees not so far
4114,a black dog is running,it is running in an area with grass and rocks,it's has its mouth open,it's has its mouth open,there are also trees not so far
4115,a large do is jumping,it is jumping in a backyard ,there is a tall fence behind it,it has light brown fur,there are trees behind the fence
4116,children are playing in the park,they are playing hockey,they are wearing hockey jerseys,both are wearing helmets,they are wearing ice skating shoes
4117,two boys are playing ,they are playing frisby,they are all trying to get the frisby,one of them is wearing a jersey,the other is not wearing one but is wearing socks
4118,a woman is standing outside in the Sun she is wearing and long dress with stripes and a wrist watch as well as socks and shoes,the Stripes are on the middle of the dress and she is wearing a scarf head scarf,she is holding a ball and a spoon like she is about to eat,there is an open building behind her with a man in it and inside there are lights that are on,there are boxes drone on the ground in front of this woman
4119,the couple of dogs are,two dogs are ahead and one of them looks like it was jumping,one has very long ears,the dog behind have brown face,there is a house that can be seen in the distance
4120,three people at in a shop where they sell different types of bicycles,two of them are men one old and one Young it looks like these to work in this shop,there is also a young lady in this shop standing behind them looking at the bicycles,they are metal rods metal stuff that and metal shelves that are holding the bicycles,the young lady is wearing sandals pants a shirt and a wrist watch the young man working on the bicycle is even wearing a hat
4121,a cow and a dog outside,the dog is barking at the cow,the cow looks like it's about to hit the dog with its horns,the dog and cow are raising dust,there is a wire fence behind these two
4122,a man is jumping on a skateboard,he is inside an Unfinished building with plenty of paintings,he is wearing a hat shirts pants and a wrist watch,the area in which this man is jumping looks like it has stairs,there is is a concrete staff inside the building
4123,a group of old and young men are standing in the road,there is someone standing in front of this group giving out out boxes,the man giving out boxes as his hand stretched out receiving the boxes,others are doing the same thing,there is a truck behind this group with people in it as well as a Sandy Hill next to them
4124,mini cars in a race,they are racing cars,they have big wheels,they are following each other,there are stacks of tyres on the side of the road
4125,five dogs are playing in the snow,call look alike and have the same kind of fur,the others also seem to have the same kind of fur white and a wearing blue colours,the dark dog is wearing a red colour,there is a wire fence with a yellow line behind the dogs
4126,dog is walking and biting something,the dog has black fur,there is a wire fence next to eat,there's a garden of flowers behind the fancy,it is sunny
4127,a young man is surfboarding,he is stepping on the surfboard with his two legs,he is wearing a life jackets,he has his hand stretched out in an effort to balance,there are trees and people on the shore of the sea
4128,a young child is playing in a pack and is very happy,he is wearing shoes and clothes,he is carrying something in his hands that he seems to be throwing around,there are also other children in the same area playing,the child is playing on the lawn
4129,a young boy is,he is playing in the road,he is wearing a tap and a helmet,he is trying to balance himself on the skateboard he is wearing white shoes a short and a shirt,there are houses next to the road he's playing in
4130,a little girl is wearing a silk dress and has a bug swung over her shoulder ,she is holding a balloon ,there's a man standing behind her with a backpack ,there's a woman who might be this girls mother buying something nearby,there are a lot of people in the area
4131,a doberman is on a metal bridge ,it has black and brown  fur,it is wearing a blue collar ,the dog is simply standing ,there is a bush behind the dog
4132,the man is standing on the side of a stream,this man is only wearing a short,he is poking a stick into the water,"there are rocks surrounding the stream, it might be a hilly area",the other hand is on the rock and there is a bush behind him
4133,the young boy with nice hair is wearing a headband,there is a girl standing next to him wearing a black head soap and she has her hands in her pockets,there are also other people standing in the same area,it looks like these people are waiting for something or someone,there are two ladies behind this young man with nice hair
4134,a small black dog is running in a road,where do you think this dog is coming from,it seems this dog is coming from somewhere because it is,the road it is raining in is not very big this small dog even has its ears in the air,there are dead leaves on the side and dry grass as well
4135,a man is surfboarding,this man is wearing a life jacket,he is wearing a blue short under surfboard has shoes in which this man has put his feet in,there's a boat on the water,this man is holding onto the Rope that is helping him move on the water with his surfboard
4136,a dog is playing in the cold place,there is snow where this black dog is playing,the dog looks happy and is wearing a collar in its neck,there is a wire fence surrounding this area,there are trees behind this fence
4137,two children and adult are playing,it seems one is the first born and the other is the last,this child is lifting the little girl so she can read towards the tree,the older child has reached the tree with ease,it looks like this family is standing on the wooden Bridge
4138,a little child is running towards something,this child is wearing shorts and shoes,it seems that this child is in a play park,there are many trees in the same area,the sun is shining and the grass looks beautiful
4139,man is having his photo taken,she is standing in front of a big building that can either be a school or an ordinary building,he is wearing a red and black Jersey,he is wearing an ID collar,he is standing in a sidewalk
4140,there different products for sale in a market,one seems to be selling maps and one lady in particular is buying one,the shops are simply tents,the people coming to buy have shopping bags,there is a house across the road from the market
4141,A tall man is playing cricket,he is wearing white clothes and helmet,he is in a cricket stadium,he is paying great attention to where the boat is coming from,there are chairs in the stadium for the audience
4142,a woman is at a gun range,she is wearing ear muffs,she is standing steadily with a gun in her hands,there is a target in front of her that she needs to shoot,it seems that this woman might be a soldier or the police woman
4143,a group of people are crossing the road and going different,the cars are at the Holt and waiting for the people to cross the road,there is a tricycle parked in the road,there are traffic lights nearby,there are tall buildings on the sides of the road
4144,men are playing basketball,one has the ball in his hands and the other is trying to grab the ball,the one with the bow is wearing white jerseys from a specific team,there are people in the court watching them play,there are cheerleaders in this basketball court
4145,a man is playing the guitar,there are people stopping and listening to him,there is a box next to him where people are throwing money,he is wearing a headband shoes and a trousers,it looks a little dark
4146,two dogs are on a red leash,these dogs are in a snowy area,these dogs have the same kind of fur,one of the dogs is biting the red leaf,there are footprints in the snow
4147,a dog is heading out of the water,it looks like the water is not very deep,the dog has brown fur everywhere,the dog is even lifting it still while it is walking,it seems that it is very sunny and the dog went in the water to cool off
4148,there's a person on a parachute,the parachute is attached to a small chair,the sun is setting and it looks beautiful,there are other people following this person also in parachutes,they are small houses that can be seen from the sky
