pair_id	image	sentence_id	image_id	audio_id	sentence	translation	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
31.0	3144343	2	173170364.jpg	31_4434_3_312_02_211110-231951_bem_83a_elicit_1.wav	Kwena kuti caba ngefyo fine musosele.	it could be as you have said	312	female	3.834	16000	vnd.wave	bem	
34.0	3451851	2	1770036088.jpg	34_5185_1_342_02_211114-152232_bem_004_elicit_0.wav	Bali nensansa,baleseka	happiness and laughter all around	342	female	2.904	16000	vnd.wave	bem	nbl
5.0	548334	1	1781227288.jpg	5_4833_4_51_01_220116-101841_bem_03f_elicit_2.wav	Cine sana, cipalile kwati emo bekala aba baume emu nganda yabo	it looks like this is where where this person stays lives	51	female	7.214	16000	vnd.wave	bem	bem
1.0	139343	2	1808504612.jpg	1_3934_3_12_02_211104-134030_bem_2a5_elicit_1.wav	pumulu ichimuti chilemoneka ichaisalika na mabula uyalebalakata katapakatapa nelyo mukati muli ichipunda bushe nimulandu nshi	the tree looks closed with green leaves on top bit inside it has a  space .what is the reason ?	12	male	11.184	16000	vnd.wave	bem	bem
15.0	1535980	1	1812525037.jpg	15_3598_0_151_01_211026-084609_bem_8cc_elicit_0.wav	Ibumba lyabantu bali mumuputule na abaana  nabaishinga fimo pa menso.	A group of people are in a room and kids have their faces painted.	151	female	12.273	16000	vnd.wave	bem	bem
15.0	1573611	2	1874617189.jpg	15_7361_1_152_02_211030-133942_bem_8cc_elicit_0.wav	Kuli abalumendo babili mu mbali elyo umukashana pakati.	There are two men in the sides and the girl is in the middle.	152	female	5.921	16000	vnd.wave	bem	bem
10.0	1024682	1	1924234308.jpg	10_2468_2_101_01_211030-201022_bem_ddd_elicit_1.wav	limbi bacilasamba pantu kunumayabo kuli akamana kamenshi	Maybe she was swimming as behind her, there is a small river	101	male	7.849	16000	vnd.wave	bem	bem
9.0	920620	1	1952896009.jpg	9_2062_0_91_01_211025-065731_bem_ebf_elicit_0.wav	banamayo bali mu musebo nabafwala na icitambala Ku mutwe	A woman is  on the road wearing a head covering.	91	female	6.579	16000	vnd.wave	bem	bem
11.0	1163973	2	1956678973.jpg	11_6397_3_112_02_211030-210413_bem_1e5_elicit_1.wav	Cine, elo cipalile kwati bonse  bali ne myaka imo ine kwati bafyele mu mwaka umo	they look like they are quadruplets	112	female	11.774000000000001	16000	vnd.wave	bem	bem
2.0	241163	2	1956944011.jpg	2_4116_3_22_02_211026-184957_bem_cee_elicit_1.wav	Umwana umulumendo naiminna alosheshe ku kulyo kwakwe, naikatilia nakuli icicintu umunankwe alepelukila.	A boy is standing facing to his left side holding the swing.	22	female	9.369	16000	vnd.wave	bem	bem
7.0	754334	1	1980882959.jpg	7_5433_4_71_01_211105-050644_bem_1e5_elicit_2.wav	ifimbayambaya ifi fiminine muncende bapanga ukuti fileimininamo	The cars are all parked in the parking space.	71	female	8.78	16000	vnd.wave	bem	bem
11.0	1163184	1	1989145280.jpg	11_6318_4_111_01_211029-111143_bem_1e5_elicit_2.wav	Lyena kuminwe yakwe alikwata ne nindaminwe kukulyo na kukuso konse isha sifere	"and she has silver rings on her fingers on both her hands
"	111	female	11.661	16000	vnd.wave	bem	bem
19.0	1970362	1	203062683.jpg	19_7036_2_191_01_220118-083643_bem_524_elicit_1.wav	Bambi baleputa imitolilo kukanwa elyo bambi nabo balelisha in'goma	some they are playing pianos and others are playing drums	191	female	5.7620000000000005	16000	vnd.wave	bem	bem
6.0	614993	2	2053733930.jpg	6_1499_3_62_02_211027-214256_bem_976_elicit_1.wav	Pafisolobelo pali icimpompo elyo nefyakwikata kuminwe pakukwela ulupili nangu ukwenda muli fube fube wakata fimbi palya nifinshi?	There is a helmet  and skiing rodes among the utensils. What else is there?	62	male	15.745	16000	vnd.wave	bem	bem
17.0	1779973	2	2102732029.jpg	17_7997_3_172_02_211111-113202_bem_e94_elicit_1.wav	Umukulu umukashana alesambilisha umwaice ukukopela icikope.	The big lady is teaching the younger one how to capture through the camera.	172	female	5.24	16000	vnd.wave	bem	nya
33.0	33106204	1	2109479807.jpg	33_10620_4_331_01_220324-214828_bem_c25_elicit_2.wav	Uyu umufyashi umwanakashi uwakwata inkanda iya buuta kumo na bana bakwe batatu bonse nabafwala fimpompo kumutwe.Elyo wena no mwana umo nabafwala na matoloshi ya katapakatapa	This white woman with three of her friends are putting on helmets on their heads. Her and her child are wearing trousers which are green in colour	331	male	14.247	16000	vnd.wave	bem	bem
9.0	958330	1	2120383553.jpg	9_5833_0_91_01_211030-055936_bem_901_elicit_0.wav	Umwana mwanakashi naiminina mupepi neecibumba canganda munshita ya kasuba.	A little girl is standing near a wall of a house during the day.	91	female	6.692	16000	vnd.wave	bem	bem
8.0	818943	2	2126950128.jpg	8_1894_3_82_02_211031-052038_bem_ce8_elicit_1.wav	nafwala na itoloshi ilya ilangi lya makumbi makumbi	She is wearing a blue trousers.	82	male	6.647	16000	vnd.wave	bem	bem
13.0	1368160	1	2135502491.jpg	13_6816_0_131_01_211029-165420_bem_9ed_elicit_0.wav	Imbwa ile butuka naikwata akantu aka kashika mu mukoshi. Kule moneka ukwa talala kuli iyi ncende	A dog is running with a red chock collar in the neck, this place seems to be very cold.	131	male	7.237	16000	vnd.wave	bem	nya
6.0	650550	1	2136514643.jpg	6_5055_0_61_01_211028-080125_bem_976_elicit_0.wav	abakashana babili ababuta inkanda bonse nemishishi iitali nganshi umo naiminina umo aleyenda	There are two white ladies both with long hair, one is walking  while the other  is standing.	61	male	12.432	16000	vnd.wave	bem	bem
14.0	1470684	1	2137789511.jpg	14_7068_4_141_01_211111-121334_bem_f08_elicit_2.wav	Emukwai eko afuma bapwisha nokupwa ukusanga insamushi shonse babapele ukusanga ,abwekelamo nakung'anda nomba.	Yes that's where he is coming from, they are actually done with the group assignment so he is going back home.	141	female	9.506	16000	vnd.wave	bem	bem
31.0	3199840	1	214165084.jpg	31_9984_0_311_01_220129-005850_bem_c25_elicit_0.wav	Umwanakashi uwamushinku wapakati no mushishi uutali uwafita naiminina uku ninshi nashibata.	A middle aged woman with long black hair is standing while closing her eyes.	311	male	11.298	16000	vnd.wave	bem	bem
22.0	2220701	2	214167512.jpg	22_2070_1_222_02_211109-125742_bem_004_elicit_0.wav	Ukulyo yakwe kuli umufuko wa buta.	There's a white sack on her right	222	female	3.7880000000000003	16000	vnd.wave	bem	nbl
2.0	23623	2	2149968397.jpg	2_362_3_22_02_211026-153200_bem_2a5_elicit_1.wav	Kuli abantu abengi mu menshi kunuma ya mwana uyu abeshile mukoowela.	there are many people in behind him in the water	22	male	7.623	16000	vnd.wave	bem	
9.0	959492	1	2149982207.jpg	9_5949_2_91_01_211030-161933_bem_901_elicit_1.wav	Kwena, aletamba fye bemba mukalamba uukwete amabimbi ayengi saana.	well, he is simply watching the sea that has so many waves.	91	female	5.717	16000	vnd.wave	bem	bem
8.0	855132	1	2162564553.jpg	8_5513_2_81_01_211102-043848_bem_ce8_elicit_1.wav	Nasenda na icola munuma	He is carrying a bag on his back.	81	male	5.104	16000	vnd.wave	bem	bem
22.0	2278353	2	2171154778.jpg	22_7835_3_222_02_211112-120446_bem_50c_elicit_1.wav	naba kafwika nefya makumbi-makumbi	he is dressed in blue	222	male	3.335	16000	vnd.wave	bem	lam
15.0	1573862	1	2171576939.jpg	15_7386_2_151_01_211027-120356_bem_9ff_elicit_1.wav	nalimo natemwa ukufumina panse	maybe the child is happy being outside	151	female	5.286	16000	vnd.wave	bem	bem
1.0	138974	1	2174206711.jpg	1_3897_4_11_01_211106-204949_bem_cee_elicit_2.wav	kumbali yamumana kuli ing'anda iyikalamba	alongside the river there is a house	11	female	2.835	16000	vnd.wave	bem	bem
19.0	1912410	1	2176147758.jpg	19_1241_0_191_01_211108-140241_bem_665_elicit_0.wav	Shitata wankanda yabuta naiminina kumbali yamusebo, ashintilishe incinga yakwe kucibumbili.	A white man is standing on the road side and leaning his bicycle against an erect sitting wall	191	male	8.371	16000	vnd.wave	bem	bem
9.0	921532	1	2176980976.jpg	9_2153_2_91_01_211025-141549_bem_ebf_elicit_1.wav	nakalimo kwa impepo pantu bonse nabafwala ifya mpepo	Maybe it's a cold area  because everyone is wearing warm clothes.	91	female	7.055	16000	vnd.wave	bem	bem
8.0	857013	2	2183227136.jpg	8_5701_3_82_02_211105-200346_bem_901_elicit_1.wav	bambi nabemininako	Others are standing.	82	female	4.265	16000	vnd.wave	bem	bem
12.0	1267270	1	2189181027.jpg	12_6727_0_121_01_211107-065947_bem_9ed_elicit_0.wav	Imbwa iyafita, ilebutuka mupepi nomumana	a black dog is running  near a river	121	male	4.832	16000	vnd.wave	bem	nya
30.0	3040544	1	2192333873.jpg	30_4054_4_301_01_211110-092609_bem_654_elicit_2.wav	Eya mune elyo umo umwaice napona napanshi.	Yes dear, and one of the two kids is laying down.	301	male	6.465	16000	vnd.wave	bem	bem
7.0	753594	1	219730733.jpg	7_5359_4_71_01_211104-103813_bem_1e5_elicit_2.wav	bali panga no tumasitandi twakushitishamo	They have made stands for sale.	71	female	6.76	16000	vnd.wave	bem	bem
8.0	857240	1	2201222219.jpg	8_5724_0_81_01_211102-112307_bem_ce8_elicit_0.wav	Umwana umwaume alelisha icilimba cansale	A young boy is playing a traditional instrument.	81	male	6.329	16000	vnd.wave	bem	bem
17.0	1778984	1	2203615439.jpg	17_7898_4_171_01_211110-060933_bem_947_elicit_2.wav	Kumbali yabo kuli icikulwa icakwete ifiibii ifingi.	There is a building besides them which has alot of doors.	171	male	7.804	16000	vnd.wave	bem	toi
1.0	138824	1	2209888959.jpg	1_3882_4_11_01_211106-193455_bem_cee_elicit_2.wav	pantanshi yako afwele Pali utuntanda utwakashika	in front of what she is wearing there are red stars	11	female	3.856	16000	vnd.wave	bem	bem
8.0	857350	1	2218519240.jpg	8_5735_0_81_01_211102-114702_bem_ce8_elicit_0.wav	Umwaume nakakila ifipepala ku mutwe elyo napakanwa	A man has tied some papers on his head and mouth.	81	male	6.465	16000	vnd.wave	bem	bem
14.0	1471272	1	2218907190.jpg	14_7127_2_141_01_211111-143854_bem_f08_elicit_1.wav	Ee epoikala, yacilaangalafye panse.	Yes this is where it stays, it was just playing outside.	141	female	5.036	16000	vnd.wave	bem	bem
7.0	716740	1	2219805677.jpg	7_1674_0_71_01_170101-212058_bem_74d_elicit_0.wav	imbwa iyakashikila ilefwaya ukutolokela akamupila akanono.	A brown dog is jumping for a small ball.	71	female	5.376	16000	vnd.wave	bem	toi
11.0	1164532	1	2228022180.jpg	11_6453_2_111_01_211102-122402_bem_574_elicit_1.wav	Bambi nabeminina elyo bambi nabo nabekala  pa mutanto mupepi ne fibi	some are standing while others are sitting on stairs near the door	111	female	4.968	16000	vnd.wave	bem	bem
18.0	1880711	2	2250870111.jpg	18_8071_1_182_02_211109-122130_bem_433_elicit_0.wav	Umusebo wine emininemo waliba uwaimbauka, ifimbayambaya fifwile filafilwa nokupita bwino muli uyu musebo.	And the road she is by is in a bad state, potholes all over such that vehicles may have hard times moving.	182	male	12.047	16000	vnd.wave	bem	bem
14.0	1434503	2	2251992614.jpg	14_3450_3_142_02_211030-133736_bem_743_elicit_1.wav	Kumbali yamusebo kuli ifikulwa ifitali.	There tall buildings on the side of the road.	142	male	4.628	16000	vnd.wave	bem	bem
9.0	920224	1	2255266906.jpg	9_2022_4_91_01_211024-203515_bem_ebf_elicit_2.wav	nakekala kabili kaletusha	It is sitting and resting.	91	female	4.129	16000	vnd.wave	bem	bem
5.0	549140	1	2259336826.jpg	5_4914_0_51_01_220116-121813_bem_03f_elicit_0.wav	Abakoloci babili nabeminina panse ku cifulo cimo ifi.	two old people are standing outside	51	female	5.785	16000	vnd.wave	bem	bem
36.0	3656244	1	2260369648.jpg	36_5624_4_361_01_211115-081758_bem_654_elicit_2.wav	Kunuma kulemoneka umukashana naiminina nakwata na umushishi uwafita, elyo ifisote ifikwete abakashana nafikwata amasako aya mutuntula mumbali.	behind there is another lady with black hair and the hats these ladies are wearing has yellow feathers	361	male	12.273	16000	vnd.wave	bem	bem
10.0	1023990	1	2261550615.jpg	10_2399_0_101_01_211029-191708_bem_ddd_elicit_0.wav	Abantu abapusanapusana baleyenda mucikulwa camatuuka ayapusanapusana baleshita elyo bambi balepitafye	Different people are walking in the shopping complex, some are buying and others are just passing	101	male	13.385	16000	vnd.wave	bem	bem
2.0	24603	2	2271667421.jpg	2_460_3_22_02_211026-195101_bem_2a5_elicit_1.wav	Incende ilemoneka iya mpili ishinono pantu mumo naiima elyo mumbi iyo.	The snowy area looks hilly.	22	male	7.418	16000	vnd.wave	bem	
5.0	510972	1	2273028514.jpg	5_1097_2_51_01_211101-223457_bem_e3a_elicit_1.wav	Umwanakashi naisala namenso pakufyompa umwaume.	a girl has closed her eyes while kissing  her boyfriend	51	female	4.628	16000	vnd.wave	bem	bem
38.0	3860890	1	2276120079.jpg	38_6089_0_381_01_211112-225737_bem_ba5_elicit_0.wav	Ibumba lya bana lileangala panse.	A group of children is playing outside.	381	male	3.607	16000	vnd.wave	bem	bem
29.0	2939043	2	2276314067.jpg	29_3904_3_292_02_211115-014007_bem_a9e_elicit_1.wav	Kuncende ine ii kulemoneka nikumpanga saana pantu kuli ifimuti ifyafunda.	This place looks to be a bush because there are a lot of trees.	292	female	6.806	16000	vnd.wave	bem	bem
7.0	754720	1	2298283771.jpg	7_5472_0_71_01_211105-133431_bem_1e5_elicit_0.wav	abantu abali cine nabeminina	Four people are standing.	71	female	5.671	16000	vnd.wave	bem	bem
9.0	920902	1	229978782.jpg	9_2090_2_91_01_211025-111705_bem_ebf_elicit_1.wav	bushe finshi abaume balecita?	What are these young men doing?	91	female	5.422	16000	vnd.wave	bem	bem
1.0	138320	1	2312731013.jpg	1_3832_0_11_01_211105-220754_bem_cee_elicit_0.wav	Umwaume uufwele icampepo icatikama naikala kunuma yakwe nashintilila kucibumba.	A man wearing a warm thick  jersey is sitting and ligning on the wall	11	female	6.012	16000	vnd.wave	bem	bem
29.0	2995570	1	2315867011.jpg	29_9557_0_291_01_220112-185558_bem_9ff_elicit_0.wav	Abaice babili nabasekelela baleangala mu muputule.	two kids are happy playing in a room.	291	female	7.486	16000	vnd.wave	bem	bem
6.0	613224	1	2316097768.jpg	6_1322_4_61_01_211025-063327_bem_53e_elicit_2.wav	Awe kuti caba balalanda nomba balemonekafye abafulwa icipesha amano pamenso.	It can be he talks but he is wearing a serious face.	61	male	14.293	16000	vnd.wave	bem	bem
