IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
5011,Five light skinned boys are at a certain place playing.,Two of the boys are standing while five others are sitting on metallic seats.,He looks like the eldest from the way they are standing and he is holding a molded sculpture ,"The other one standing is wearing a white shirt and he is holding his head, it seems there is something down he is looking at.",The ones sitting are boys and it looks  like they are telling stories.
5012,Two kids who look like girls are playing.,"They are laying down as they play, one is laying straight while the other is on top.",The one that is laying straight has rested the grass on yellow ball that is on the side of the head.,The one laying on the other has smiled and he has spread his legs with the left one lifted.,"They are both in a room that is where they are playing from and where they are laying, there is white and black cloth spread."
5013,A white  dog with black fur on the back and on head looks excited.,It is running very fast lifting two legs as though it wants to run with two legs only.,"The dog has black eyes and a black nose, it has also opened the mouth as it runs and rested the ears",It is  jumping where there is sand and  leaves with sticks that have fell.,Behind where it is coming from a forest can be seen that has a lot of trees that are green.
5014, A white lady has long light black hair.,She is wearing a black cap that has a flag on it.,She is wearing a black shirt and a necklace  that has two round white beads to make her look beautiful,She has opened the eyes widely as she is looking. Can you say she has a skin disease what.,"From my point of view, she comes from a tribe that have redish skin."
5015,A white boy who has black hair has jumped while skateboarding/,He is going down the stairs that come from a very big white building.,Near the road there is a boy standing and leaning in a tree that is near a road wearing a white shirt while looking behind,On the side of the boy there are three vehicles parked on the side of the road.,The place is in town where  there are  alot of beautiful buildings  that are white and big trees.
5016,A white skinned girl with long greyish hair is wearing a long sleeved black shirt and a blue pair of trousers:,He is at a place that has a lot of green grass  where there a meandering stream.,The  girl is standing on two ropes that are acting like bridge  as she takes pictures.,She is taking pictures where there are a lot of animals eating grass near a river.,A distance away from where the girl is standing there are mountains that are looking black and infront of the small mountains there are trees that have grown in a line.
5017,A white man is with white child who has  white hair.,They are all  in a vehicle and the man has put a child in front as he drives the vehicle.,It seems he is the father to the child he is  with in the vehicle,Is the place where the child has been put protected?,I think  if an accident was to happen the the child can be injured.
5018,A white  girl with light  black hair is sitting on a swing .,She looks very happy because she has smiled while looking on the side.,Behind the girl there is another girl that is on a swing looking back.,The swings are made of a seat and chains,It seems these swings go round and in the air.
5019,Two white old ladies are standing where there is a small road,There are two old people with white hair holding a young girl.,The place looks like a resting place or a place to tell stories.,The place is painted white and they have made seats and they have planted  beautiful flowers.,On the side there is a big building that  looks like a cloth shop
5020,Two white men are are sitting on too between mountains.,They have made a place to sit on the mountain with looks dug up a bit.,The are seated on seats that are hunging on two ropes.,Can't these people have an accident ?,If it was to cut they there can be an accident and they can down.
5021,A white man is wearing a black hat.,He is standing while lifting right hand in the air.,On the side there are two metallic rodes where he is holding with his left hand.,The place they are at is hilly and the hills are covered with snow,Behind the man there is a ditch that has not been covered.
5022,Three white kids are playing on swings  with there legs straightened.,Among the children there are two girls and one boy who is on the middle of the swing.,They are all wearing blue shirts and blue pairs of trousers but one girl is wearing a black jersey on top of the shirt.,The swings are on dry grass and there are also leaves.,Behind them there is tall green grass even though some grass is dry iy seems there is a bush.
5023,Two dogs that have black fur are on the grass and it seems they are playing.,One of the dogs is big and has fluffy fur while the other is small.,"Both dogs are running as they are playing, it seems the bigger dog is the mother to the small one.",The grass is fenced by planks that are in a line with only a small space remaining. ,On the other side  of the road  there is  a big forest that has big trees with green leaves.
5024,A bird that has white feathers with  a long neck is flying near  water.,"It's claws are in water with its wings spread, it seems to be looking for something in water.",The water in the river  is shallow and it is clean such that the bird can see what is in the water. ,Maybe the bird wants to catch some food that is in the water and the craws have held on to something,The river is near grass and there is some dry tall grass in the water/
5025,A lot of white people are at a certain place near the forest with bug trees that have green leaves.,Among the people there is a woman with black hair who is looking happy and has black glasses on the hair.,On the side of the woman there is a man who is wearing a short sleeved red shirt with a black bag on his back.,Far behind there is a young girl that is going on to the side of bush that is near the place.,There is another  boy that has cut the heaf bald dresses in a black shirt and a  black short with  filled pockets.
5026,A lot of people are at a funeral even though only men can be seen.,An lot of men have lined up to lift a coffin taking it to the grave.,The old man infront has grey hair and he is wearing a blue robe while holding a box.,Behind  there are people playing trumpets as they go to lay the dead body.,The coffin is shining because  it is expensive and  the people look sad.
5027,A white  girl with long  greyish hair looks very happy.,She is wearing a short sleeved black  shirt and a small short that has exposed her knees.,He has carried a bag on his back and the straps have passed on the shoulders and he is sitting at the end of the slide.,On the side of the slide there is soil maybe thats where they climba the slide from.,The place looks like a children's play ground because is fences with metallic rodes.
5028,A white young  girl has long light black hair with bright eyes.,She is wearing something sweet and has opened her eyes widely as she eats.,In the room she is in there are a lot of things that look like clothes.,Doesn't  seem like the child  in his bedroom/,"It seems so because there are a lot of things put together, it can be a bed room."
5029,A white girl with long hair is wearing an underwear  with only a bra on.,She is holding a wrapping cloth and she is wearing white shoes while going to a drinking place.,There is a white man in front in of her with a bald  head and he is wearing a white and blue striped shirt.,Ahead there are buildings like a meeting  place. There is a shop where there are wraps lined outside.,From the way the woman is dressed you can tell the place is very hot.
5030,A lot of white men are standing outside a big building.,They are  all wearing clothes for working  that is similar with a blue colour.,"They are all wearing blue caps, it seems they work for the law enforcement .",They look happy it is  like they are discussing as they wait to be taken to where to enforce the law.,The tall glass  building that is near and a tree on the side thag has  greeen leaves.
5031,A fat black  dog is the water and it is looking at another animal that is infront.,The dog looks  vicious as it trying to eat the animal it has seen in the water.,The river is not deep because all are standing  in the water.,Behind the river there is grass and in front there a a lot of trees with green leaves.,The dog can defeat the this animal is they fought from the water.
5032,People are walking on a road that is between two big tall buildings .,The buildings are built in two lines and look similar with a yellow paint.,People are walking differently. Some people are going where others are coming from and the road is very busy.,Among the people who are in the road there is a white woman with black hair who is looking  up as she walks.,On the other  side there are two old men who are white men with grey hair who are following each other in line.
5033,A lot of people are  seems to be in town where kids play.,They are at a place where there is snow and they are wearing skiing shoes.,Near the place there are a lot of big buildings in town with rooms where government officials work from.,"On the other side near the place, there is a road that passes where a man and woman who looks a couple have brought children to play.'",On the side there is a woman who has grey hair  who is a wearing  a jersey who is watching how kids are playing
5034,Two dogs that have dotted fur are on a big field.,One of the dogs has white fur and has a cut tail with relaxed ears and an open mouth.,Both of them have belts around their necks. One has a black belt and the other has a white belt.,The dogs are playing and they have opened their mouths as if they are backing.,The place they are at has no grass but soil and the ground has a lot of stones maybe it is near a mountain.
5035, A white man who has long hair is standing  in a room that looks properly  secured.,He is wearing yellow headphones.,The man learning how to play musical instruments it  seems he works for the law enforcement.,He is  standing wherr he has to pick a gun to test his aim,The man has fires the gun because it has fire at the  end.
5036,It seems a lot of people are celebrating a monthly  event in there locality.,There is an old vehicle in front which is being pulled with ropes.,In the vehicle there is a man who is dressed like pope who is  as being driven.,It seems it is december and people  are celebrating Christmas.,There is a man dressed like a chinyau that is dancing in to celebrate the event.
5037,A young boy is standing in a very dark room.,"He is wearing a white short with no shirt, it seems to be very hot,",When standing he has opened his eyes widely with an angry face.,He has lifted a pressing iron using both hands ,It seems the irons are heavy for him that is why he is tired maybe he was sent.
5038,A thin white girl with long light black hair is under a tree.,"He has smiled as he is jumping on a trampoline,",A small girl has jumped in the air and she is not wearing any shoes.,"Behind, there is a small  white house that can be a pantry.",The trampoline is under a big tree that has green leaves.
5039,A fluffy small dog with white and black fur looks wet.,It seems it has come out of the water and it is trying to dry itself.,The dog has a black nose and it has closed its eyes as it dries it's fur.,It is  standing in a bush where there is dry grass.,Near the bush there is a stream maybe that is where the dog was swimming.
5040,A white kid is playing  with a small bike on the surrounding.,He is wearing a white  thick jersey with the hood cap that looks like an animal's head.,He is at a place where there are small mountains that are covered in snow,Behind the child there is a house that has a big white entrance.,Where the  place ends there are a lot of trees that have green leaves.
5041,A white child is playing on a slide that leads into  the water.,The place he is at looks like a children's playground that's very nice with  a lot of things to play with.,The water is looking clean and it seems the slide has just been molded.,Near the slide  there are metallic ties,"On the other side there are others things for the kids to play with, there are swings, tables and chairs to sit on."
5042,A black boy has short black hair  on the head.,He is wearing  a grey sleeved shirt with a neck chain around the neck.,He has bright eyes and he is  looking up  while concentrating.,He is in a very dark place. Why is he staring like that?,Maybe there is something happening that's why he is looking maybe an event or something that has taken his attention.
5043,A person is dressed in black and is carrying a black bad on the back.,He is wearing a black hat with black boots.,He is climbing down a big mountain that is covered in snow in top,He is in a cold place he is holding a skiing rode.,"It seems he is using the skiing rodes to help him go down the mountain that is steep,"
5044,A white male is wearing who has black hair is wearing green shirt with a black pair of trousers.,He has jumped very high with his skateboard .,"He is on a stake board as he climbs down the stairs that has two sides,",On the side where  the door is for the building which is very  big and it is white.,The place he is at is in the city even though it seems quiet with no people passing.
5045,A white woman with long tied hair is in a boat on water.,He is wearing a white vest with a small black dirt short.,He is in a boat that is meant for one person and he is wearing a white shirt.,He is holding a peddling stick.,"The sea looks big and deep, it also has clean water."
5046,Four people have jumped in the air to fall  in the water.,Among the people there are two girls and five boys playing in the water.,He is on the middle of the crowd  and he is wearing a long sleeved white shirt with a grey short.,"The boy who is infront is wearing a a black  shirt and black shorts, he has also raised his right hand very high.",They are all looking happy and the sea is looking deep with clean water.
5047,"Two people, the father  and a child are  in a cleared big area.","They are wearing similar clothes, yellow shirts with round black hats.", They have hung things on their bodies and they have painted their faces red and white.,The one who looks like the father is squatting while the child is standing as they discuss,The place they are at has a lot of soil it seems it is on the sea shore.
5048,A man is standing on a seashore of a deep sea.,He is white and he is wearing a round hat.," He us a having a stick that has a rope that is in water ,it  seems it is a fishing hook.",It can be a fiahing hook maybe the old man is fishing in the sea.,There are small mountains behind him and there is green 
5049,A young black  girl has very long beautiful hair.,She is playing alone  town and she b is wearing a green dress with either white shoes.,She is holding a bag and she is walking majestically in town.,On the  side there is a glass door that goes into the store that looks beautiful .,The girl and the woman are walking in two different directions as they by pass each other.
5050,A white boy is wearing a basketball  atire.,He is holding the ball in the hands and he is about to make a basket.,"The shirt he is wearing has a flag, a number and other writings printed infront.",Behind a lot of people who have come ro watch can be seen the competition.,It seems he is try to find were to shoot and score.
5051,A white man who has a lot of white hair which can be grey hair. ,He is very scruffy on the face with long grey hair even though he is happy.,Indeed he is happy because he is even laughing and he is wearing glasses.,There are a lot of people behind that have come to watch the  event.,Maybe they are watching an entertaining game that is why even the old man is looking  happy.
5052,A big fat dog is is dirty water.,The dog has black fur and has a raised tail.,It seems the dig is male and it uas a belt around the neck.,Can it be that this dog has seen something or it is looking for something to eat?,Maybe there is something it has seen in water that is why it looks serious.
5053,A white boy with black hair is in playing field playing  a competitive  game.,He is wearing a white short sleeved shirt with white shorts as he plays the game.,He is wraped a green cloth around the head and he is also wearing green wrist bands.,He is holding an object to hit the  ball with om the left hand,The boy is playing  a game and he is winning the other opponent.
5054,Five people are standing  in a room that is in their house.,"Among the v people be there are two women , one man and a young boy.",The woman who looks surprised  can be the mother and she is holding  him as she is teaching him how to dance.,The father and the mother are standing watching how the child is dancing.,They are in a dark room and the lights are off.
5055,"There are two white people both with long hair, one is walking  while the other  is standing.",The woman walking looks happy with a smile on the face and she is a white jersey with a bag on the right shoulder.,The woman standing is wearing a white cap while holding a phone in his left hand and he us wearing a blue trousers .,He is standing leaning on a small wall made from white stones.,On the wall she is  standing on has flowers that have grown well.
5056,A big horse with grey fur which may be female has a black fluffy hair.,It is playing in a fenced area where there is green grass that has been nicely trimmed. ,As the horse is running it has jumped with its legs behind  straighted.,It seems the horse is leaning to run fast maybe it is used in a horse race.,On one side the horse is there are trees with green leaves.
5057,A dog with black fur is sitting in trimmed green grass,It is standing with its mouth open and its tongue removed as though it is resting. ,The dog is outside the owners house .,This place is dark it can be in the evening and the dog is outside.,It can be the dog is playing with the owner before they go into the house they stay in.
5058,A wild animal with grey fur is jumping the road coming from the bush.,It is jumping in a fenced area that has nicely trimmed grass.,It has jumped to get over the fence for the place .,Can it be that the wild animal is being chased where it is coming from?,It seems the animal is being chased where it is coming from because  it is running fast.
5059,A man is wearing thick clothes with a helmet for protection.,He is standing on a snowboard as he is snow boarding  on snow.,It seems he is going downhill  a steep hill and the board is helping him do it faster.,The place looks cold because it is covered in snow.,The snow board  he is on is speeding it is even leaving something  behind.
5060,A white boy is cycling a bicycle  very fast.,A boy is wearing a red shirt that has writings on the back with a helmet.,They seeem to be in a bicycle race and they are speeding.,They are in a dusty road with a lot of elevations.,It seems the boy is the one infront in the race and  there is someone dressed in black who is taking pictures of the game.
5061,A man some distance away is on a quad bike.,The place has  only sand without any tree.,The area looks very hot and inhabited and the person has only gone to play with the bike.,The place can be a desert where the person is.,Yes the place is a desert because  there is a lot of sand and  there are no trees even water.
5062,White people are in a blue boat in the sea.,Seven white people are wearing  floaters.,There are small waves on the sea and they are all having what to use to pedal  the boat.,One of the boys has done a somersault from the boat so that he falls in the water.,It seems these people have come to play on the at this place where there is a river that passes near the bushes.
5063,A white man is wearing a white shirt with a black small short.,The man is with two  dogs that he has thought to jump high.,One dog has jumped  in the air as it tries to grab what the person is holding.,The other dog is on the ground running as it tries to jump and grab what the person is holding.,"The man is with two dogs and they are at a place where there is trimmed green  grass it seems  it is near where they stay,"
5064,A person  is in a very cold place and he is just alone.,The area covered by snore looks very big and the soil can not be seen.,Even though it is  dark a forest and hills can be seen.,This person is digging the stones that are covered in snow .,"It seems it is the evening because it is dark,"
5065,A white man is playing on the sea that looks very deep.,He is using an object he is sleeping on lifting his  legs and holding where to control the object from.,The instrument is made from white clothes  that is why it is looking  as though itbis moving fast and the way the water is splashing behind.,Ahead there are mountains that seem to be in the middle of the mountains,The sky is looking clear and the sun may be shining and it is blue
5066,A small dog is fluffy and it is looking  like a doll.,It has jumped in the air biting a dry stick.,The small dog has spread  its legs as it jumps .,"It is on the seashore while it plays,","On the other side there are small mountains near the river that look dark,"
5067,Three white people who are together are in place  playing .,"Among the kids there is one girl and two boys, they all have long hair.",The girl is sitting on top of the metallic rodes where they are playing while the boys  are standing around them.,The metallic rodes have been lined and they have  made where children play.,On the other side of the metallic rodes there is a big wall that is white that has lights to protect it.
5068,A fat man is wearing a hoody with a head sock on the head.,He is walking crossing a road that in town.,It seems he is on a hill where the road passes and looking  downhill a lot of buildings can be seen.,Near the building where the man is crossing from a woman is standing it seems she is waiting for someone.,Going downhill following the road there are a lot of vehicles that are moving and far ahead there is a white building.
5069,A person is walking on the side of the mountain with  thick warm clothing with a blue bag on his back.,The place looks cold because all the mountains are covered in snore.,He has reached where there's a steep mountain  with depressions on the sides.,In front  of him there are mountains that look dark and covered in snow,"After the hills there are a lot of big trees which can be a forest, maybe that is where this man is going."
5070,A bird that has a long neck with a flat beek is on water.,It seemd it is playing on water as it swims. It has spread its wings because it is enjoying.,The water where the bird is looks deep with clean water.,Can't thebm bird be stopped from swimming the way it is doing it's wings?,It seems the bird is excited and it is enjoying playing in water
5071,A small white fluffy dog is running coming out of a cloth.,"A dog is looking like a doll because even the f face can not be seen, how does is see.",It has eyes but are being covered by the fur it has.,It seems the dog is running as it playing on trimmed grass. ,It seems the dog was put input in this cloth to give it some shed because it is sunny.
5072,A man is with a child who he looks he is the father to are sitting on the floor together.,They are all sitting on sides of the road with their legs folded.,The father has a head wrapped with  a cloth while the child has a head sock.,The father is having a whistle that he is blowing as he entertains people.,"On the side where the child is sitting, there is a black bag maybe that is where they keep there instruments."
5073,A white boy who has black hair is wear a long sleeved black shirt with a grey trousers.,He is having a small red guitar that he is playing as he is  standing.,As the child  plays the guitar he is also singing and dancing maybe he is enjoying.,He is standing  near the door of his room and there is a rag on the floor,"It seems this child started playing and he enjoys musical instruments,"
5074,A lot of people are taking part in horse racing.,They are using a field that has very green trimmed grass  to race.,On the sides if the field there are white fences which can be wooden.,They had put rodes where the horses should be jumping as they are running,The horses have numbers on the cloths put on them which shoes they are in a race.
5075,A woman who sings  to entertain people seems to have an event where  she is entertaining people.,She is wearing small blue clothes with white heels.,He is also wearing a hat that has things that are hang on it.,There are other people escorting her dressed in red and there is a girl wearing short clothes.,"There is a man that is wearing a round white hat with white clothes and he playing instruments to entertain the people while the woman is singing,"
5076,"People are showing a flag for their country that has black, white, red  and green colours.",It seems they people have gone to give support to their people who are participating in a game,Maybe it  can be a national  celebration because they feel proud lifting the flag,People seem to be shouting as they walk .,Maybe there is something they don't like and they want there voices to be head. 
5077,A white mannis wearing a black  head sock with a blue pair of trousers.,He has jumped as he us skating.,While jumping he has lifted both hands  maybe they are helping him balance in the air,The place has nicely trimmed green grass. ,On the side there is a big white building and maybe that is where he is coming from.
5078,A white man is standing in water that is reaching  his waist.,He is wearing a jersey with a black overall outside.  ,On his right hand he is holding what looks like a fishing hook.,He is putting something on his instrument which can be used to catch fish.,The Sea looks big that is near the forest where there are big thick trees.
5079,This place  looks like a meeting place where there are different businesses.,The tent looks like a clothe store because there are female underwears displayed.,The underwears can be for fat women because they look big.,On the side there are a lot of people that have come to buy items that are in the store.,Far in front there are vehicles parked which can be for the owners of the shops
5080,"A boy is wearing a black head sock, the place seems very cold. ",The boy is sliding on a land that is covered with snow.,He is using a snowboard to slide.,"The  boy has jumped with his board and it is sliding fast pressing the ramp,",On the side there are trees that are looking dry maybe there is a big forest that is near by where the boy is playing from.
5081,People are playing  basketball in the court.,There are two groups of people competing in the game.,One group is wearing a white playing  attire while the other is wearing dark clothes.,They all have numbers on the clothes they are wearing and they are wearing helmets for protection.,In the field there is an old man that is wearing a shirt that has black and white stripes who is C refereeing the game
5082,People are at a place where there is an event or they are waiting to be taken to a certain  place.,There is one white  man that is holding a camera who has black hair with a blue shirt.,There is a girl who is at this place wearing a white jersey and a white cap with a black trousers,There is another man who is with his daughter it seems.,There is a big building at the place they are at that is white and it can be a football stadium .
5083,"The dog looks vicious , it has jumped over white fencing cloth.",It seems they are teaching the dog to jump and to run.,It can be the dog is used to take part in competitions  by  the owner.,"The dog is running on the grass that is green,",The place also has big trees that provide shed.
5084,An old white man has a bold head with grey hair.',"He is wearing a white shirt with black trousers, a watch and a grey jersey.",The left hand is in the pocket and he has a pen in the shirt pocket.,He is standing in town maybe is doing some investigations,Behind him there is another man passing who is wearing glasses and there is a vehicle near him.
5085,A child that has a big body is playing on a swing.,She is only wearing a bra with a black underwear  and she is not wearing any shoes.,It seems she is  swinging hard without any fear as  though she is used.,The swing has a blue seat with long chains.,There beautiful flowers and far behind there are big thick trees.
5086,A white woman with long black hair is sitting on a chair in the room.,The room looks like a beer hall.,The woman is drinking  bear that is in glass cup maybe it is cold.,It seems she is enjoying drinking beer because she looks very happy.,She looks old even the skin is showing and she is wearing a watch and a ring.
5087,A child with black hair is wearing  a  yellow  shirt while playing on water.,He is on a deep sea surfing  using a surf board.,There are a lot of waves on the sea even though  the child looks happy.,Can't the waves take him if there was to be any accident,"There are a lot of waves they can cause an accident which can lead to death,"
5088,A dog is in the forest that has dry grass with a small road where there  is a fallow .,The dog has black fur and it has raised  its ears with its tail relaxed as it runs.,It has opened its mouth  with yhe tongue removed  to help it breathe because  it is tired.,On the side of the road there are mountains that follow the shore  where the road is.,There are a lot of trees that even have green leaves far  behind and the forest looks big.
5089,The man is with two children a boy and a girl who look like his children .,The old man who is wearing a red shirt has a big body  with grey hair.,The girl is wearing a red shirt while the boy is wearing a grey shirt.,It seems they are in town that are made of plastic and can be moved.,On the other side there are big buildings that are beautiful and have a lot of floors.
5090,Two white young boys are are seated as they play and they both have nicely combed hair:,The boy in front looks older than the one behind and may have been born from the same parents.,The boy in front is wearing a green shirt and he has a very big smile.,The behind is wearing an orange shirt and he it is laughing even though the teeth can not be seen.,It seems they are in a room in a house where there is a cloth where they are playing from. 
5091,A white dog has jumo as it tries to catch an object it has been thrown at.,"The place where  the dog is looks dirty as though kids play there,",On the side there is a white wooden fence which can be for this area.,There are a lot of big trees at this place that province shedprovince shed and there is dry grass behind.,Nearby there is a road where vehicles pass and on the other side there are buildings which can be Peoples houses.
5092,Two white  women are at a place where events or games are held.,One woman is sitting on metallic rodes dressed in black with white shoes and she is pressing on the phone.,The woman is standing next to the one sitting and she is wearing a black  hat with a thick cloth.,It seems they're waiting for an event or game at the place they are at.,The place looks very cold even the women's dress code says it all .
5093,A big dog with black fur and white  fur on the neck has into the water.,It has spread its ears as it Jumps with  a rope around the neck.,The water looks clean where   it jumped  in and maybe it is a swimming  pool,The dog  is going to jump in the water so that u  te catches the green things thrown in the water.,It seems it is being taught to swim maybe it is being prepared for future competitions.
5094,A small fluffy dog with grey fur is playing with  a small  ball.,It seems the owner is teaching it to jump using a red ball.,The dig is too fluffy for the eyes to be located.,There is green grass where it it playing from.,There is a big that has grown well in front.
5095,A white man is wearing a round  black  hat with glasses .,He is wearing a black scarf  with  an long sleeved red shirt.,The place has a lot of people  it can be a meeting  place or it is in town.,"Looking at the crowd that has come to watch there boys, girls, children and older people.",There is a building that can be seen ahead near big trees.
5096,The mountains look very beautiful and they are dark and steep.,"Looking in the blue sky, there  are white clouds ",On top of the mountain there is a person and it looks steep.,There is a rope that is hanging on the mountain that is used by people to climb it.,Climbing this mountain does not look easy because iy looks tall and lean.
5097,A white girl is playing a competitive  game.,She is wearing a shirt  with a small skirt that are both green.,In the hands holding  something to hit the ball with.,He is holding the instrument with the left hand and has hit the ball.,"It seems the game they are playing at this time is interesting,"
5098,Two boys are playing football in a pitch where the rain water has settled.,The field has green grass but also has has patches with no grass where water has stagnated.,All the boys  are not wearing shirts as they are playing footblall but grey shorts,"They are not wearing football shoes, they're playing with bare feet.",They are all looking wet and they are dripping water from the shorts and body's because of the stagnant water in the field.
5099,People are sitting in a place  where there are decorations hung.,The place is hosting an expensive event or feast which people have come to attend.,At the event there  is an old woman wearing a thick black warm cloth and her hair is covered.,"There is another woman wearing a jersey that has a cap and she is wearing a cap and the face can not be seen,",The place looks very cold because everyone is wearing thick warm clothing.
5100,A group  of people where there  are  even children and older people  are sitting in a childrens playing  ground,The children have brought children to play and they are waiting for them.,Among the parents there two old men sitting on wooden seats amd it seems they dont have what to talk about.,One girl is sitting on a mary go round and she is wearing a long sleeved red shirt.,The boy is sleeping on the mary go round and he is wearing an orange short sleeved shirt.
5101,A lot of children are coming from the school where  they learn/,It seems they have just knocked off because their parents have come to pick them up.,There is a boy who is smartly dressed with a bag hanging on the shoulders.,One of the girls is hugging who looks like the parent that is on a bike that has come to pick her up maybe.,On the side there is a store that is in a three wheeled vehicle.
5102,Two girls are playing in a childrens playground.,"The place they are at, there is a slide that goes into the water.",On the side of the ladder there is a boat the children are using to slide.,The children are using a blue boat where both of them are,On top of the hill has grass that has been nicely trimmed.
5103,There are people in the field who are playing basketball.,Some are wearing white  shirts whileb others are wearing red shirts.,They are all wearing shirts that have big writings in front  and helmets for protection.,Those in a red attire have the ball have the ball and they are trying to go score and this isthis is white are sterling m attempting to get it.,In the field there are a lot of people that have come to watch the game giving support maybe the stay around this area.
5104,Two children are standing in a small road that passes  through the flowers.,One has black hair while another has light black hair. It seems they  are both looking for their parents.,Each child is having a doll in the hands that they are playing with them.,The girl that looks older has ab bag on the back that is blue.,The path passes between the flowers that have blossomed.
5105,A young girl is playing in what looks like a forest.,She is swinging  on a branch for a big tree.,The girl has long hair and she is not wearing shoes.,"There is stagnant water on the ground which from rain it or there is a water source,",The place seems to be in the forest that has big tall  trees with green leaves.
5106,"Three people are at a place, there is one one girl and two girls.",They all have black long hair and they are all wearing warm clothing because the place is cold.,The man has put the camera on a stand and he is looking into it.,One girl is standing while the other is sitting it seems they are working together with the not.,It seems they have come to take pictures of the event and there are seats that can be seen ahead where the owners of the event will seat.
5107,A white  girl and a white man are in a swimming  pool playing.,It seems he is the father of the child and he is teaching her to swim.,Behind them there is a black dog that is following them maybe it is their  dog:,"The woman laid her child on a surfboard to help him learn to swim,",The sea kills very big and there is clean water which shows that it is very deep.
5108,A white woman is wearing a grey hat while wearing a shirt  with black sleeves.,She is at a place where children play because even swings can be seen.,The woman is with a dog that has black fur and a very long tail.,It seems he is teaching the dog to run and climb on objects as it runs,From my view the dog is used in running and climbing contests.
5109,"A dog that has white and brown fur us in water, it seems it is swimming.",It has something on in the mouth which it may have gone to pick from the water where it was thrown.,I think this dog has been taught how to help those  people that have accidents on water.,The sea looks deep with very clean water. From the way the dog is swimming can you say it knew how to swim a long time ago?,I think it's been playing in water for a long time and it is used.
5110,Four kids are sitting on a bedroom  window for a house.,There are two  girls and two  boys that are looking through this window.,All the girls are wearing pajamas while the boys are wearing  red shirts.,"The house is painted blue and it looks like a house with floors on top and at the bottom,",Near the window they have put  flowers that have grown properly and are green.
5111,"People are on a cleared road while riding on horses, most of them look like women.",It seems most of them are women  because they have covered there heads as they ride the horses.,Both sides of the road have trees as they are going downhill .,On both sides there are stones but on the right side there is a very big one,There are small  stones on the left side of the tree.
5112,Five white people are standing in a room that looks demolished.,While standing one is standing ahead of others.,The one in front is wearing white cloeses but without shoes.,All the others are wearing black clothes and they are all wearing warm clothing.,It is in the evening and there are writings on the walls and the doors have been removed.
5113,"A person wearing a red hat is in the desert , it seems he us kneeling on one knee.",Maybe he is not kneeling but he may be just standing with one leg on a rock.,It seems it is evening  time at this place because even the shadows can be seen .,Maybe even the moon is shining because the stars are shining.,"This place looks very dry and there is no plant,"
5114,A white boy and girl are walking closely while in town.,It can be in town because the building infront has writings on it and it can be a store.,Both of them are wearing warm clothing but the girl is  wearing a long grey one with tall shoes:,"A man is wearing a blue top and a blue trousers with white shoes,",The woman is wearing a very tight trousers with a bag. These two can be lovers.
